nucleus,Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,Unnamed: 17,Class,Unnamed: 16
P3,Intensity Max,230.0,230.0,230.0,0.0,230.0,230.0,230.0,230.0,1,,Surface,1.0,,Image 1,,73.0,,,
P3,Intensity Max,232.0,232.0,232.0,0.0,232.0,232.0,232.0,232.0,1,,Surface,1.0,,Image 1,,74.0,,,
P3,Intensity Max,204.0,204.0,204.0,0.0,204.0,204.0,204.0,204.0,1,,Surface,1.0,,Image 1,,75.0,,,
P3,Intensity Max,213.0,213.0,213.0,0.0,213.0,213.0,213.0,213.0,1,,Surface,1.0,,Image 1,,76.0,,,
P3,Intensity Max,232.0,232.0,232.0,0.0,232.0,232.0,232.0,232.0,1,,Surface,1.0,,Image 1,,77.0,,,
P3,Intensity Max,197.0,197.0,197.0,0.0,197.0,197.0,197.0,197.0,1,,Surface,1.0,,Image 1,,78.0,,,
P3,Intensity Max,215.0,215.0,215.0,0.0,215.0,215.0,215.0,215.0,1,,Surface,1.0,,Image 1,,79.0,,,
P3,Intensity Max,228.0,228.0,228.0,0.0,228.0,228.0,228.0,228.0,1,,Surface,1.0,,Image 1,,80.0,,,
P3,Intensity Max,213.0,213.0,213.0,0.0,213.0,213.0,213.0,213.0,1,,Surface,1.0,,Image 1,,81.0,,,
P3,Intensity Max,215.0,215.0,215.0,0.0,215.0,215.0,215.0,215.0,1,,Surface,1.0,,Image 1,,82.0,,,
P3,Intensity Max,215.0,215.0,215.0,0.0,215.0,215.0,215.0,215.0,1,,Surface,1.0,,Image 1,,83.0,,,
P3,Intensity Max,232.0,232.0,232.0,0.0,232.0,232.0,232.0,232.0,1,,Surface,1.0,,Image 1,,84.0,,,
P3,Intensity Max,227.0,227.0,227.0,0.0,227.0,227.0,227.0,227.0,1,,Surface,1.0,,Image 1,,85.0,,,
P3,Intensity Max,215.0,215.0,215.0,0.0,215.0,215.0,215.0,215.0,1,,Surface,1.0,,Image 1,,86.0,,,
P3,Intensity Max,205.0,205.0,205.0,0.0,205.0,205.0,205.0,205.0,1,,Surface,1.0,,Image 1,,87.0,,,
P3,Intensity Max,231.0,231.0,231.0,0.0,231.0,231.0,231.0,231.0,1,,Surface,1.0,,Image 1,,88.0,,,
P3,Intensity Max,213.0,213.0,213.0,0.0,213.0,213.0,213.0,213.0,1,,Surface,1.0,,Image 1,,89.0,,,
P3,Intensity Max,208.0,208.0,208.0,0.0,208.0,208.0,208.0,208.0,1,,Surface,1.0,,Image 1,,90.0,,,
P3,Intensity Max,258.0,258.0,258.0,0.0,258.0,258.0,258.0,258.0,1,,Surface,1.0,,Image 1,,91.0,,,
P3,Intensity Max,263.0,263.0,263.0,0.0,263.0,263.0,263.0,263.0,1,,Surface,1.0,,Image 1,,92.0,,,
P3,Intensity Max,284.0,284.0,284.0,0.0,284.0,284.0,284.0,284.0,1,,Surface,1.0,,Image 1,,93.0,,,
P3,Intensity Max,208.0,208.0,208.0,0.0,208.0,208.0,208.0,208.0,1,,Surface,1.0,,Image 1,,94.0,,,
P3,Intensity Max,241.0,241.0,241.0,0.0,241.0,241.0,241.0,241.0,1,,Surface,1.0,,Image 1,,95.0,,,
P3,Intensity Max,249.0,249.0,249.0,0.0,249.0,249.0,249.0,249.0,1,,Surface,1.0,,Image 1,,96.0,,,
P3,Intensity Max,249.0,249.0,249.0,0.0,249.0,249.0,249.0,249.0,1,,Surface,1.0,,Image 1,,97.0,,,
P3,Intensity Max,267.0,267.0,267.0,0.0,267.0,267.0,267.0,267.0,1,,Surface,1.0,,Image 1,,98.0,,,
P3,Intensity Max,283.0,283.0,283.0,0.0,283.0,283.0,283.0,283.0,1,,Surface,1.0,,Image 1,,99.0,,,
P3,Intensity Max,229.0,229.0,229.0,0.0,229.0,229.0,229.0,229.0,1,,Surface,1.0,,Image 1,,100.0,,,
P3,Intensity Max,200.0,200.0,200.0,0.0,200.0,200.0,200.0,200.0,1,,Surface,1.0,,Image 1,,101.0,,,
P3,Intensity Max,202.0,202.0,202.0,0.0,202.0,202.0,202.0,202.0,1,,Surface,1.0,,Image 1,,102.0,,,
P3,Intensity Max,200.0,200.0,200.0,0.0,200.0,200.0,200.0,200.0,1,,Surface,1.0,,Image 1,,103.0,,,
P3,Intensity Max,198.0,198.0,198.0,0.0,198.0,198.0,198.0,198.0,1,,Surface,1.0,,Image 1,,104.0,,,
P3,Intensity Max,231.0,231.0,231.0,0.0,231.0,231.0,231.0,231.0,1,,Surface,1.0,,Image 1,,105.0,,,
P3,Intensity Max,264.0,264.0,264.0,0.0,264.0,264.0,264.0,264.0,1,,Surface,1.0,,Image 1,,106.0,,,
P3,Intensity Max,216.0,216.0,216.0,0.0,216.0,216.0,216.0,216.0,1,,Surface,1.0,,Image 1,,107.0,,,
C,Intensity Max,269.0,269.0,269.0,0.0,269.0,269.0,269.0,269.0,1,,Surface,1.0,,Image 1,,29.0,,,
C,Intensity Max,958.0,958.0,958.0,0.0,958.0,958.0,958.0,958.0,1,,Surface,1.0,,Image 1,,30.0,,,
C,Intensity Max,656.0,656.0,656.0,0.0,656.0,656.0,656.0,656.0,1,,Surface,1.0,,Image 1,,31.0,,,
C,Intensity Max,977.0,977.0,977.0,0.0,977.0,977.0,977.0,977.0,1,,Surface,1.0,,Image 1,,32.0,,,
C,Intensity Max,641.0,641.0,641.0,0.0,641.0,641.0,641.0,641.0,1,,Surface,1.0,,Image 1,,33.0,,,
C,Intensity Max,840.0,840.0,840.0,0.0,840.0,840.0,840.0,840.0,1,,Surface,1.0,,Image 1,,34.0,,,
C,Intensity Max,865.0,865.0,865.0,0.0,865.0,865.0,865.0,865.0,1,,Surface,1.0,,Image 1,,35.0,,,
C,Intensity Max,2451.0,2451.0,2451.0,0.0,2451.0,2451.0,2451.0,2451.0,1,,Surface,1.0,,Image 1,,36.0,,,
C,Intensity Max,2959.0,2959.0,2959.0,0.0,2959.0,2959.0,2959.0,2959.0,1,,Surface,1.0,,Image 1,,37.0,,,
C,Intensity Max,3372.0,3372.0,3372.0,0.0,3372.0,3372.0,3372.0,3372.0,1,,Surface,1.0,,Image 1,,38.0,,,
C,Intensity Max,4045.0,4045.0,4045.0,0.0,4045.0,4045.0,4045.0,4045.0,1,,Surface,1.0,,Image 1,,39.0,,,
C,Intensity Max,3028.0,3028.0,3028.0,0.0,3028.0,3028.0,3028.0,3028.0,1,,Surface,1.0,,Image 1,,40.0,,,
C,Intensity Max,2490.0,2490.0,2490.0,0.0,2490.0,2490.0,2490.0,2490.0,1,,Surface,1.0,,Image 1,,41.0,,,
C,Intensity Max,2734.0,2734.0,2734.0,0.0,2734.0,2734.0,2734.0,2734.0,1,,Surface,1.0,,Image 1,,42.0,,,
C,Intensity Max,1881.0,1881.0,1881.0,0.0,1881.0,1881.0,1881.0,1881.0,1,,Surface,1.0,,Image 1,,43.0,,,
C,Intensity Max,3121.0,3121.0,3121.0,0.0,3121.0,3121.0,3121.0,3121.0,1,,Surface,1.0,,Image 1,,44.0,,,
C,Intensity Max,1931.0,1931.0,1931.0,0.0,1931.0,1931.0,1931.0,1931.0,1,,Surface,1.0,,Image 1,,45.0,,,
C,Intensity Max,691.0,691.0,691.0,0.0,691.0,691.0,691.0,691.0,1,,Surface,1.0,,Image 1,,46.0,,,
C,Intensity Max,408.0,408.0,408.0,0.0,408.0,408.0,408.0,408.0,1,,Surface,1.0,,Image 1,,47.0,,,
C,Intensity Max,382.0,382.0,382.0,0.0,382.0,382.0,382.0,382.0,1,,Surface,1.0,,Image 1,,48.0,,,
C,Intensity Max,455.0,455.0,455.0,0.0,455.0,455.0,455.0,455.0,1,,Surface,1.0,,Image 1,,49.0,,,
C,Intensity Max,351.0,351.0,351.0,0.0,351.0,351.0,351.0,351.0,1,,Surface,1.0,,Image 1,,50.0,,,
C,Intensity Max,345.0,345.0,345.0,0.0,345.0,345.0,345.0,345.0,1,,Surface,1.0,,Image 1,,51.0,,,
C,Intensity Max,331.0,331.0,331.0,0.0,331.0,331.0,331.0,331.0,1,,Surface,1.0,,Image 1,,52.0,,,
C,Intensity Max,284.0,284.0,284.0,0.0,284.0,284.0,284.0,284.0,1,,Surface,1.0,,Image 1,,53.0,,,
C,Intensity Max,270.0,270.0,270.0,0.0,270.0,270.0,270.0,270.0,1,,Surface,1.0,,Image 1,,54.0,,,
C,Intensity Max,266.0,266.0,266.0,0.0,266.0,266.0,266.0,266.0,1,,Surface,1.0,,Image 1,,55.0,,,
C,Intensity Max,271.0,271.0,271.0,0.0,271.0,271.0,271.0,271.0,1,,Surface,1.0,,Image 1,,56.0,,,
C,Intensity Max,254.0,254.0,254.0,0.0,254.0,254.0,254.0,254.0,1,,Surface,1.0,,Image 1,,57.0,,,
