nucleus,Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,Unnamed: 17,Class,Unnamed: 16
P2,Intensity Max,263.0,263.0,263.0,0.0,263.0,263.0,263.0,263.0,1,,Surface,1.0,,Image 1,,10.0,,,
P2,Intensity Max,271.0,271.0,271.0,0.0,271.0,271.0,271.0,271.0,1,,Surface,1.0,,Image 1,,11.0,,,
P2,Intensity Max,242.0,242.0,242.0,0.0,242.0,242.0,242.0,242.0,1,,Surface,1.0,,Image 1,,12.0,,,
P2,Intensity Max,248.0,248.0,248.0,0.0,248.0,248.0,248.0,248.0,1,,Surface,1.0,,Image 1,,13.0,,,
P2,Intensity Max,237.0,237.0,237.0,0.0,237.0,237.0,237.0,237.0,1,,Surface,1.0,,Image 1,,14.0,,,
P2,Intensity Max,234.0,234.0,234.0,0.0,234.0,234.0,234.0,234.0,1,,Surface,1.0,,Image 1,,15.0,,,
P2,Intensity Max,260.0,260.0,260.0,0.0,260.0,260.0,260.0,260.0,1,,Surface,1.0,,Image 1,,16.0,,,
P2,Intensity Max,289.0,289.0,289.0,0.0,289.0,289.0,289.0,289.0,1,,Surface,1.0,,Image 1,,17.0,,,
P2,Intensity Max,317.0,317.0,317.0,0.0,317.0,317.0,317.0,317.0,1,,Surface,1.0,,Image 1,,18.0,,,
P2,Intensity Max,276.0,276.0,276.0,0.0,276.0,276.0,276.0,276.0,1,,Surface,1.0,,Image 1,,19.0,,,
P2,Intensity Max,263.0,263.0,263.0,0.0,263.0,263.0,263.0,263.0,1,,Surface,1.0,,Image 1,,20.0,,,
P2,Intensity Max,334.0,334.0,334.0,0.0,334.0,334.0,334.0,334.0,1,,Surface,1.0,,Image 1,,21.0,,,
P2,Intensity Max,297.0,297.0,297.0,0.0,297.0,297.0,297.0,297.0,1,,Surface,1.0,,Image 1,,22.0,,,
P2,Intensity Max,284.0,284.0,284.0,0.0,284.0,284.0,284.0,284.0,1,,Surface,1.0,,Image 1,,23.0,,,
P2,Intensity Max,268.0,268.0,268.0,0.0,268.0,268.0,268.0,268.0,1,,Surface,1.0,,Image 1,,24.0,,,
P2,Intensity Max,238.0,238.0,238.0,0.0,238.0,238.0,238.0,238.0,1,,Surface,1.0,,Image 1,,25.0,,,
ABal,Intensity Max,279.0,279.0,279.0,0.0,279.0,279.0,279.0,279.0,1,,Surface,1.0,,Image 1,,21.0,,,
ABal,Intensity Max,319.0,319.0,319.0,0.0,319.0,319.0,319.0,638.0,2,,Surface,1.0,,Image 1,,22.0,,,
ABal,Intensity Max,321.0,321.0,321.0,0.0,321.0,321.0,321.0,642.0,2,,Surface,1.0,,Image 1,,23.0,,,
ABal,Intensity Max,359.0,359.0,359.0,0.0,359.0,359.0,359.0,359.0,1,,Surface,1.0,,Image 1,,24.0,,,
ABal,Intensity Max,437.0,437.0,437.0,0.0,437.0,437.0,437.0,437.0,1,,Surface,1.0,,Image 1,,25.0,,,
ABal,Intensity Max,914.0,914.0,914.0,0.0,914.0,914.0,914.0,914.0,1,,Surface,1.0,,Image 1,,26.0,,,
ABal,Intensity Max,1839.0,1839.0,1839.0,0.0,1839.0,1839.0,1839.0,1839.0,1,,Surface,1.0,,Image 1,,27.0,,,
ABal,Intensity Max,2325.0,2325.0,2325.0,0.0,2325.0,2325.0,2325.0,2325.0,1,,Surface,1.0,,Image 1,,28.0,,,
ABal,Intensity Max,1707.0,1707.0,1707.0,0.0,1707.0,1707.0,1707.0,1707.0,1,,Surface,1.0,,Image 1,,29.0,,,
ABal,Intensity Max,1847.0,1847.0,1847.0,0.0,1847.0,1847.0,1847.0,1847.0,1,,Surface,1.0,,Image 1,,30.0,,,
ABal,Intensity Max,836.0,836.0,836.0,0.0,836.0,836.0,836.0,836.0,1,,Surface,1.0,,Image 1,,31.0,,,
ABal,Intensity Max,337.0,337.0,337.0,0.0,337.0,337.0,337.0,337.0,1,,Surface,1.0,,Image 1,,32.0,,,
ABal,Intensity Max,272.0,272.0,272.0,0.0,272.0,272.0,272.0,272.0,1,,Surface,1.0,,Image 1,,33.0,,,
ABal,Intensity Max,304.0,304.0,304.0,0.0,304.0,304.0,304.0,304.0,1,,Surface,1.0,,Image 1,,34.0,,,
ABal,Intensity Max,232.0,232.0,232.0,0.0,232.0,232.0,232.0,232.0,1,,Surface,1.0,,Image 1,,35.0,,,
ABpl,Intensity Max,316.0,316.0,316.0,0.0,316.0,316.0,316.0,316.0,1,,Surface,1.0,,Image 1,,21.0,,,
ABpl,Intensity Max,359.0,359.0,359.0,0.0,359.0,359.0,359.0,718.0,2,,Surface,1.0,,Image 1,,22.0,,,
ABpl,Intensity Max,356.0,356.0,356.0,0.0,356.0,356.0,356.0,712.0,2,,Surface,1.0,,Image 1,,23.0,,,
ABpl,Intensity Max,1316.0,1316.0,1316.0,0.0,1316.0,1316.0,1316.0,2632.0,2,,Surface,1.0,,Image 1,,24.0,,,
ABpl,Intensity Max,1663.0,1663.0,1663.0,0.0,1663.0,1663.0,1663.0,3326.0,2,,Surface,1.0,,Image 1,,25.0,,,
ABpl,Intensity Max,4371.0,4371.0,4371.0,0.0,4371.0,4371.0,4371.0,8742.0,2,,Surface,1.0,,Image 1,,26.0,,,
ABpl,Intensity Max,2969.0,2969.0,2969.0,0.0,2969.0,2969.0,2969.0,5938.0,2,,Surface,1.0,,Image 1,,27.0,,,
ABpl,Intensity Max,3485.0,3485.0,3485.0,0.0,3485.0,3485.0,3485.0,6970.0,2,,Surface,1.0,,Image 1,,28.0,,,
ABpl,Intensity Max,3820.0,3820.0,3820.0,0.0,3820.0,3820.0,3820.0,7640.0,2,,Surface,1.0,,Image 1,,29.0,,,
ABpl,Intensity Max,2857.0,2857.0,2857.0,0.0,2857.0,2857.0,2857.0,5714.0,2,,Surface,1.0,,Image 1,,30.0,,,
ABpl,Intensity Max,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,2860.0,2,,Surface,1.0,,Image 1,,31.0,,,
ABpl,Intensity Max,540.0,540.0,540.0,0.0,540.0,540.0,540.0,1080.0,2,,Surface,1.0,,Image 1,,32.0,,,
ABpl,Intensity Max,311.0,326.0,318.5,7.5,318.5,314.754,322.254,637.0,2,,Surface,1.0,,Image 1,,33.0,,,
ABpl,Intensity Max,332.0,332.0,332.0,0.0,332.0,332.0,332.0,664.0,2,,Surface,1.0,,Image 1,,34.0,,,
ABpl,Intensity Max,300.0,300.0,300.0,0.0,300.0,300.0,300.0,600.0,2,,Surface,1.0,,Image 1,,35.0,,,
ABar,Intensity Max,219.0,219.0,219.0,0.0,219.0,219.0,219.0,219.0,1,,Surface,1.0,,Image 1,,22.0,,,
ABar,Intensity Max,214.0,214.0,214.0,0.0,214.0,214.0,214.0,214.0,1,,Surface,1.0,,Image 1,,23.0,,,
ABar,Intensity Max,215.0,215.0,215.0,0.0,215.0,215.0,215.0,215.0,1,,Surface,1.0,,Image 1,,24.0,,,
ABar,Intensity Max,305.0,305.0,305.0,0.0,305.0,305.0,305.0,305.0,1,,Surface,1.0,,Image 1,,25.0,,,
ABar,Intensity Max,495.0,495.0,495.0,0.0,495.0,495.0,495.0,495.0,1,,Surface,1.0,,Image 1,,26.0,,,
ABar,Intensity Max,562.0,562.0,562.0,0.0,562.0,562.0,562.0,562.0,1,,Surface,1.0,,Image 1,,27.0,,,
ABar,Intensity Max,522.0,522.0,522.0,0.0,522.0,522.0,522.0,522.0,1,,Surface,1.0,,Image 1,,28.0,,,
ABar,Intensity Max,377.0,377.0,377.0,0.0,377.0,377.0,377.0,377.0,1,,Surface,1.0,,Image 1,,29.0,,,
ABar,Intensity Max,251.0,251.0,251.0,0.0,251.0,251.0,251.0,251.0,1,,Surface,1.0,,Image 1,,30.0,,,
ABpr,Intensity Max,212.0,212.0,212.0,0.0,212.0,212.0,212.0,212.0,1,,Surface,1.0,,Image 1,,22.0,,,
ABpr,Intensity Max,198.0,198.0,198.0,0.0,198.0,198.0,198.0,198.0,1,,Surface,1.0,,Image 1,,23.0,,,
ABpr,Intensity Max,226.0,226.0,226.0,0.0,226.0,226.0,226.0,226.0,1,,Surface,1.0,,Image 1,,24.0,,,
ABpr,Intensity Max,169.0,169.0,169.0,0.0,169.0,169.0,169.0,169.0,1,,Surface,1.0,,Image 1,,25.0,,,
ABpr,Intensity Max,444.0,444.0,444.0,0.0,444.0,444.0,444.0,444.0,1,,Surface,1.0,,Image 1,,26.0,,,
ABpr,Intensity Max,336.0,336.0,336.0,0.0,336.0,336.0,336.0,336.0,1,,Surface,1.0,,Image 1,,27.0,,,
ABpr,Intensity Max,399.0,399.0,399.0,0.0,399.0,399.0,399.0,399.0,1,,Surface,1.0,,Image 1,,28.0,,,
ABpr,Intensity Max,491.0,491.0,491.0,0.0,491.0,491.0,491.0,491.0,1,,Surface,1.0,,Image 1,,29.0,,,
ABpr,Intensity Max,452.0,452.0,452.0,0.0,452.0,452.0,452.0,452.0,1,,Surface,1.0,,Image 1,,30.0,,,
ABpr,Intensity Max,284.0,284.0,284.0,0.0,284.0,284.0,284.0,284.0,1,,Surface,1.0,,Image 1,,31.0,,,
ABpr,Intensity Max,205.0,205.0,205.0,0.0,205.0,205.0,205.0,205.0,1,,Surface,1.0,,Image 1,,32.0,,,
ABpr,Intensity Max,202.0,202.0,202.0,0.0,202.0,202.0,202.0,202.0,1,,Surface,1.0,,Image 1,,33.0,,,
ABpr,Intensity Max,199.0,199.0,199.0,0.0,199.0,199.0,199.0,199.0,1,,Surface,1.0,,Image 1,,34.0,,,
ABpr,Intensity Max,186.0,186.0,186.0,0.0,186.0,186.0,186.0,186.0,1,,Surface,1.0,,Image 1,,35.0,,,
MS,Intensity Max,279.0,279.0,279.0,0.0,279.0,279.0,279.0,279.0,1,,Surface,1.0,,Image 1,,25.0,,,
MS,Intensity Max,317.0,317.0,317.0,0.0,317.0,317.0,317.0,317.0,1,,Surface,1.0,,Image 1,,26.0,,,
MS,Intensity Max,310.0,310.0,310.0,0.0,310.0,310.0,310.0,310.0,1,,Surface,1.0,,Image 1,,27.0,,,
MS,Intensity Max,479.0,479.0,479.0,0.0,479.0,479.0,479.0,479.0,1,,Surface,1.0,,Image 1,,28.0,,,
MS,Intensity Max,1110.0,1110.0,1110.0,0.0,1110.0,1110.0,1110.0,1110.0,1,,Surface,1.0,,Image 1,,29.0,,,
MS,Intensity Max,2027.0,2027.0,2027.0,0.0,2027.0,2027.0,2027.0,2027.0,1,,Surface,1.0,,Image 1,,30.0,,,
MS,Intensity Max,1935.0,1935.0,1935.0,0.0,1935.0,1935.0,1935.0,1935.0,1,,Surface,1.0,,Image 1,,31.0,,,
MS,Intensity Max,2169.0,2169.0,2169.0,0.0,2169.0,2169.0,2169.0,2169.0,1,,Surface,1.0,,Image 1,,32.0,,,
MS,Intensity Max,2414.0,2414.0,2414.0,0.0,2414.0,2414.0,2414.0,2414.0,1,,Surface,1.0,,Image 1,,33.0,,,
MS,Intensity Max,2465.0,2465.0,2465.0,0.0,2465.0,2465.0,2465.0,2465.0,1,,Surface,1.0,,Image 1,,34.0,,,
MS,Intensity Max,2253.0,2253.0,2253.0,0.0,2253.0,2253.0,2253.0,2253.0,1,,Surface,1.0,,Image 1,,35.0,,,
MS,Intensity Max,1763.0,1763.0,1763.0,0.0,1763.0,1763.0,1763.0,1763.0,1,,Surface,1.0,,Image 1,,36.0,,,
MS,Intensity Max,1519.0,1519.0,1519.0,0.0,1519.0,1519.0,1519.0,1519.0,1,,Surface,1.0,,Image 1,,37.0,,,
MS,Intensity Max,833.0,833.0,833.0,0.0,833.0,833.0,833.0,833.0,1,,Surface,1.0,,Image 1,,38.0,,,
MS,Intensity Max,352.0,352.0,352.0,0.0,352.0,352.0,352.0,352.0,1,,Surface,1.0,,Image 1,,39.0,,,
MS,Intensity Max,292.0,292.0,292.0,0.0,292.0,292.0,292.0,292.0,1,,Surface,1.0,,Image 1,,40.0,,,
MS,Intensity Max,277.0,277.0,277.0,0.0,277.0,277.0,277.0,277.0,1,,Surface,1.0,,Image 1,,41.0,,,
MS,Intensity Max,278.0,278.0,278.0,0.0,278.0,278.0,278.0,278.0,1,,Surface,1.0,,Image 1,,42.0,,,
E,Intensity Max,418.0,418.0,418.0,0.0,418.0,418.0,418.0,418.0,1,,Surface,1.0,,Image 1,,25.0,,,
E,Intensity Max,576.0,576.0,576.0,0.0,576.0,576.0,576.0,576.0,1,,Surface,1.0,,Image 1,,26.0,,,
E,Intensity Max,814.0,814.0,814.0,0.0,814.0,814.0,814.0,814.0,1,,Surface,1.0,,Image 1,,27.0,,,
E,Intensity Max,1923.0,1923.0,1923.0,0.0,1923.0,1923.0,1923.0,1923.0,1,,Surface,1.0,,Image 1,,28.0,,,
E,Intensity Max,1134.0,1134.0,1134.0,0.0,1134.0,1134.0,1134.0,1134.0,1,,Surface,1.0,,Image 1,,29.0,,,
E,Intensity Max,2676.0,2676.0,2676.0,0.0,2676.0,2676.0,2676.0,2676.0,1,,Surface,1.0,,Image 1,,30.0,,,
E,Intensity Max,4233.0,4233.0,4233.0,0.0,4233.0,4233.0,4233.0,4233.0,1,,Surface,1.0,,Image 1,,31.0,,,
E,Intensity Max,3045.0,3045.0,3045.0,0.0,3045.0,3045.0,3045.0,3045.0,1,,Surface,1.0,,Image 1,,32.0,,,
E,Intensity Max,2279.0,2279.0,2279.0,0.0,2279.0,2279.0,2279.0,2279.0,1,,Surface,1.0,,Image 1,,33.0,,,
E,Intensity Max,4840.0,4840.0,4840.0,0.0,4840.0,4840.0,4840.0,4840.0,1,,Surface,1.0,,Image 1,,34.0,,,
E,Intensity Max,3437.0,3437.0,3437.0,0.0,3437.0,3437.0,3437.0,3437.0,1,,Surface,1.0,,Image 1,,35.0,,,
E,Intensity Max,2222.0,2222.0,2222.0,0.0,2222.0,2222.0,2222.0,2222.0,1,,Surface,1.0,,Image 1,,36.0,,,
E,Intensity Max,3009.0,3009.0,3009.0,0.0,3009.0,3009.0,3009.0,3009.0,1,,Surface,1.0,,Image 1,,37.0,,,
E,Intensity Max,3824.0,3824.0,3824.0,0.0,3824.0,3824.0,3824.0,3824.0,1,,Surface,1.0,,Image 1,,38.0,,,
E,Intensity Max,1808.0,1808.0,1808.0,0.0,1808.0,1808.0,1808.0,1808.0,1,,Surface,1.0,,Image 1,,39.0,,,
E,Intensity Max,2494.0,2494.0,2494.0,0.0,2494.0,2494.0,2494.0,2494.0,1,,Surface,1.0,,Image 1,,40.0,,,
E,Intensity Max,1599.0,1599.0,1599.0,0.0,1599.0,1599.0,1599.0,1599.0,1,,Surface,1.0,,Image 1,,41.0,,,
E,Intensity Max,1204.0,1204.0,1204.0,0.0,1204.0,1204.0,1204.0,1204.0,1,,Surface,1.0,,Image 1,,42.0,,,
E,Intensity Max,411.0,411.0,411.0,0.0,411.0,411.0,411.0,411.0,1,,Surface,1.0,,Image 1,,43.0,,,
E,Intensity Max,287.0,287.0,287.0,0.0,287.0,287.0,287.0,287.0,1,,Surface,1.0,,Image 1,,44.0,,,
E,Intensity Max,294.0,294.0,294.0,0.0,294.0,294.0,294.0,294.0,1,,Surface,1.0,,Image 1,,45.0,,,
E,Intensity Max,279.0,279.0,279.0,0.0,279.0,279.0,279.0,279.0,1,,Surface,1.0,,Image 1,,46.0,,,
E,Intensity Max,299.0,299.0,299.0,0.0,299.0,299.0,299.0,299.0,1,,Surface,1.0,,Image 1,,47.0,,,
E,Intensity Max,251.0,251.0,251.0,0.0,251.0,251.0,251.0,251.0,1,,Surface,1.0,,Image 1,,48.0,,,
P3,Intensity Max,297.0,297.0,297.0,0.0,297.0,297.0,297.0,297.0,1,,Surface,1.0,,Image 1,,22.0,,,
P3,Intensity Max,284.0,284.0,284.0,0.0,284.0,284.0,284.0,284.0,1,,Surface,1.0,,Image 1,,23.0,,,
P3,Intensity Max,268.0,268.0,268.0,0.0,268.0,268.0,268.0,268.0,1,,Surface,1.0,,Image 1,,24.0,,,
P3,Intensity Max,238.0,238.0,238.0,0.0,238.0,238.0,238.0,238.0,1,,Surface,1.0,,Image 1,,25.0,,,
P3,Intensity Max,283.0,283.0,283.0,0.0,283.0,283.0,283.0,283.0,1,,Surface,1.0,,Image 1,,29.0,,,
P3,Intensity Max,358.0,358.0,358.0,0.0,358.0,358.0,358.0,358.0,1,,Surface,1.0,,Image 1,,30.0,,,
P3,Intensity Max,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,1,,Surface,1.0,,Image 1,,31.0,,,
P3,Intensity Max,335.0,335.0,335.0,0.0,335.0,335.0,335.0,335.0,1,,Surface,1.0,,Image 1,,32.0,,,
P3,Intensity Max,298.0,298.0,298.0,0.0,298.0,298.0,298.0,298.0,1,,Surface,1.0,,Image 1,,33.0,,,
P3,Intensity Max,286.0,286.0,286.0,0.0,286.0,286.0,286.0,286.0,1,,Surface,1.0,,Image 1,,34.0,,,
P3,Intensity Max,299.0,299.0,299.0,0.0,299.0,299.0,299.0,299.0,1,,Surface,1.0,,Image 1,,35.0,,,
P3,Intensity Max,255.0,255.0,255.0,0.0,255.0,255.0,255.0,255.0,1,,Surface,1.0,,Image 1,,36.0,,,
P3,Intensity Max,298.0,298.0,298.0,0.0,298.0,298.0,298.0,298.0,1,,Surface,1.0,,Image 1,,37.0,,,
P3,Intensity Max,263.0,263.0,263.0,0.0,263.0,263.0,263.0,263.0,1,,Surface,1.0,,Image 1,,38.0,,,
P3,Intensity Max,265.0,265.0,265.0,0.0,265.0,265.0,265.0,265.0,1,,Surface,1.0,,Image 1,,39.0,,,
P3,Intensity Max,278.0,278.0,278.0,0.0,278.0,278.0,278.0,278.0,1,,Surface,1.0,,Image 1,,40.0,,,
P3,Intensity Max,246.0,246.0,246.0,0.0,246.0,246.0,246.0,246.0,1,,Surface,1.0,,Image 1,,41.0,,,
P3,Intensity Max,242.0,242.0,242.0,0.0,242.0,242.0,242.0,242.0,1,,Surface,1.0,,Image 1,,42.0,,,
P3,Intensity Max,228.0,228.0,228.0,0.0,228.0,228.0,228.0,228.0,1,,Surface,1.0,,Image 1,,43.0,,,
P3,Intensity Max,234.0,234.0,234.0,0.0,234.0,234.0,234.0,234.0,1,,Surface,1.0,,Image 1,,44.0,,,
P3,Intensity Max,258.0,258.0,258.0,0.0,258.0,258.0,258.0,258.0,1,,Surface,1.0,,Image 1,,45.0,,,
P3,Intensity Max,259.0,259.0,259.0,0.0,259.0,259.0,259.0,259.0,1,,Surface,1.0,,Image 1,,46.0,,,
P3,Intensity Max,269.0,269.0,269.0,0.0,269.0,269.0,269.0,269.0,1,,Surface,1.0,,Image 1,,47.0,,,
P3,Intensity Max,256.0,256.0,256.0,0.0,256.0,256.0,256.0,256.0,1,,Surface,1.0,,Image 1,,48.0,,,
P3,Intensity Max,304.0,304.0,304.0,0.0,304.0,304.0,304.0,304.0,1,,Surface,1.0,,Image 1,,49.0,,,
P3,Intensity Max,270.0,270.0,270.0,0.0,270.0,270.0,270.0,270.0,1,,Surface,1.0,,Image 1,,50.0,,,
P3,Intensity Max,252.0,252.0,252.0,0.0,252.0,252.0,252.0,252.0,1,,Surface,1.0,,Image 1,,51.0,,,
P3,Intensity Max,292.0,292.0,292.0,0.0,292.0,292.0,292.0,292.0,1,,Surface,1.0,,Image 1,,52.0,,,
P3,Intensity Max,249.0,249.0,249.0,0.0,249.0,249.0,249.0,249.0,1,,Surface,1.0,,Image 1,,53.0,,,
P3,Intensity Max,258.0,258.0,258.0,0.0,258.0,258.0,258.0,258.0,1,,Surface,1.0,,Image 1,,54.0,,,
P3,Intensity Max,247.0,247.0,247.0,0.0,247.0,247.0,247.0,247.0,1,,Surface,1.0,,Image 1,,55.0,,,
P3,Intensity Max,220.0,220.0,220.0,0.0,220.0,220.0,220.0,220.0,1,,Surface,1.0,,Image 1,,56.0,,,
P3,Intensity Max,244.0,244.0,244.0,0.0,244.0,244.0,244.0,244.0,1,,Surface,1.0,,Image 1,,57.0,,,
P3,Intensity Max,216.0,216.0,216.0,0.0,216.0,216.0,216.0,216.0,1,,Surface,1.0,,Image 1,,58.0,,,
P3,Intensity Max,262.0,262.0,262.0,0.0,262.0,262.0,262.0,262.0,1,,Surface,1.0,,Image 1,,59.0,,,
P3,Intensity Max,211.0,211.0,211.0,0.0,211.0,211.0,211.0,211.0,1,,Surface,1.0,,Image 1,,60.0,,,
P3,Intensity Max,233.0,233.0,233.0,0.0,233.0,233.0,233.0,233.0,1,,Surface,1.0,,Image 1,,61.0,,,
P3,Intensity Max,226.0,226.0,226.0,0.0,226.0,226.0,226.0,226.0,1,,Surface,1.0,,Image 1,,62.0,,,
P3,Intensity Max,209.0,209.0,209.0,0.0,209.0,209.0,209.0,209.0,1,,Surface,1.0,,Image 1,,63.0,,,
P3,Intensity Max,223.0,223.0,223.0,0.0,223.0,223.0,223.0,223.0,1,,Surface,1.0,,Image 1,,64.0,,,
P3,Intensity Max,229.0,229.0,229.0,0.0,229.0,229.0,229.0,229.0,1,,Surface,1.0,,Image 1,,65.0,,,
P3,Intensity Max,226.0,226.0,226.0,0.0,226.0,226.0,226.0,226.0,1,,Surface,1.0,,Image 1,,66.0,,,
P3,Intensity Max,219.0,219.0,219.0,0.0,219.0,219.0,219.0,219.0,1,,Surface,1.0,,Image 1,,67.0,,,
P3,Intensity Max,222.0,222.0,222.0,0.0,222.0,222.0,222.0,222.0,1,,Surface,1.0,,Image 1,,68.0,,,
P3,Intensity Max,240.0,240.0,240.0,0.0,240.0,240.0,240.0,240.0,1,,Surface,1.0,,Image 1,,69.0,,,
P3,Intensity Max,232.0,232.0,232.0,0.0,232.0,232.0,232.0,232.0,1,,Surface,1.0,,Image 1,,70.0,,,
P3,Intensity Max,325.0,325.0,325.0,0.0,325.0,325.0,325.0,325.0,1,,Surface,1.0,,Image 1,,71.0,,,
P3,Intensity Max,270.0,270.0,270.0,0.0,270.0,270.0,270.0,270.0,1,,Surface,1.0,,Image 1,,72.0,,,
