nucleus,Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Surfaces,Time,Unnamed: 18,Unnamed: 17
C,Intensity Max,2316.0,2316.0,2316.0,0.0,2316.0,2316.0,2316.0,2316.0,1,,Surface,2.0,,,Image 1,,76.0,,
C,Intensity Max,2526.0,2526.0,2526.0,0.0,2526.0,2526.0,2526.0,2526.0,1,,Surface,2.0,,,Image 1,,77.0,,
C,Intensity Max,2012.0,2012.0,2012.0,0.0,2012.0,2012.0,2012.0,2012.0,1,,Surface,2.0,,,Image 1,,78.0,,
C,Intensity Max,1509.0,1509.0,1509.0,0.0,1509.0,1509.0,1509.0,1509.0,1,,Surface,2.0,,,Image 1,,79.0,,
C,Intensity Max,1684.0,1684.0,1684.0,0.0,1684.0,1684.0,1684.0,1684.0,1,,Surface,2.0,,,Image 1,,80.0,,
C,Intensity Max,1809.0,1809.0,1809.0,0.0,1809.0,1809.0,1809.0,1809.0,1,,Surface,2.0,,,Image 1,,81.0,,
C,Intensity Max,1566.0,1566.0,1566.0,0.0,1566.0,1566.0,1566.0,1566.0,1,,Surface,2.0,,,Image 1,,82.0,,
C,Intensity Max,976.0,976.0,976.0,0.0,976.0,976.0,976.0,976.0,1,,Surface,2.0,,,Image 1,,83.0,,
C,Intensity Max,814.0,814.0,814.0,0.0,814.0,814.0,814.0,814.0,1,,Surface,2.0,,,Image 1,,84.0,,
C,Intensity Max,563.0,563.0,563.0,0.0,563.0,563.0,563.0,563.0,1,,Surface,2.0,,,Image 1,,85.0,,
C,Intensity Max,444.0,444.0,444.0,0.0,444.0,444.0,444.0,444.0,1,,Surface,2.0,,,Image 1,,86.0,,
C,Intensity Max,276.0,276.0,276.0,0.0,276.0,276.0,276.0,276.0,1,,Surface,2.0,,,Image 1,,87.0,,
C,Intensity Max,385.0,385.0,385.0,0.0,385.0,385.0,385.0,385.0,1,,Surface,2.0,,,Image 1,,88.0,,
C,Intensity Max,287.0,287.0,287.0,0.0,287.0,287.0,287.0,287.0,1,,Surface,2.0,,,Image 1,,89.0,,
C,Intensity Max,281.0,281.0,281.0,0.0,281.0,281.0,281.0,281.0,1,,Surface,2.0,,,Image 1,,90.0,,
C,Intensity Max,359.0,359.0,359.0,0.0,359.0,359.0,359.0,359.0,1,,Surface,2.0,,,Image 1,,91.0,,
C,Intensity Max,396.0,396.0,396.0,0.0,396.0,396.0,396.0,396.0,1,,Surface,2.0,,,Image 1,,92.0,,
C,Intensity Max,287.0,287.0,287.0,0.0,287.0,287.0,287.0,287.0,1,,Surface,2.0,,,Image 1,,93.0,,
C,Intensity Max,301.0,301.0,301.0,0.0,301.0,301.0,301.0,301.0,1,,Surface,2.0,,,Image 1,,94.0,,
C,Intensity Max,443.0,443.0,443.0,0.0,443.0,443.0,443.0,443.0,1,,Surface,2.0,,,Image 1,,95.0,,
C,Intensity Max,325.0,325.0,325.0,0.0,325.0,325.0,325.0,325.0,1,,Surface,2.0,,,Image 1,,96.0,,
C,Intensity Max,305.0,305.0,305.0,0.0,305.0,305.0,305.0,305.0,1,,Surface,2.0,,,Image 1,,97.0,,
C,Intensity Max,358.0,358.0,358.0,0.0,358.0,358.0,358.0,358.0,1,,Surface,2.0,,,Image 1,,98.0,,
C,Intensity Max,269.0,269.0,269.0,0.0,269.0,269.0,269.0,269.0,1,,Surface,2.0,,,Image 1,,99.0,,
C,Intensity Max,300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,1,,Surface,2.0,,,Image 1,,100.0,,
C,Intensity Max,310.0,310.0,310.0,0.0,310.0,310.0,310.0,310.0,1,,Surface,2.0,,,Image 1,,101.0,,
C,Intensity Max,333.0,333.0,333.0,0.0,333.0,333.0,333.0,333.0,1,,Surface,2.0,,,Image 1,,102.0,,
C,Intensity Max,357.0,357.0,357.0,0.0,357.0,357.0,357.0,357.0,1,,Surface,2.0,,,Image 1,,103.0,,
C,Intensity Max,306.0,306.0,306.0,0.0,306.0,306.0,306.0,306.0,1,,Surface,2.0,,,Image 1,,104.0,,
C,Intensity Max,410.0,410.0,410.0,0.0,410.0,410.0,410.0,410.0,1,,Surface,2.0,,,Image 1,,105.0,,
C,Intensity Max,323.0,323.0,323.0,0.0,323.0,323.0,323.0,323.0,1,,Surface,2.0,,,Image 1,,106.0,,
C,Intensity Max,261.0,261.0,261.0,0.0,261.0,261.0,261.0,261.0,1,,Surface,2.0,,,Image 1,,107.0,,
C,Intensity Max,282.0,282.0,282.0,0.0,282.0,282.0,282.0,282.0,1,,Surface,2.0,,,Image 1,,108.0,,
C,Intensity Max,263.0,263.0,263.0,0.0,263.0,263.0,263.0,263.0,1,,Surface,2.0,,,Image 1,,109.0,,
C,Intensity Max,264.0,264.0,264.0,0.0,264.0,264.0,264.0,264.0,1,,Surface,2.0,,,Image 1,,110.0,,
C,Intensity Max,320.0,320.0,320.0,0.0,320.0,320.0,320.0,320.0,1,,Surface,2.0,,,Image 1,,111.0,,
C,Intensity Max,330.0,330.0,330.0,0.0,330.0,330.0,330.0,330.0,1,,Surface,2.0,,,Image 1,,112.0,,
C,Intensity Max,281.0,281.0,281.0,0.0,281.0,281.0,281.0,281.0,1,,Surface,2.0,,,Image 1,,113.0,,
C,Intensity Max,369.0,369.0,369.0,0.0,369.0,369.0,369.0,369.0,1,,Surface,2.0,,,Image 1,,114.0,,
C,Intensity Max,361.0,361.0,361.0,0.0,361.0,361.0,361.0,361.0,1,,Surface,2.0,,,Image 1,,115.0,,
C,Intensity Max,271.0,271.0,271.0,0.0,271.0,271.0,271.0,271.0,1,,Surface,2.0,,,Image 1,,116.0,,
C,Intensity Max,321.0,321.0,321.0,0.0,321.0,321.0,321.0,321.0,1,,Surface,2.0,,,Image 1,,117.0,,
C,Intensity Max,278.0,278.0,278.0,0.0,278.0,278.0,278.0,278.0,1,,Surface,2.0,,,Image 1,,118.0,,
C,Intensity Max,253.0,253.0,253.0,0.0,253.0,253.0,253.0,253.0,1,,Surface,2.0,,,Image 1,,119.0,,
C,Intensity Max,275.0,275.0,275.0,0.0,275.0,275.0,275.0,275.0,1,,Surface,2.0,,,Image 1,,120.0,,
C,Intensity Max,257.0,257.0,257.0,0.0,257.0,257.0,257.0,257.0,1,,Surface,2.0,,,Image 1,,121.0,,
C,Intensity Max,249.0,249.0,249.0,0.0,249.0,249.0,249.0,249.0,1,,Surface,2.0,,,Image 1,,122.0,,
C,Intensity Max,256.0,256.0,256.0,0.0,256.0,256.0,256.0,256.0,1,,Surface,2.0,,,Image 1,,123.0,,
C,Intensity Max,263.0,263.0,263.0,0.0,263.0,263.0,263.0,263.0,1,,Surface,2.0,,,Image 1,,124.0,,
C,Intensity Max,304.0,304.0,304.0,0.0,304.0,304.0,304.0,304.0,1,,Surface,2.0,,,Image 1,,125.0,,
C,Intensity Max,316.0,316.0,316.0,0.0,316.0,316.0,316.0,316.0,1,,Surface,2.0,,,Image 1,,126.0,,
C,Intensity Max,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,1,,Surface,2.0,,,Image 1,,127.0,,
C,Intensity Max,252.0,252.0,252.0,0.0,252.0,252.0,252.0,252.0,1,,Surface,2.0,,,Image 1,,128.0,,
C,Intensity Max,369.0,369.0,369.0,0.0,369.0,369.0,369.0,369.0,1,,Surface,2.0,,,Image 1,,129.0,,
C,Intensity Max,279.0,279.0,279.0,0.0,279.0,279.0,279.0,279.0,1,,Surface,2.0,,,Image 1,,130.0,,
C,Intensity Max,265.0,265.0,265.0,0.0,265.0,265.0,265.0,265.0,1,,Surface,2.0,,,Image 1,,131.0,,
C,Intensity Max,328.0,328.0,328.0,0.0,328.0,328.0,328.0,328.0,1,,Surface,2.0,,,Image 1,,132.0,,
C,Intensity Max,284.0,284.0,284.0,0.0,284.0,284.0,284.0,284.0,1,,Surface,2.0,,,Image 1,,133.0,,
C,Intensity Max,318.0,318.0,318.0,0.0,318.0,318.0,318.0,318.0,1,,Surface,2.0,,,Image 1,,134.0,,
C,Intensity Max,349.0,349.0,349.0,0.0,349.0,349.0,349.0,349.0,1,,Surface,2.0,,,Image 1,,135.0,,
C,Intensity Max,274.0,274.0,274.0,0.0,274.0,274.0,274.0,274.0,1,,Surface,2.0,,,Image 1,,136.0,,
C,Intensity Max,253.0,253.0,253.0,0.0,253.0,253.0,253.0,253.0,1,,Surface,2.0,,,Image 1,,137.0,,
C,Intensity Max,255.0,255.0,255.0,0.0,255.0,255.0,255.0,255.0,1,,Surface,2.0,,,Image 1,,138.0,,
C,Intensity Max,285.0,285.0,285.0,0.0,285.0,285.0,285.0,285.0,1,,Surface,2.0,,,Image 1,,139.0,,
C,Intensity Max,258.0,258.0,258.0,0.0,258.0,258.0,258.0,258.0,1,,Surface,2.0,,,Image 1,,140.0,,
C,Intensity Max,261.0,261.0,261.0,0.0,261.0,261.0,261.0,261.0,1,,Surface,2.0,,,Image 1,,141.0,,
C,Intensity Max,240.0,240.0,240.0,0.0,240.0,240.0,240.0,240.0,1,,Surface,2.0,,,Image 1,,142.0,,
C,Intensity Max,269.0,269.0,269.0,0.0,269.0,269.0,269.0,269.0,1,,Surface,2.0,,,Image 1,,143.0,,
C,Intensity Max,331.0,331.0,331.0,0.0,331.0,331.0,331.0,331.0,1,,Surface,2.0,,,Image 1,,144.0,,
C,Intensity Max,290.0,290.0,290.0,0.0,290.0,290.0,290.0,290.0,1,,Surface,2.0,,,Image 1,,145.0,,
C,Intensity Max,294.0,294.0,294.0,0.0,294.0,294.0,294.0,294.0,1,,Surface,2.0,,,Image 1,,146.0,,
C,Intensity Max,299.0,299.0,299.0,0.0,299.0,299.0,299.0,299.0,1,,Surface,2.0,,,Image 1,,148.0,,
C,Intensity Max,283.0,283.0,283.0,0.0,283.0,283.0,283.0,283.0,1,,Surface,2.0,,,Image 1,,149.0,,
C,Intensity Max,247.0,247.0,247.0,0.0,247.0,247.0,247.0,247.0,1,,Surface,2.0,,,Image 1,,150.0,,
C,Intensity Max,273.0,273.0,273.0,0.0,273.0,273.0,273.0,273.0,1,,Surface,2.0,,,Image 1,,151.0,,
C,Intensity Max,333.0,333.0,333.0,0.0,333.0,333.0,333.0,333.0,1,,Surface,2.0,,,Image 1,,152.0,,
C,Intensity Max,351.0,351.0,351.0,0.0,351.0,351.0,351.0,351.0,1,,Surface,2.0,,,Image 1,,153.0,,
C,Intensity Max,251.0,251.0,251.0,0.0,251.0,251.0,251.0,251.0,1,,Surface,2.0,,,Image 1,,155.0,,
C,Intensity Max,287.0,287.0,287.0,0.0,287.0,287.0,287.0,287.0,1,,Surface,2.0,,,Image 1,,156.0,,
C,Intensity Max,308.0,308.0,308.0,0.0,308.0,308.0,308.0,308.0,1,,Surface,2.0,,,Image 1,,157.0,,
C,Intensity Max,322.0,322.0,322.0,0.0,322.0,322.0,322.0,322.0,1,,Surface,2.0,,,Image 1,,158.0,,
C,Intensity Max,318.0,318.0,318.0,0.0,318.0,318.0,318.0,318.0,1,,Surface,2.0,,,Image 1,,159.0,,
C,Intensity Max,335.0,335.0,335.0,0.0,335.0,335.0,335.0,335.0,1,,Surface,2.0,,,Image 1,,160.0,,
C,Intensity Max,266.0,266.0,266.0,0.0,266.0,266.0,266.0,266.0,1,,Surface,2.0,,,Image 1,,161.0,,
C,Intensity Max,320.0,320.0,320.0,0.0,320.0,320.0,320.0,320.0,1,,Surface,2.0,,,Image 1,,162.0,,
C,Intensity Max,284.0,284.0,284.0,0.0,284.0,284.0,284.0,284.0,1,,Surface,2.0,,,Image 1,,163.0,,
C,Intensity Max,241.0,241.0,241.0,0.0,241.0,241.0,241.0,241.0,1,,Surface,2.0,,,Image 1,,164.0,,
C,Intensity Max,232.0,232.0,232.0,0.0,232.0,232.0,232.0,232.0,1,,Surface,2.0,,,Image 1,,165.0,,
C,Intensity Max,231.0,231.0,231.0,0.0,231.0,231.0,231.0,231.0,1,,Surface,2.0,,,Image 1,,167.0,,
C,Intensity Max,241.0,241.0,241.0,0.0,241.0,241.0,241.0,241.0,1,,Surface,2.0,,,Image 1,,168.0,,
C,Intensity Max,234.0,234.0,234.0,0.0,234.0,234.0,234.0,234.0,1,,Surface,2.0,,,Image 1,,169.0,,
C,Intensity Max,239.0,239.0,239.0,0.0,239.0,239.0,239.0,239.0,1,,Surface,2.0,,,Image 1,,170.0,,
C,Intensity Max,246.0,246.0,246.0,0.0,246.0,246.0,246.0,246.0,1,,Surface,2.0,,,Image 1,,171.0,,
C,Intensity Max,234.0,234.0,234.0,0.0,234.0,234.0,234.0,234.0,1,,Surface,2.0,,,Image 1,,172.0,,
C,Intensity Max,228.0,228.0,228.0,0.0,228.0,228.0,228.0,228.0,1,,Surface,2.0,,,Image 1,,173.0,,
