nucleus,Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,Unnamed: 17
EMS,Intensity Max,284,284,284,0,284,284,284,284,1,,Surface,1,,Image 1,,39,
EMS,Intensity Max,260,260,260,0,260,260,260,260,1,,Surface,1,,Image 1,,40,
EMS,Intensity Max,234,234,234,0,234,234,234,234,1,,Surface,1,,Image 1,,41,
,,,,,,,,,,,,,,,,,,
P2,Intensity Max,239,239,239,0,239,239,239,239,1,,Surface,1,,Image 1,,27,
P2,Intensity Max,277,277,277,0,277,277,277,277,1,,Surface,1,,Image 1,,28,
P2,Intensity Max,248,248,248,0,248,248,248,248,1,,Surface,1,,Image 1,,29,
P2,Intensity Max,254,254,254,0,254,254,254,254,1,,Surface,1,,Image 1,,30,
P2,Intensity Max,395,395,395,0,395,395,395,395,1,,Surface,1,,Image 1,,31,
P2,Intensity Max,857,857,857,0,857,857,857,857,1,,Surface,1,,Image 1,,32,
P2,Intensity Max,612,612,612,0,612,612,612,612,1,,Surface,1,,Image 1,,33,
P2,Intensity Max,699,699,699,0,699,699,699,699,1,,Surface,1,,Image 1,,34,
P2,Intensity Max,504,504,504,0,504,504,504,504,1,,Surface,1,,Image 1,,35,
P2,Intensity Max,661,661,661,0,661,661,661,661,1,,Surface,1,,Image 1,,36,
P2,Intensity Max,422,422,422,0,422,422,422,422,1,,Surface,1,,Image 1,,37,
P2,Intensity Max,262,262,262,0,262,262,262,262,1,,Surface,1,,Image 1,,38,
P2,Intensity Max,338,338,338,0,338,338,338,338,1,,Surface,1,,Image 1,,39,
P2,Intensity Max,268,268,268,0,268,268,268,268,1,,Surface,1,,Image 1,,40,
P2,Intensity Max,347,347,347,0,347,347,347,347,1,,Surface,1,,Image 1,,41,
P2,Intensity Max,269,269,269,0,269,269,269,269,1,,Surface,1,,Image 1,,42,
P2,Intensity Max,277,277,277,0,277,277,277,277,1,,Surface,1,,Image 1,,43,
P2,Intensity Max,339,339,339,0,339,339,339,339,1,,Surface,1,,Image 1,,44,
P2,Intensity Max,312,312,312,0,312,312,312,312,1,,Surface,1,,Image 1,,45,
P2,Intensity Max,262,262,262,0,262,262,262,262,1,,Surface,1,,Image 1,,46,
P2,Intensity Max,325,325,325,0,325,325,325,325,1,,Surface,1,,Image 1,,47,
P2,Intensity Max,239,239,239,0,239,239,239,239,1,,Surface,1,,Image 1,,48,
P2,Intensity Max,262,262,262,0,262,262,262,262,1,,Surface,1,,Image 1,,49,
,,,,,,,,,,,,,,,,,,
ABal,Intensity Max,276,276,276,0,276,276,276,276,1,,Surface,1,,Image 1,,40,
ABal,Intensity Max,652,652,652,0,652,652,652,652,1,,Surface,1,,Image 1,,41,
ABal,Intensity Max,515,515,515,0,515,515,515,515,1,,Surface,1,,Image 1,,42,
ABal,Intensity Max,325,325,325,0,325,325,325,325,1,,Surface,1,,Image 1,,43,
ABal,Intensity Max,304,304,304,0,304,304,304,304,1,,Surface,1,,Image 1,,44,
ABal,Intensity Max,340,340,340,0,340,340,340,340,1,,Surface,1,,Image 1,,45,
ABal,Intensity Max,578,578,578,0,578,578,578,578,1,,Surface,1,,Image 1,,46,
ABal,Intensity Max,627,627,627,0,627,627,627,627,1,,Surface,1,,Image 1,,47,
ABal,Intensity Max,1101,1101,1101,0,1101,1101,1101,1101,1,,Surface,1,,Image 1,,48,
ABal,Intensity Max,1229,1229,1229,0,1229,1229,1229,1229,1,,Surface,1,,Image 1,,49,
ABal,Intensity Max,1563,1563,1563,0,1563,1563,1563,1563,1,,Surface,1,,Image 1,,50,
ABal,Intensity Max,1851,1851,1851,0,1851,1851,1851,1851,1,,Surface,1,,Image 1,,51,
ABal,Intensity Max,1744,1744,1744,0,1744,1744,1744,1744,1,,Surface,1,,Image 1,,52,
ABal,Intensity Max,2006,2006,2006,0,2006,2006,2006,2006,1,,Surface,1,,Image 1,,53,
ABal,Intensity Max,1567,1567,1567,0,1567,1567,1567,1567,1,,Surface,1,,Image 1,,54,
ABal,Intensity Max,1756,1756,1756,0,1756,1756,1756,1756,1,,Surface,1,,Image 1,,55,
ABal,Intensity Max,1551,1551,1551,0,1551,1551,1551,1551,1,,Surface,1,,Image 1,,56,
ABal,Intensity Max,1069,1069,1069,0,1069,1069,1069,1069,1,,Surface,1,,Image 1,,57,
ABal,Intensity Max,1392,1392,1392,0,1392,1392,1392,1392,1,,Surface,1,,Image 1,,58,
ABal,Intensity Max,1315,1315,1315,0,1315,1315,1315,1315,1,,Surface,1,,Image 1,,59,
ABal,Intensity Max,1499,1499,1499,0,1499,1499,1499,1499,1,,Surface,1,,Image 1,,60,
ABal,Intensity Max,1209,1209,1209,0,1209,1209,1209,1209,1,,Surface,1,,Image 1,,61,
ABal,Intensity Max,1332,1332,1332,0,1332,1332,1332,1332,1,,Surface,1,,Image 1,,62,
ABal,Intensity Max,1255,1255,1255,0,1255,1255,1255,1255,1,,Surface,1,,Image 1,,63,
ABal,Intensity Max,842,842,842,0,842,842,842,842,1,,Surface,1,,Image 1,,64,
ABal,Intensity Max,792,792,792,0,792,792,792,792,1,,Surface,1,,Image 1,,65,
ABal,Intensity Max,672,672,672,0,672,672,672,672,1,,Surface,1,,Image 1,,66,
ABal,Intensity Max,738,738,738,0,738,738,738,738,1,,Surface,1,,Image 1,,67,
ABal,Intensity Max,484,484,484,0,484,484,484,484,1,,Surface,1,,Image 1,,68,
ABal,Intensity Max,511,511,511,0,511,511,511,511,1,,Surface,1,,Image 1,,69,
ABal,Intensity Max,318,318,318,0,318,318,318,318,1,,Surface,1,,Image 1,,70,
ABal,Intensity Max,275,275,275,0,275,275,275,275,1,,Surface,1,,Image 1,,71,
ABal,Intensity Max,274,274,274,0,274,274,274,274,1,,Surface,1,,Image 1,,72,
ABal,Intensity Max,239,239,239,0,239,239,239,239,1,,Surface,1,,Image 1,,73,
ABal,Intensity Max,222,222,222,0,222,222,222,222,1,,Surface,1,,Image 1,,74,
ABal,Intensity Max,251,251,251,0,251,251,251,251,1,,Surface,1,,Image 1,,75,
ABal,Intensity Max,243,243,243,0,243,243,243,243,1,,Surface,1,,Image 1,,76,
ABal,Intensity Max,292,292,292,0,292,292,292,292,1,,Surface,1,,Image 1,,77,
ABal,Intensity Max,230,230,230,0,230,230,230,230,1,,Surface,1,,Image 1,,78,
ABal,Intensity Max,240,240,240,0,240,240,240,240,1,,Surface,1,,Image 1,,79,
ABal,Intensity Max,219,219,219,0,219,219,219,219,1,,Surface,1,,Image 1,,80,
ABal,Intensity Max,237,237,237,0,237,237,237,237,1,,Surface,1,,Image 1,,81,
ABal,Intensity Max,253,253,253,0,253,253,253,253,1,,Surface,1,,Image 1,,82,
ABal,Intensity Max,226,226,226,0,226,226,226,226,1,,Surface,1,,Image 1,,83,
ABal,Intensity Max,210,210,210,0,210,210,210,210,1,,Surface,1,,Image 1,,84,
ABal,Intensity Max,240,240,240,0,240,240,240,240,1,,Surface,1,,Image 1,,85,
ABal,Intensity Max,269,269,269,0,269,269,269,269,1,,Surface,1,,Image 1,,86,
ABal,Intensity Max,263,263,263,0,263,263,263,263,1,,Surface,1,,Image 1,,87,
ABal,Intensity Max,229,229,229,0,229,229,229,229,1,,Surface,1,,Image 1,,88,
ABal,Intensity Max,222,222,222,0,222,222,222,222,1,,Surface,1,,Image 1,,89,
ABal,Intensity Max,230,230,230,0,230,230,230,230,1,,Surface,1,,Image 1,,90,
ABal,Intensity Max,246,246,246,0,246,246,246,246,1,,Surface,1,,Image 1,,91,
ABal,Intensity Max,247,247,247,0,247,247,247,247,1,,Surface,1,,Image 1,,92,
ABal,Intensity Max,242,242,242,0,242,242,242,242,1,,Surface,1,,Image 1,,93,
ABal,Intensity Max,241,241,241,0,241,241,241,241,1,,Surface,1,,Image 1,,94,
ABal,Intensity Max,198,198,198,0,198,198,198,198,1,,Surface,1,,Image 1,,95,
,,,,,,,,,,,,,,,,,,
ABpl,Intensity Max,243,243,243,0,243,243,243,243,1,,Surface,1,,Image 1,,40,
ABpl,Intensity Max,561,561,561,0,561,561,561,561,1,,Surface,1,,Image 1,,41,
ABpl,Intensity Max,606,606,606,0,606,606,606,606,1,,Surface,1,,Image 1,,42,
ABpl,Intensity Max,713,713,713,0,713,713,713,713,1,,Surface,1,,Image 1,,43,
ABpl,Intensity Max,781,781,781,0,781,781,781,781,1,,Surface,1,,Image 1,,44,
ABpl,Intensity Max,530,530,530,0,530,530,530,530,1,,Surface,1,,Image 1,,45,
ABpl,Intensity Max,922,922,922,0,922,922,922,922,1,,Surface,1,,Image 1,,46,
ABpl,Intensity Max,2434,2434,2434,0,2434,2434,2434,2434,1,,Surface,1,,Image 1,,47,
ABpl,Intensity Max,4928,4928,4928,0,4928,4928,4928,4928,1,,Surface,1,,Image 1,,48,
ABpl,Intensity Max,2629,2629,2629,0,2629,2629,2629,2629,1,,Surface,1,,Image 1,,49,
ABpl,Intensity Max,4012,4012,4012,0,4012,4012,4012,4012,1,,Surface,1,,Image 1,,50,
ABpl,Intensity Max,3524,3524,3524,0,3524,3524,3524,3524,1,,Surface,1,,Image 1,,51,
ABpl,Intensity Max,4232,4232,4232,0,4232,4232,4232,4232,1,,Surface,1,,Image 1,,52,
ABpl,Intensity Max,4758,4758,4758,0,4758,4758,4758,4758,1,,Surface,1,,Image 1,,53,
ABpl,Intensity Max,4610,4610,4610,0,4610,4610,4610,4610,1,,Surface,1,,Image 1,,54,
ABpl,Intensity Max,4730,4730,4730,0,4730,4730,4730,4730,1,,Surface,1,,Image 1,,55,
ABpl,Intensity Max,3205,3205,3205,0,3205,3205,3205,3205,1,,Surface,1,,Image 1,,56,
ABpl,Intensity Max,3553,3553,3553,0,3553,3553,3553,3553,1,,Surface,1,,Image 1,,57,
ABpl,Intensity Max,3939,3939,3939,0,3939,3939,3939,3939,1,,Surface,1,,Image 1,,58,
ABpl,Intensity Max,3250,3250,3250,0,3250,3250,3250,3250,1,,Surface,1,,Image 1,,59,
ABpl,Intensity Max,3410,3410,3410,0,3410,3410,3410,3410,1,,Surface,1,,Image 1,,60,
ABpl,Intensity Max,3244,3244,3244,0,3244,3244,3244,3244,1,,Surface,1,,Image 1,,61,
ABpl,Intensity Max,2953,2953,2953,0,2953,2953,2953,2953,1,,Surface,1,,Image 1,,62,
ABpl,Intensity Max,3697,3697,3697,0,3697,3697,3697,3697,1,,Surface,1,,Image 1,,63,
ABpl,Intensity Max,2907,2907,2907,0,2907,2907,2907,2907,1,,Surface,1,,Image 1,,64,
ABpl,Intensity Max,3347,3347,3347,0,3347,3347,3347,3347,1,,Surface,1,,Image 1,,65,
ABpl,Intensity Max,2056,2056,2056,0,2056,2056,2056,2056,1,,Surface,1,,Image 1,,66,
ABpl,Intensity Max,2295,2295,2295,0,2295,2295,2295,2295,1,,Surface,1,,Image 1,,67,
ABpl,Intensity Max,2288,2288,2288,0,2288,2288,2288,2288,1,,Surface,1,,Image 1,,68,
ABpl,Intensity Max,1911,1911,1911,0,1911,1911,1911,1911,1,,Surface,1,,Image 1,,69,
ABpl,Intensity Max,1649,1649,1649,0,1649,1649,1649,1649,1,,Surface,1,,Image 1,,70,
ABpl,Intensity Max,2045,2045,2045,0,2045,2045,2045,2045,1,,Surface,1,,Image 1,,71,
ABpl,Intensity Max,1477,1477,1477,0,1477,1477,1477,1477,1,,Surface,1,,Image 1,,72,
ABpl,Intensity Max,796,796,796,0,796,796,796,796,1,,Surface,1,,Image 1,,73,
ABpl,Intensity Max,750,750,750,0,750,750,750,750,1,,Surface,1,,Image 1,,74,
ABpl,Intensity Max,494,494,494,0,494,494,494,494,1,,Surface,1,,Image 1,,75,
ABpl,Intensity Max,445,445,445,0,445,445,445,445,1,,Surface,1,,Image 1,,76,
ABpl,Intensity Max,383,383,383,0,383,383,383,383,1,,Surface,1,,Image 1,,77,
ABpl,Intensity Max,386,386,386,0,386,386,386,386,1,,Surface,1,,Image 1,,78,
ABpl,Intensity Max,260,260,260,0,260,260,260,260,1,,Surface,1,,Image 1,,79,
ABpl,Intensity Max,311,311,311,0,311,311,311,311,1,,Surface,1,,Image 1,,80,
ABpl,Intensity Max,268,268,268,0,268,268,268,268,1,,Surface,1,,Image 1,,81,
ABpl,Intensity Max,289,289,289,0,289,289,289,289,1,,Surface,1,,Image 1,,82,
ABpl,Intensity Max,286,286,286,0,286,286,286,286,1,,Surface,1,,Image 1,,83,
ABpl,Intensity Max,277,277,277,0,277,277,277,277,1,,Surface,1,,Image 1,,84,
ABpl,Intensity Max,269,269,269,0,269,269,269,269,1,,Surface,1,,Image 1,,85,
ABpl,Intensity Max,315,315,315,0,315,315,315,315,1,,Surface,1,,Image 1,,86,
ABpl,Intensity Max,271,271,271,0,271,271,271,271,1,,Surface,1,,Image 1,,87,
ABpl,Intensity Max,255,255,255,0,255,255,255,255,1,,Surface,1,,Image 1,,88,
ABpl,Intensity Max,284,284,284,0,284,284,284,284,1,,Surface,1,,Image 1,,89,
ABpl,Intensity Max,273,273,273,0,273,273,273,273,1,,Surface,1,,Image 1,,90,
ABpl,Intensity Max,287,287,287,0,287,287,287,287,1,,Surface,1,,Image 1,,91,
ABpl,Intensity Max,285,285,285,0,285,285,285,285,1,,Surface,1,,Image 1,,92,
ABpl,Intensity Max,264,264,264,0,264,264,264,264,1,,Surface,1,,Image 1,,93,
ABpl,Intensity Max,264,264,264,0,264,264,264,264,1,,Surface,1,,Image 1,,94,
ABpl,Intensity Max,274,274,274,0,274,274,274,274,1,,Surface,1,,Image 1,,95,
ABpl,Intensity Max,253,253,253,0,253,253,253,253,1,,Surface,1,,Image 1,,96,
ABpl,Intensity Max,284,284,284,0,284,284,284,284,1,,Surface,1,,Image 1,,97,
ABpl,Intensity Max,313,313,313,0,313,313,313,313,1,,Surface,1,,Image 1,,98,
ABpl,Intensity Max,247,247,247,0,247,247,247,247,1,,Surface,1,,Image 1,,99,
ABpl,Intensity Max,273,273,273,0,273,273,273,273,1,,Surface,1,,Image 1,,100,
ABpl,Intensity Max,253,253,253,0,253,253,253,253,1,,Surface,1,,Image 1,,101,
ABpl,Intensity Max,310,310,310,0,310,310,310,310,1,,Surface,1,,Image 1,,102,
ABpl,Intensity Max,266,266,266,0,266,266,266,266,1,,Surface,1,,Image 1,,103,
ABpl,Intensity Max,268,268,268,0,268,268,268,268,1,,Surface,1,,Image 1,,104,
ABpl,Intensity Max,236,236,236,0,236,236,236,236,1,,Surface,1,,Image 1,,105,
ABpl,Intensity Max,219,219,219,0,219,219,219,219,1,,Surface,1,,Image 1,,106,
ABpl,Intensity Max,192,192,192,0,192,192,192,192,1,,Surface,1,,Image 1,,107,
ABpl,Intensity Max,164,164,164,0,164,164,164,164,1,,Surface,1,,Image 1,,108,
ABpl,Intensity Max,173,173,173,0,173,173,173,173,1,,Surface,1,,Image 1,,109,
ABpl,Intensity Max,158,158,158,0,158,158,158,158,1,,Surface,1,,Image 1,,110,
ABpl,Intensity Max,193,193,193,0,193,193,193,193,1,,Surface,1,,Image 1,,111,
ABpl,Intensity Max,171,171,171,0,171,171,171,171,1,,Surface,1,,Image 1,,112,
ABpl,Intensity Max,160,160,160,0,160,160,160,160,1,,Surface,1,,Image 1,,113,
ABpl,Intensity Max,178,178,178,0,178,178,178,178,1,,Surface,1,,Image 1,,114,
ABpl,Intensity Max,175,175,175,0,175,175,175,175,1,,Surface,1,,Image 1,,115,
ABpl,Intensity Max,169,169,169,0,169,169,169,169,1,,Surface,1,,Image 1,,116,
ABpl,Intensity Max,164,164,164,0,164,164,164,164,1,,Surface,1,,Image 1,,117,
ABpl,Intensity Max,163,163,163,0,163,163,163,163,1,,Surface,1,,Image 1,,118,
ABpl,Intensity Max,162,162,162,0,162,162,162,162,1,,Surface,1,,Image 1,,119,
ABpl,Intensity Max,167,167,167,0,167,167,167,167,1,,Surface,1,,Image 1,,120,
ABpl,Intensity Max,164,164,164,0,164,164,164,164,1,,Surface,1,,Image 1,,121,
ABpl,Intensity Max,181,181,181,0,181,181,181,181,1,,Surface,1,,Image 1,,122,
ABpl,Intensity Max,178,178,178,0,178,178,178,178,1,,Surface,1,,Image 1,,123,
ABpl,Intensity Max,175,175,175,0,175,175,175,175,1,,Surface,1,,Image 1,,124,
ABpl,Intensity Max,170,170,170,0,170,170,170,170,1,,Surface,1,,Image 1,,125,
ABpl,Intensity Max,154,154,154,0,154,154,154,154,1,,Surface,1,,Image 1,,126,
ABpl,Intensity Max,164,164,164,0,164,164,164,164,1,,Surface,1,,Image 1,,127,
ABpl,Intensity Max,173,173,173,0,173,173,173,173,1,,Surface,1,,Image 1,,128,
ABpl,Intensity Max,177,177,177,0,177,177,177,177,1,,Surface,1,,Image 1,,129,
ABpl,Intensity Max,171,171,171,0,171,171,171,171,1,,Surface,1,,Image 1,,130,
ABpl,Intensity Max,173,173,173,0,173,173,173,173,1,,Surface,1,,Image 1,,131,
ABpl,Intensity Max,163,163,163,0,163,163,163,163,1,,Surface,1,,Image 1,,132,
ABpl,Intensity Max,171,171,171,0,171,171,171,171,1,,Surface,1,,Image 1,,133,
ABpl,Intensity Max,171,171,171,0,171,171,171,171,1,,Surface,1,,Image 1,,134,
ABpl,Intensity Max,162,162,162,0,162,162,162,162,1,,Surface,1,,Image 1,,135,
ABpl,Intensity Max,160,160,160,0,160,160,160,160,1,,Surface,1,,Image 1,,136,
ABpl,Intensity Max,167,167,167,0,167,167,167,167,1,,Surface,1,,Image 1,,137,
ABpl,Intensity Max,161,161,161,0,161,161,161,161,1,,Surface,1,,Image 1,,138,
ABpl,Intensity Max,170,170,170,0,170,170,170,170,1,,Surface,1,,Image 1,,139,
ABpl,Intensity Max,170,170,170,0,170,170,170,170,1,,Surface,1,,Image 1,,140,
ABpl,Intensity Max,172,172,172,0,172,172,172,172,1,,Surface,1,,Image 1,,141,
ABpl,Intensity Max,175,175,175,0,175,175,175,175,1,,Surface,1,,Image 1,,142,
ABpl,Intensity Max,180,180,180,0,180,180,180,180,1,,Surface,1,,Image 1,,143,
ABpl,Intensity Max,181,181,181,0,181,181,181,181,1,,Surface,1,,Image 1,,144,
ABpl,Intensity Max,163,163,163,0,163,163,163,163,1,,Surface,1,,Image 1,,145,
ABpl,Intensity Max,174,174,174,0,174,174,174,174,1,,Surface,1,,Image 1,,146,
ABpl,Intensity Max,168,168,168,0,168,168,168,168,1,,Surface,1,,Image 1,,147,
ABpl,Intensity Max,162,162,162,0,162,162,162,162,1,,Surface,1,,Image 1,,148,
ABpl,Intensity Max,164,164,164,0,164,164,164,164,1,,Surface,1,,Image 1,,149,
ABpl,Intensity Max,160,160,160,0,160,160,160,160,1,,Surface,1,,Image 1,,150,
,,,,,,,,,,,,,,,,,,
ABar,Intensity Max,234,234,234,0,234,234,234,234,1,,Surface,1,,Image 1,,41,
ABar,Intensity Max,194,194,194,0,194,194,194,194,1,,Surface,1,,Image 1,,42,
ABar,Intensity Max,220,220,220,0,220,220,220,220,1,,Surface,1,,Image 1,,43,
ABar,Intensity Max,201,201,201,0,201,201,201,201,1,,Surface,1,,Image 1,,44,
ABar,Intensity Max,245,245,245,0,245,245,245,245,1,,Surface,1,,Image 1,,45,
ABar,Intensity Max,332,332,332,0,332,332,332,332,1,,Surface,1,,Image 1,,46,
ABar,Intensity Max,838,838,838,0,838,838,838,838,1,,Surface,1,,Image 1,,47,
ABar,Intensity Max,1220,1220,1220,0,1220,1220,1220,1220,1,,Surface,1,,Image 1,,48,
ABar,Intensity Max,1442,1442,1442,0,1442,1442,1442,1442,1,,Surface,1,,Image 1,,49,
ABar,Intensity Max,1470,1470,1470,0,1470,1470,1470,1470,1,,Surface,1,,Image 1,,50,
ABar,Intensity Max,1562,1562,1562,0,1562,1562,1562,1562,1,,Surface,1,,Image 1,,51,
ABar,Intensity Max,1619,1619,1619,0,1619,1619,1619,1619,1,,Surface,1,,Image 1,,52,
ABar,Intensity Max,1565,1565,1565,0,1565,1565,1565,1565,1,,Surface,1,,Image 1,,53,
ABar,Intensity Max,2503,2503,2503,0,2503,2503,2503,2503,1,,Surface,1,,Image 1,,54,
ABar,Intensity Max,2327,2327,2327,0,2327,2327,2327,2327,1,,Surface,1,,Image 1,,55,
ABar,Intensity Max,2312,2312,2312,0,2312,2312,2312,2312,1,,Surface,1,,Image 1,,56,
ABar,Intensity Max,2011,2011,2011,0,2011,2011,2011,2011,1,,Surface,1,,Image 1,,57,
ABar,Intensity Max,2695,2695,2695,0,2695,2695,2695,2695,1,,Surface,1,,Image 1,,58,
ABar,Intensity Max,2329,2329,2329,0,2329,2329,2329,2329,1,,Surface,1,,Image 1,,59,
ABar,Intensity Max,2827,2827,2827,0,2827,2827,2827,2827,1,,Surface,1,,Image 1,,60,
ABar,Intensity Max,2461,2461,2461,0,2461,2461,2461,2461,1,,Surface,1,,Image 1,,61,
ABar,Intensity Max,2467,2467,2467,0,2467,2467,2467,2467,1,,Surface,1,,Image 1,,62,
ABar,Intensity Max,2611,2611,2611,0,2611,2611,2611,2611,1,,Surface,1,,Image 1,,63,
ABar,Intensity Max,2116,2116,2116,0,2116,2116,2116,2116,1,,Surface,1,,Image 1,,64,
ABar,Intensity Max,2451,2451,2451,0,2451,2451,2451,2451,1,,Surface,1,,Image 1,,65,
ABar,Intensity Max,1387,1387,1387,0,1387,1387,1387,1387,1,,Surface,1,,Image 1,,66,
ABar,Intensity Max,2222,2222,2222,0,2222,2222,2222,2222,1,,Surface,1,,Image 1,,67,
ABar,Intensity Max,862,862,862,0,862,862,862,862,1,,Surface,1,,Image 1,,68,
ABar,Intensity Max,1204,1204,1204,0,1204,1204,1204,1204,1,,Surface,1,,Image 1,,69,
ABar,Intensity Max,1156,1156,1156,0,1156,1156,1156,1156,1,,Surface,1,,Image 1,,70,
ABar,Intensity Max,651,651,651,0,651,651,651,651,1,,Surface,1,,Image 1,,71,
