nucleus,Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Surfaces,Time,Unnamed: 18,Unnamed: 17
MS,Intensity Max,195.0,195.0,195.0,0.0,195.0,195.0,195.0,195.0,1,,Surface,1.0,,,Image 1,,99.0,,
E,Intensity Max,227.0,227.0,227.0,0.0,227.0,227.0,227.0,227.0,1,,Surface,1.0,,,Image 1,,41.0,,
E,Intensity Max,246.0,357.0,301.5,55.5,301.5,273.781,329.281,603.0,2,,Surface,1.0,,,Image 1,,42.0,,
E,Intensity Max,598.0,598.0,598.0,0.0,598.0,598.0,598.0,1196.0,2,,Surface,1.0,,,Image 1,,43.0,,
E,Intensity Max,410.0,1259.0,834.5,424.5,834.5,622.5,1047.0,1669.0,2,,Surface,1.0,,,Image 1,,44.0,,
E,Intensity Max,781.0,781.0,781.0,0.0,781.0,781.0,781.0,1562.0,2,,Surface,1.0,,,Image 1,,45.0,,
E,Intensity Max,1013.0,1013.0,1013.0,0.0,1013.0,1013.0,1013.0,2026.0,2,,Surface,1.0,,,Image 1,,46.0,,
E,Intensity Max,877.0,877.0,877.0,0.0,877.0,877.0,877.0,1754.0,2,,Surface,1.0,,,Image 1,,47.0,,
E,Intensity Max,1405.0,1405.0,1405.0,0.0,1405.0,1405.0,1405.0,2810.0,2,,Surface,1.0,,,Image 1,,48.0,,
E,Intensity Max,1337.0,1337.0,1337.0,0.0,1337.0,1337.0,1337.0,2674.0,2,,Surface,1.0,,,Image 1,,49.0,,
E,Intensity Max,2016.0,2016.0,2016.0,0.0,2016.0,2016.0,2016.0,4032.0,2,,Surface,1.0,,,Image 1,,50.0,,
E,Intensity Max,2089.0,2089.0,2089.0,0.0,2089.0,2089.0,2089.0,4178.0,2,,Surface,1.0,,,Image 1,,51.0,,
E,Intensity Max,1262.0,1262.0,1262.0,0.0,1262.0,1262.0,1262.0,2524.0,2,,Surface,1.0,,,Image 1,,52.0,,
E,Intensity Max,2392.0,2392.0,2392.0,0.0,2392.0,2392.0,2392.0,2392.0,1,,Surface,1.0,,,Image 1,,53.0,,
E,Intensity Max,2222.0,2222.0,2222.0,0.0,2222.0,2222.0,2222.0,2222.0,1,,Surface,1.0,,,Image 1,,54.0,,
E,Intensity Max,2057.0,2057.0,2057.0,0.0,2057.0,2057.0,2057.0,4114.0,2,,Surface,1.0,,,Image 1,,55.0,,
E,Intensity Max,1870.0,1870.0,1870.0,0.0,1870.0,1870.0,1870.0,3740.0,2,,Surface,1.0,,,Image 1,,56.0,,
E,Intensity Max,1996.0,1996.0,1996.0,0.0,1996.0,1996.0,1996.0,3992.0,2,,Surface,1.0,,,Image 1,,57.0,,
E,Intensity Max,1861.0,1861.0,1861.0,0.0,1861.0,1861.0,1861.0,3722.0,2,,Surface,1.0,,,Image 1,,58.0,,
E,Intensity Max,1675.0,1675.0,1675.0,0.0,1675.0,1675.0,1675.0,3350.0,2,,Surface,1.0,,,Image 1,,59.0,,
E,Intensity Max,1832.0,1832.0,1832.0,0.0,1832.0,1832.0,1832.0,3664.0,2,,Surface,1.0,,,Image 1,,60.0,,
E,Intensity Max,1885.0,1885.0,1885.0,0.0,1885.0,1885.0,1885.0,3770.0,2,,Surface,1.0,,,Image 1,,61.0,,
E,Intensity Max,1439.0,1439.0,1439.0,0.0,1439.0,1439.0,1439.0,1439.0,1,,Surface,1.0,,,Image 1,,62.0,,
E,Intensity Max,1725.0,1725.0,1725.0,0.0,1725.0,1725.0,1725.0,1725.0,1,,Surface,1.0,,,Image 1,,63.0,,
E,Intensity Max,1339.0,1919.0,1629.0,290.0,1629.0,1484.25,1774.25,3258.0,2,,Surface,1.0,,,Image 1,,64.0,,
E,Intensity Max,2145.0,2145.0,2145.0,0.0,2145.0,2145.0,2145.0,2145.0,1,,Surface,1.0,,,Image 1,,65.0,,
E,Intensity Max,1568.0,1568.0,1568.0,0.0,1568.0,1568.0,1568.0,1568.0,1,,Surface,1.0,,,Image 1,,66.0,,
E,Intensity Max,1713.0,2203.0,1958.0,245.0,1958.0,1835.625,2080.625,3916.0,2,,Surface,1.0,,,Image 1,,67.0,,
E,Intensity Max,1754.0,1754.0,1754.0,0.0,1754.0,1754.0,1754.0,1754.0,1,,Surface,1.0,,,Image 1,,68.0,,
E,Intensity Max,1550.0,1550.0,1550.0,0.0,1550.0,1550.0,1550.0,1550.0,1,,Surface,1.0,,,Image 1,,69.0,,
E,Intensity Max,1556.0,1556.0,1556.0,0.0,1556.0,1556.0,1556.0,1556.0,1,,Surface,1.0,,,Image 1,,70.0,,
E,Intensity Max,1623.0,1623.0,1623.0,0.0,1623.0,1623.0,1623.0,1623.0,1,,Surface,1.0,,,Image 1,,71.0,,
E,Intensity Max,1643.0,1643.0,1643.0,0.0,1643.0,1643.0,1643.0,1643.0,1,,Surface,1.0,,,Image 1,,72.0,,
E,Intensity Max,1564.0,1564.0,1564.0,0.0,1564.0,1564.0,1564.0,1564.0,1,,Surface,1.0,,,Image 1,,73.0,,
E,Intensity Max,1376.0,1376.0,1376.0,0.0,1376.0,1376.0,1376.0,1376.0,1,,Surface,1.0,,,Image 1,,74.0,,
E,Intensity Max,1428.0,1428.0,1428.0,0.0,1428.0,1428.0,1428.0,1428.0,1,,Surface,1.0,,,Image 1,,75.0,,
E,Intensity Max,1449.0,1449.0,1449.0,0.0,1449.0,1449.0,1449.0,1449.0,1,,Surface,1.0,,,Image 1,,76.0,,
E,Intensity Max,1199.0,1199.0,1199.0,0.0,1199.0,1199.0,1199.0,1199.0,1,,Surface,1.0,,,Image 1,,77.0,,
E,Intensity Max,1245.0,1245.0,1245.0,0.0,1245.0,1245.0,1245.0,1245.0,1,,Surface,1.0,,,Image 1,,78.0,,
E,Intensity Max,1098.0,1098.0,1098.0,0.0,1098.0,1098.0,1098.0,1098.0,1,,Surface,1.0,,,Image 1,,79.0,,
E,Intensity Max,882.0,882.0,882.0,0.0,882.0,882.0,882.0,882.0,1,,Surface,1.0,,,Image 1,,80.0,,
E,Intensity Max,1164.0,1164.0,1164.0,0.0,1164.0,1164.0,1164.0,1164.0,1,,Surface,1.0,,,Image 1,,81.0,,
E,Intensity Max,785.0,785.0,785.0,0.0,785.0,785.0,785.0,785.0,1,,Surface,1.0,,,Image 1,,82.0,,
E,Intensity Max,999.0,999.0,999.0,0.0,999.0,999.0,999.0,999.0,1,,Surface,1.0,,,Image 1,,83.0,,
E,Intensity Max,917.0,917.0,917.0,0.0,917.0,917.0,917.0,917.0,1,,Surface,1.0,,,Image 1,,84.0,,
E,Intensity Max,763.0,763.0,763.0,0.0,763.0,763.0,763.0,763.0,1,,Surface,1.0,,,Image 1,,85.0,,
E,Intensity Max,639.0,639.0,639.0,0.0,639.0,639.0,639.0,639.0,1,,Surface,1.0,,,Image 1,,86.0,,
E,Intensity Max,499.0,499.0,499.0,0.0,499.0,499.0,499.0,499.0,1,,Surface,1.0,,,Image 1,,87.0,,
E,Intensity Max,364.0,364.0,364.0,0.0,364.0,364.0,364.0,364.0,1,,Surface,1.0,,,Image 1,,88.0,,
E,Intensity Max,405.0,405.0,405.0,0.0,405.0,405.0,405.0,405.0,1,,Surface,1.0,,,Image 1,,89.0,,
E,Intensity Max,294.0,294.0,294.0,0.0,294.0,294.0,294.0,294.0,1,,Surface,1.0,,,Image 1,,90.0,,
E,Intensity Max,288.0,288.0,288.0,0.0,288.0,288.0,288.0,288.0,1,,Surface,1.0,,,Image 1,,91.0,,
E,Intensity Max,300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,1,,Surface,1.0,,,Image 1,,92.0,,
E,Intensity Max,240.0,240.0,240.0,0.0,240.0,240.0,240.0,240.0,1,,Surface,1.0,,,Image 1,,93.0,,
E,Intensity Max,367.0,367.0,367.0,0.0,367.0,367.0,367.0,367.0,1,,Surface,1.0,,,Image 1,,94.0,,
E,Intensity Max,245.0,245.0,245.0,0.0,245.0,245.0,245.0,245.0,1,,Surface,1.0,,,Image 1,,95.0,,
E,Intensity Max,270.0,270.0,270.0,0.0,270.0,270.0,270.0,270.0,1,,Surface,1.0,,,Image 1,,96.0,,
E,Intensity Max,270.0,270.0,270.0,0.0,270.0,270.0,270.0,270.0,1,,Surface,1.0,,,Image 1,,97.0,,
E,Intensity Max,237.0,237.0,237.0,0.0,237.0,237.0,237.0,237.0,1,,Surface,1.0,,,Image 1,,98.0,,
E,Intensity Max,238.0,238.0,238.0,0.0,238.0,238.0,238.0,238.0,1,,Surface,1.0,,,Image 1,,99.0,,
E,Intensity Max,249.0,249.0,249.0,0.0,249.0,249.0,249.0,249.0,1,,Surface,1.0,,,Image 1,,100.0,,
E,Intensity Max,235.0,235.0,235.0,0.0,235.0,235.0,235.0,235.0,1,,Surface,1.0,,,Image 1,,101.0,,
E,Intensity Max,257.0,257.0,257.0,0.0,257.0,257.0,257.0,257.0,1,,Surface,1.0,,,Image 1,,102.0,,
E,Intensity Max,283.0,283.0,283.0,0.0,283.0,283.0,283.0,283.0,1,,Surface,1.0,,,Image 1,,103.0,,
E,Intensity Max,255.0,255.0,255.0,0.0,255.0,255.0,255.0,255.0,1,,Surface,1.0,,,Image 1,,104.0,,
E,Intensity Max,261.0,261.0,261.0,0.0,261.0,261.0,261.0,261.0,1,,Surface,1.0,,,Image 1,,105.0,,
E,Intensity Max,240.0,240.0,240.0,0.0,240.0,240.0,240.0,240.0,1,,Surface,1.0,,,Image 1,,106.0,,
E,Intensity Max,236.0,236.0,236.0,0.0,236.0,236.0,236.0,236.0,1,,Surface,1.0,,,Image 1,,107.0,,
E,Intensity Max,266.0,266.0,266.0,0.0,266.0,266.0,266.0,266.0,1,,Surface,1.0,,,Image 1,,108.0,,
P3,Intensity Max,257.0,257.0,257.0,0.0,257.0,257.0,257.0,257.0,1,,Surface,1.0,,,Image 1,,49.0,,
P3,Intensity Max,701.0,701.0,701.0,0.0,701.0,701.0,701.0,701.0,1,,Surface,1.0,,,Image 1,,50.0,,
P3,Intensity Max,1983.0,1983.0,1983.0,0.0,1983.0,1983.0,1983.0,1983.0,1,,Surface,1.0,,,Image 1,,51.0,,
P3,Intensity Max,2451.0,2451.0,2451.0,0.0,2451.0,2451.0,2451.0,2451.0,1,,Surface,1.0,,,Image 1,,52.0,,
P3,Intensity Max,1787.0,1787.0,1787.0,0.0,1787.0,1787.0,1787.0,1787.0,1,,Surface,1.0,,,Image 1,,53.0,,
P3,Intensity Max,2293.0,2293.0,2293.0,0.0,2293.0,2293.0,2293.0,2293.0,1,,Surface,1.0,,,Image 1,,54.0,,
P3,Intensity Max,813.0,813.0,813.0,0.0,813.0,813.0,813.0,813.0,1,,Surface,1.0,,,Image 1,,55.0,,
P3,Intensity Max,386.0,386.0,386.0,0.0,386.0,386.0,386.0,386.0,1,,Surface,1.0,,,Image 1,,56.0,,
P3,Intensity Max,347.0,347.0,347.0,0.0,347.0,347.0,347.0,347.0,1,,Surface,1.0,,,Image 1,,57.0,,
P3,Intensity Max,366.0,366.0,366.0,0.0,366.0,366.0,366.0,366.0,1,,Surface,1.0,,,Image 1,,58.0,,
P3,Intensity Max,379.0,379.0,379.0,0.0,379.0,379.0,379.0,379.0,1,,Surface,1.0,,,Image 1,,59.0,,
P3,Intensity Max,577.0,577.0,577.0,0.0,577.0,577.0,577.0,577.0,1,,Surface,1.0,,,Image 1,,60.0,,
P3,Intensity Max,648.0,648.0,648.0,0.0,648.0,648.0,648.0,648.0,1,,Surface,1.0,,,Image 1,,61.0,,
P3,Intensity Max,325.0,325.0,325.0,0.0,325.0,325.0,325.0,325.0,1,,Surface,1.0,,,Image 1,,62.0,,
P3,Intensity Max,428.0,428.0,428.0,0.0,428.0,428.0,428.0,428.0,1,,Surface,1.0,,,Image 1,,63.0,,
P3,Intensity Max,275.0,275.0,275.0,0.0,275.0,275.0,275.0,275.0,1,,Surface,1.0,,,Image 1,,64.0,,
P3,Intensity Max,278.0,278.0,278.0,0.0,278.0,278.0,278.0,278.0,1,,Surface,1.0,,,Image 1,,65.0,,
P3,Intensity Max,372.0,372.0,372.0,0.0,372.0,372.0,372.0,372.0,1,,Surface,1.0,,,Image 1,,66.0,,
P3,Intensity Max,409.0,409.0,409.0,0.0,409.0,409.0,409.0,409.0,1,,Surface,1.0,,,Image 1,,67.0,,
P3,Intensity Max,512.0,512.0,512.0,0.0,512.0,512.0,512.0,512.0,1,,Surface,1.0,,,Image 1,,68.0,,
P3,Intensity Max,426.0,426.0,426.0,0.0,426.0,426.0,426.0,426.0,1,,Surface,1.0,,,Image 1,,69.0,,
P3,Intensity Max,551.0,551.0,551.0,0.0,551.0,551.0,551.0,551.0,1,,Surface,1.0,,,Image 1,,70.0,,
P3,Intensity Max,518.0,518.0,518.0,0.0,518.0,518.0,518.0,518.0,1,,Surface,1.0,,,Image 1,,71.0,,
P3,Intensity Max,622.0,622.0,622.0,0.0,622.0,622.0,622.0,622.0,1,,Surface,1.0,,,Image 1,,72.0,,
P3,Intensity Max,469.0,469.0,469.0,0.0,469.0,469.0,469.0,469.0,1,,Surface,1.0,,,Image 1,,73.0,,
P3,Intensity Max,476.0,476.0,476.0,0.0,476.0,476.0,476.0,476.0,1,,Surface,1.0,,,Image 1,,74.0,,
P3,Intensity Max,307.0,307.0,307.0,0.0,307.0,307.0,307.0,307.0,1,,Surface,1.0,,,Image 1,,75.0,,
P3,Intensity Max,436.0,436.0,436.0,0.0,436.0,436.0,436.0,436.0,1,,Surface,1.0,,,Image 1,,76.0,,
P3,Intensity Max,387.0,387.0,387.0,0.0,387.0,387.0,387.0,387.0,1,,Surface,1.0,,,Image 1,,77.0,,
P3,Intensity Max,344.0,344.0,344.0,0.0,344.0,344.0,344.0,344.0,1,,Surface,1.0,,,Image 1,,78.0,,
P3,Intensity Max,301.0,301.0,301.0,0.0,301.0,301.0,301.0,301.0,1,,Surface,1.0,,,Image 1,,79.0,,
P3,Intensity Max,277.0,277.0,277.0,0.0,277.0,277.0,277.0,277.0,1,,Surface,1.0,,,Image 1,,80.0,,
P3,Intensity Max,455.0,455.0,455.0,0.0,455.0,455.0,455.0,455.0,1,,Surface,1.0,,,Image 1,,81.0,,
P3,Intensity Max,544.0,544.0,544.0,0.0,544.0,544.0,544.0,544.0,1,,Surface,1.0,,,Image 1,,82.0,,
P3,Intensity Max,510.0,510.0,510.0,0.0,510.0,510.0,510.0,510.0,1,,Surface,1.0,,,Image 1,,83.0,,
P3,Intensity Max,590.0,590.0,590.0,0.0,590.0,590.0,590.0,590.0,1,,Surface,1.0,,,Image 1,,84.0,,
P3,Intensity Max,697.0,697.0,697.0,0.0,697.0,697.0,697.0,697.0,1,,Surface,1.0,,,Image 1,,85.0,,
P3,Intensity Max,559.0,559.0,559.0,0.0,559.0,559.0,559.0,559.0,1,,Surface,1.0,,,Image 1,,86.0,,
P3,Intensity Max,671.0,671.0,671.0,0.0,671.0,671.0,671.0,671.0,1,,Surface,1.0,,,Image 1,,87.0,,
P3,Intensity Max,376.0,376.0,376.0,0.0,376.0,376.0,376.0,376.0,1,,Surface,1.0,,,Image 1,,88.0,,
P3,Intensity Max,606.0,606.0,606.0,0.0,606.0,606.0,606.0,606.0,1,,Surface,1.0,,,Image 1,,89.0,,
P3,Intensity Max,354.0,354.0,354.0,0.0,354.0,354.0,354.0,354.0,1,,Surface,1.0,,,Image 1,,90.0,,
P3,Intensity Max,437.0,437.0,437.0,0.0,437.0,437.0,437.0,437.0,1,,Surface,1.0,,,Image 1,,91.0,,
P3,Intensity Max,404.0,404.0,404.0,0.0,404.0,404.0,404.0,404.0,1,,Surface,1.0,,,Image 1,,92.0,,
P3,Intensity Max,620.0,620.0,620.0,0.0,620.0,620.0,620.0,620.0,1,,Surface,1.0,,,Image 1,,93.0,,
P3,Intensity Max,594.0,594.0,594.0,0.0,594.0,594.0,594.0,594.0,1,,Surface,1.0,,,Image 1,,94.0,,
P3,Intensity Max,597.0,597.0,597.0,0.0,597.0,597.0,597.0,597.0,1,,Surface,1.0,,,Image 1,,95.0,,
P3,Intensity Max,645.0,645.0,645.0,0.0,645.0,645.0,645.0,645.0,1,,Surface,1.0,,,Image 1,,96.0,,
P3,Intensity Max,496.0,496.0,496.0,0.0,496.0,496.0,496.0,496.0,1,,Surface,1.0,,,Image 1,,97.0,,
P3,Intensity Max,547.0,547.0,547.0,0.0,547.0,547.0,547.0,547.0,1,,Surface,1.0,,,Image 1,,98.0,,
P3,Intensity Max,511.0,511.0,511.0,0.0,511.0,511.0,511.0,511.0,1,,Surface,1.0,,,Image 1,,99.0,,
P3,Intensity Max,551.0,551.0,551.0,0.0,551.0,551.0,551.0,551.0,1,,Surface,1.0,,,Image 1,,100.0,,
P3,Intensity Max,577.0,577.0,577.0,0.0,577.0,577.0,577.0,577.0,1,,Surface,1.0,,,Image 1,,101.0,,
P3,Intensity Max,415.0,415.0,415.0,0.0,415.0,415.0,415.0,415.0,1,,Surface,1.0,,,Image 1,,102.0,,
P3,Intensity Max,446.0,446.0,446.0,0.0,446.0,446.0,446.0,446.0,1,,Surface,1.0,,,Image 1,,103.0,,
P3,Intensity Max,344.0,344.0,344.0,0.0,344.0,344.0,344.0,344.0,1,,Surface,1.0,,,Image 1,,104.0,,
P3,Intensity Max,336.0,336.0,336.0,0.0,336.0,336.0,336.0,336.0,1,,Surface,1.0,,,Image 1,,105.0,,
P3,Intensity Max,411.0,411.0,411.0,0.0,411.0,411.0,411.0,411.0,1,,Surface,1.0,,,Image 1,,106.0,,
P3,Intensity Max,383.0,383.0,383.0,0.0,383.0,383.0,383.0,383.0,1,,Surface,1.0,,,Image 1,,107.0,,
P3,Intensity Max,442.0,442.0,442.0,0.0,442.0,442.0,442.0,442.0,1,,Surface,1.0,,,Image 1,,108.0,,
