nucleus,Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Time,Unnamed: 17,Surfaces,Unnamed: 18
ABal,Intensity Mean,1104.013,1104.013,1104.013,0.0,1104.013,1104.013,1104.013,1104.013,1,,Spot,2.0,,,Image 1,36.0,,,
ABal,Intensity Mean,1717.975,1717.975,1717.975,0.0,1717.975,1717.975,1717.975,1717.975,1,,Spot,2.0,,,Image 1,37.0,,,
ABal,Intensity Mean,1989.39,1989.39,1989.39,0.0,1989.39,1989.39,1989.39,1989.39,1,,Spot,2.0,,,Image 1,38.0,,,
ABal,Intensity Mean,1674.395,1674.395,1674.395,0.0,1674.395,1674.395,1674.395,1674.395,1,,Spot,2.0,,,Image 1,39.0,,,
ABal,Intensity Mean,1153.975,1153.975,1153.975,0.0,1153.975,1153.975,1153.975,1153.975,1,,Spot,2.0,,,Image 1,40.0,,,
ABal,Intensity Mean,546.115,546.115,546.115,0.0,546.115,546.115,546.115,546.115,1,,Spot,2.0,,,Image 1,58.0,,,
ABal,Intensity Mean,672.544,672.544,672.544,0.0,672.544,672.544,672.544,672.544,1,,Spot,2.0,,,Image 1,59.0,,,
ABal,Intensity Mean,763.593,763.593,763.593,0.0,763.593,763.593,763.593,763.593,1,,Spot,2.0,,,Image 1,60.0,,,
ABal,Intensity Mean,690.744,690.744,690.744,0.0,690.744,690.744,690.744,690.744,1,,Spot,2.0,,,Image 1,61.0,,,
ABal,Intensity Mean,778.949,778.949,778.949,0.0,778.949,778.949,778.949,778.949,1,,Spot,2.0,,,Image 1,62.0,,,
ABal,Intensity Mean,414.141,708.842,561.492,147.351,561.492,487.812,635.188,1122.983,2,,Spot,2.0,,,Image 1,63.0,,,
ABal,Intensity Mean,551.26,695.844,623.552,72.292,623.552,587.438,659.688,1247.104,2,,Spot,2.0,,,Image 1,64.0,,,
ABal,Intensity Mean,555.18,756.974,656.077,100.897,656.077,605.625,706.5,1312.154,2,,Spot,2.0,,,Image 1,65.0,,,
ABal,Intensity Mean,628.974,628.974,628.974,0.0,628.974,628.974,628.974,628.974,1,,Spot,2.0,,,Image 1,66.0,,,
ABal,Intensity Mean,661.025,778.662,719.844,58.819,719.844,690.438,749.25,1439.688,2,,Spot,2.0,,,Image 1,67.0,,,
ABal,Intensity Mean,691.076,772.077,731.576,40.5,731.576,711.344,751.844,1463.153,2,,Spot,2.0,,,Image 1,68.0,,,
ABal,Intensity Mean,618.466,967.852,793.159,174.693,793.159,705.75,880.5,1586.318,2,,Spot,2.0,,,Image 1,69.0,,,
ABal,Intensity Mean,635.671,677.779,656.725,21.054,656.725,646.195,667.242,1313.45,2,,Spot,2.0,,,Image 1,70.0,,,
ABal,Intensity Mean,694.192,805.818,750.005,55.813,750.005,722.125,777.938,1500.01,2,,Spot,2.0,,,Image 1,71.0,,,
ABal,Intensity Mean,707.354,836.051,771.703,64.348,771.703,739.5,803.875,1543.405,2,,Spot,2.0,,,Image 1,72.0,,,
ABal,Intensity Mean,698.987,918.907,808.947,109.96,808.947,753.938,863.938,1617.894,2,,Spot,2.0,,,Image 1,73.0,,,
ABal,Intensity Mean,695.795,741.0,718.397,22.603,718.397,707.102,729.711,1436.795,2,,Spot,2.0,,,Image 1,74.0,,,
ABal,Intensity Mean,711.375,834.918,773.146,61.771,773.146,742.281,804.031,1546.293,2,,Spot,2.0,,,Image 1,75.0,,,
ABal,Intensity Mean,669.658,981.731,825.694,156.036,825.694,747.625,903.625,1651.389,2,,Spot,2.0,,,Image 1,76.0,,,
ABal,Intensity Mean,737.423,929.164,833.294,95.871,833.294,785.375,881.25,1666.587,2,,Spot,2.0,,,Image 1,77.0,,,
ABal,Intensity Mean,714.681,867.115,790.898,76.217,790.898,752.781,828.969,1581.796,2,,Spot,2.0,,,Image 1,78.0,,,
ABal,Intensity Mean,610.667,795.279,702.973,92.306,702.973,656.844,749.156,1405.946,2,,Spot,2.0,,,Image 1,79.0,,,
ABal,Intensity Mean,659.73,829.318,744.524,84.794,744.524,702.094,786.906,1489.048,2,,Spot,2.0,,,Image 1,80.0,,,
ABal,Intensity Mean,626.915,975.342,801.129,174.213,801.129,714.0,888.25,1602.257,2,,Spot,2.0,,,Image 1,81.0,,,
ABal,Intensity Mean,599.377,870.431,734.904,135.527,734.904,667.125,802.625,1469.808,2,,Spot,2.0,,,Image 1,82.0,,,
ABal,Intensity Mean,692.439,875.962,784.2,91.762,784.2,738.312,830.062,1568.401,2,,Spot,2.0,,,Image 1,83.0,,,
ABal,Intensity Mean,615.973,778.84,697.406,81.434,697.406,656.656,738.094,1394.813,2,,Spot,2.0,,,Image 1,84.0,,,
ABal,Intensity Mean,705.797,1071.679,888.738,182.941,888.738,797.312,980.188,1777.477,2,,Spot,2.0,,,Image 1,85.0,,,
ABal,Intensity Mean,734.027,871.395,802.711,68.684,802.711,768.406,837.094,1605.422,2,,Spot,2.0,,,Image 1,86.0,,,
ABal,Intensity Mean,703.662,903.636,803.649,99.987,803.649,753.688,853.688,1607.299,2,,Spot,2.0,,,Image 1,87.0,,,
ABal,Intensity Mean,712.974,1022.101,867.537,154.564,867.537,790.188,944.812,1735.075,2,,Spot,2.0,,,Image 1,88.0,,,
ABal,Intensity Mean,692.169,1067.753,879.961,187.792,879.961,786.062,973.938,1759.922,2,,Spot,2.0,,,Image 1,89.0,,,
ABal,Intensity Mean,690.958,1106.192,898.575,207.617,898.575,794.688,1002.312,1797.151,2,,Spot,2.0,,,Image 1,90.0,,,
ABal,Intensity Mean,660.054,853.592,756.823,96.769,756.823,708.438,805.188,1513.646,2,,Spot,2.0,,,Image 1,91.0,,,
ABal,Intensity Mean,689.962,900.917,795.439,105.478,795.439,742.688,848.188,1590.878,2,,Spot,2.0,,,Image 1,92.0,,,
ABal,Intensity Mean,670.803,881.841,776.322,105.519,776.322,723.562,829.062,1552.643,2,,Spot,2.0,,,Image 1,93.0,,,
ABal,Intensity Mean,679.203,853.829,766.516,87.313,766.516,722.844,810.156,1533.031,2,,Spot,2.0,,,Image 1,94.0,,,
ABal,Intensity Mean,706.359,856.269,781.314,74.955,781.314,743.812,818.812,1562.628,2,,Spot,2.0,,,Image 1,95.0,,,
ABal,Intensity Mean,646.419,869.088,757.753,111.334,757.753,702.094,813.406,1515.506,2,,Spot,2.0,,,Image 1,96.0,,,
ABal,Intensity Mean,686.171,834.184,760.178,74.007,760.178,723.188,797.188,1520.355,2,,Spot,2.0,,,Image 1,97.0,,,
ABal,Intensity Mean,639.205,898.026,768.615,129.41,768.615,703.875,833.375,1537.231,2,,Spot,2.0,,,Image 1,98.0,,,
ABal,Intensity Mean,618.067,862.551,740.309,122.242,740.309,679.188,801.438,1480.618,2,,Spot,2.0,,,Image 1,99.0,,,
ABal,Intensity Mean,528.522,723.051,625.786,97.265,625.786,577.188,674.438,1251.573,2,,Spot,2.0,,,Image 1,100.0,,,
ABal,Intensity Mean,576.842,872.167,724.504,147.662,724.504,650.688,798.312,1449.009,2,,Spot,2.0,,,Image 1,101.0,,,
ABal,Intensity Mean,597.859,831.805,714.832,116.973,714.832,656.312,773.312,1429.664,2,,Spot,2.0,,,Image 1,102.0,,,
ABal,Intensity Mean,636.287,680.648,658.468,22.18,658.468,647.383,669.555,1316.935,2,,Spot,2.0,,,Image 1,103.0,,,
ABal,Intensity Mean,631.369,638.772,635.071,3.701,635.071,633.22,636.921,1270.141,2,,Spot,2.0,,,Image 1,104.0,,,
ABal,Intensity Mean,628.282,684.816,656.549,28.267,656.549,642.43,670.695,1313.098,2,,Spot,2.0,,,Image 1,105.0,,,
ABal,Intensity Mean,633.513,638.139,635.826,2.313,635.826,634.67,636.982,1271.652,2,,Spot,2.0,,,Image 1,106.0,,,
ABal,Intensity Mean,584.961,764.811,674.886,89.925,674.886,629.906,719.844,1349.772,2,,Spot,2.0,,,Image 1,107.0,,,
ABal,Intensity Mean,526.053,718.5,622.277,96.223,622.277,574.188,670.438,1244.553,2,,Spot,2.0,,,Image 1,108.0,,,
ABal,Intensity Mean,557.62,722.41,640.015,82.395,640.015,598.781,681.219,1280.031,2,,Spot,2.0,,,Image 1,109.0,,,
ABal,Intensity Mean,584.689,646.237,615.463,30.774,615.463,600.086,630.852,1230.926,2,,Spot,2.0,,,Image 1,110.0,,,
ABal,Intensity Mean,555.278,643.948,599.613,44.335,599.613,577.453,621.797,1199.226,2,,Spot,2.0,,,Image 1,111.0,,,
ABal,Intensity Mean,545.429,614.697,580.063,34.634,580.063,562.734,597.391,1160.125,2,,Spot,2.0,,,Image 1,112.0,,,
ABal,Intensity Mean,611.636,641.0,626.318,14.682,626.318,618.977,633.664,1252.636,2,,Spot,2.0,,,Image 1,113.0,,,
ABal,Intensity Mean,598.372,603.473,600.922,2.55,600.922,599.648,602.199,1201.844,2,,Spot,2.0,,,Image 1,114.0,,,
ABal,Intensity Mean,569.638,597.349,583.493,13.855,583.493,576.562,590.422,1166.986,2,,Spot,2.0,,,Image 1,115.0,,,
ABal,Intensity Mean,581.197,607.968,594.583,13.385,594.583,587.887,601.27,1189.166,2,,Spot,2.0,,,Image 1,116.0,,,
ABal,Intensity Mean,532.853,575.183,554.018,21.165,554.018,543.438,564.594,1108.036,2,,Spot,2.0,,,Image 1,117.0,,,
ABal,Intensity Mean,609.526,647.38,628.453,18.927,628.453,618.984,637.922,1256.906,2,,Spot,2.0,,,Image 1,118.0,,,
ABal,Intensity Mean,569.0,628.413,598.707,29.707,598.707,583.867,613.57,1197.413,2,,Spot,2.0,,,Image 1,119.0,,,
ABal,Intensity Mean,580.362,600.932,590.647,10.285,590.647,585.508,595.789,1181.295,2,,Spot,2.0,,,Image 1,120.0,,,
ABal,Intensity Mean,575.145,609.392,592.269,17.124,592.269,583.703,600.828,1184.537,2,,Spot,2.0,,,Image 1,121.0,,,
ABal,Intensity Mean,550.123,612.595,581.359,31.236,581.359,565.719,596.969,1162.718,2,,Spot,2.0,,,Image 1,122.0,,,
ABal,Intensity Mean,604.158,638.684,621.421,17.263,621.421,612.797,630.047,1242.842,2,,Spot,2.0,,,Image 1,123.0,,,
ABal,Intensity Mean,529.145,626.397,577.771,48.626,577.771,553.469,602.094,1155.541,2,,Spot,2.0,,,Image 1,124.0,,,
ABal,Intensity Mean,517.091,621.359,569.225,52.134,569.225,543.156,595.281,1138.45,2,,Spot,2.0,,,Image 1,125.0,,,
ABal,Intensity Mean,568.395,617.4,592.897,24.503,592.897,580.641,605.141,1185.795,2,,Spot,2.0,,,Image 1,126.0,,,
ABal,Intensity Mean,499.636,635.744,567.69,68.054,567.69,533.688,601.688,1135.38,2,,Spot,2.0,,,Image 1,127.0,,,
ABal,Intensity Mean,519.987,607.582,563.785,43.798,563.785,541.875,585.688,1127.569,2,,Spot,2.0,,,Image 1,128.0,,,
ABal,Intensity Mean,538.774,597.885,568.329,29.556,568.329,553.547,583.109,1136.658,2,,Spot,2.0,,,Image 1,129.0,,,
ABal,Intensity Mean,513.878,636.42,575.149,61.271,575.149,544.531,605.781,1150.299,2,,Spot,2.0,,,Image 1,130.0,,,
ABal,Intensity Mean,553.038,611.462,582.25,29.212,582.25,567.648,596.852,1164.5,2,,Spot,2.0,,,Image 1,131.0,,,
ABal,Intensity Mean,554.487,625.338,589.912,35.425,589.912,572.188,607.625,1179.824,2,,Spot,2.0,,,Image 1,132.0,,,
ABal,Intensity Mean,586.19,618.645,602.417,16.227,602.417,594.312,610.531,1204.835,2,,Spot,2.0,,,Image 1,133.0,,,
ABal,Intensity Mean,583.246,585.538,584.392,1.146,584.392,583.82,584.965,1168.785,2,,Spot,2.0,,,Image 1,134.0,,,
ABal,Intensity Mean,545.408,559.025,552.216,6.809,552.216,548.814,555.623,1104.433,2,,Spot,2.0,,,Image 1,135.0,,,
ABal,Intensity Mean,532.633,568.478,550.556,17.923,550.556,541.602,559.523,1101.111,2,,Spot,2.0,,,Image 1,136.0,,,
ABal,Intensity Mean,500.108,594.507,547.307,47.199,547.307,523.703,570.922,1094.615,2,,Spot,2.0,,,Image 1,137.0,,,
ABal,Intensity Mean,515.058,587.039,551.049,35.991,551.049,533.031,569.031,1102.097,2,,Spot,2.0,,,Image 1,138.0,,,
ABal,Intensity Mean,487.92,567.492,527.706,39.786,527.706,507.797,547.578,1055.412,2,,Spot,2.0,,,Image 1,139.0,,,
ABal,Intensity Mean,503.211,600.831,552.021,48.81,552.021,527.625,576.438,1104.042,2,,Spot,2.0,,,Image 1,140.0,,,
ABal,Intensity Mean,560.829,632.364,596.596,35.767,596.596,578.719,614.469,1193.193,2,,Spot,2.0,,,Image 1,141.0,,,
ABal,Intensity Mean,550.957,578.32,564.639,13.682,564.639,557.801,571.48,1129.277,2,,Spot,2.0,,,Image 1,142.0,,,
ABal,Intensity Mean,563.547,568.256,565.902,2.355,565.902,564.723,567.078,1131.803,2,,Spot,2.0,,,Image 1,143.0,,,
ABal,Intensity Mean,540.304,556.316,548.31,8.006,548.31,544.309,552.316,1096.621,2,,Spot,2.0,,,Image 1,144.0,,,
ABal,Intensity Mean,544.19,673.962,609.076,64.886,609.076,576.625,641.5,1218.151,2,,Spot,2.0,,,Image 1,145.0,,,
ABal,Intensity Mean,581.0,584.792,582.896,1.896,582.896,581.949,583.844,1165.792,2,,Spot,2.0,,,Image 1,146.0,,,
ABal,Intensity Mean,519.463,547.984,533.723,14.261,533.723,526.594,540.859,1067.447,2,,Spot,2.0,,,Image 1,147.0,,,
ABal,Intensity Mean,562.276,572.587,567.431,5.155,567.431,564.855,570.012,1134.863,2,,Spot,2.0,,,Image 1,148.0,,,
ABal,Intensity Mean,530.362,792.346,661.354,130.992,661.354,595.875,726.875,1322.709,2,,Spot,2.0,,,Image 1,149.0,,,
ABal,Intensity Mean,548.18,648.957,598.568,50.389,598.568,573.359,623.766,1197.136,2,,Spot,2.0,,,Image 1,150.0,,,
ABal,Intensity Mean,502.062,548.231,525.147,23.084,525.147,513.617,536.695,1050.293,2,,Spot,2.0,,,Image 1,151.0,,,
ABal,Intensity Mean,509.026,616.062,562.544,53.518,562.544,535.797,589.328,1125.088,2,,Spot,2.0,,,Image 1,152.0,,,
ABal,Intensity Mean,513.32,688.238,600.779,87.459,600.779,557.031,644.469,1201.559,2,,Spot,2.0,,,Image 1,153.0,,,
ABal,Intensity Mean,532.35,712.829,622.589,90.239,622.589,577.438,667.688,1245.178,2,,Spot,2.0,,,Image 1,154.0,,,
ABal,Intensity Mean,515.975,550.757,533.366,17.391,533.366,524.68,542.07,1066.732,2,,Spot,2.0,,,Image 1,155.0,,,
ABal,Intensity Mean,524.75,544.492,534.621,9.871,534.621,529.691,539.559,1069.242,2,,Spot,2.0,,,Image 1,156.0,,,
ABal,Intensity Mean,524.649,562.597,543.623,18.974,543.623,534.133,553.117,1087.247,2,,Spot,2.0,,,Image 1,157.0,,,
ABal,Intensity Mean,507.987,547.756,527.872,19.885,527.872,517.93,537.82,1055.744,2,,Spot,2.0,,,Image 1,158.0,,,
ABal,Intensity Mean,506.228,555.312,530.77,24.542,530.77,518.5,543.031,1061.54,2,,Spot,2.0,,,Image 1,159.0,,,
ABal,Intensity Mean,504.269,581.308,542.788,38.519,542.788,523.531,562.031,1085.577,2,,Spot,2.0,,,Image 1,160.0,,,
ABal,Intensity Mean,518.333,559.62,538.977,20.643,538.977,528.648,549.289,1077.954,2,,Spot,2.0,,,Image 1,161.0,,,
ABal,Intensity Mean,503.872,577.727,540.8,36.928,540.8,522.312,559.25,1081.599,2,,Spot,2.0,,,Image 1,162.0,,,
ABal,Intensity Mean,506.09,552.789,529.44,23.35,529.44,517.758,541.117,1058.879,2,,Spot,2.0,,,Image 1,163.0,,,
ABal,Intensity Mean,484.5,513.77,499.135,14.635,499.135,491.824,506.457,998.27,2,,Spot,2.0,,,Image 1,164.0,,,
ABal,Intensity Mean,485.052,508.863,496.957,11.906,496.957,491.008,502.914,993.915,2,,Spot,2.0,,,Image 1,165.0,,,
ABal,Intensity Mean,480.086,492.931,486.508,6.422,486.508,483.301,489.723,973.017,2,,Spot,2.0,,,Image 1,166.0,,,
ABal,Intensity Mean,479.063,488.783,483.923,4.86,483.923,481.496,486.355,967.846,2,,Spot,2.0,,,Image 1,167.0,,,
ABal,Intensity Mean,470.362,555.794,513.078,42.716,513.078,491.703,534.422,1026.157,2,,Spot,2.0,,,Image 1,168.0,,,
ABal,Intensity Mean,495.526,540.581,518.053,22.528,518.053,506.781,529.312,1036.107,2,,Spot,2.0,,,Image 1,169.0,,,
ABal,Intensity Mean,476.75,548.658,512.704,35.954,512.704,494.75,530.688,1025.408,2,,Spot,2.0,,,Image 1,170.0,,,
ABal,Intensity Mean,466.513,522.57,494.541,28.028,494.541,480.531,508.562,989.082,2,,Spot,2.0,,,Image 1,171.0,,,
ABal,Intensity Mean,473.139,513.461,493.3,20.161,493.3,483.219,503.375,986.6,2,,Spot,2.0,,,Image 1,172.0,,,
ABal,Intensity Mean,469.526,520.256,494.891,25.365,494.891,482.203,507.578,989.782,2,,Spot,2.0,,,Image 1,173.0,,,
ABpl,Intensity Mean,1095.051,1427.282,1261.166,166.116,1261.166,1178.188,1344.312,2522.333,2,,Spot,2.0,,,Image 1,36.0,,,
ABpl,Intensity Mean,1688.772,2239.5,1964.136,275.364,1964.136,1826.5,2102.0,3928.272,2,,Spot,2.0,,,Image 1,37.0,,,
ABpl,Intensity Mean,1988.667,2705.423,2347.045,358.378,2347.045,2167.875,2526.125,4694.09,2,,Spot,2.0,,,Image 1,38.0,,,
ABpl,Intensity Mean,1858.705,2351.087,2104.896,246.191,2104.896,1981.75,2228.0,4209.792,2,,Spot,2.0,,,Image 1,39.0,,,
ABpl,Intensity Mean,965.756,965.756,965.756,0.0,965.756,965.756,965.756,965.756,1,,Spot,2.0,,,Image 1,40.0,,,
ABpl,Intensity Mean,439.564,439.564,439.564,0.0,439.564,439.564,439.564,439.564,1,,Spot,2.0,,,Image 1,56.0,,,
ABpl,Intensity Mean,519.192,519.192,519.192,0.0,519.192,519.192,519.192,519.192,1,,Spot,2.0,,,Image 1,57.0,,,
ABpl,Intensity Mean,464.684,649.062,556.873,92.189,556.873,510.781,602.969,1113.746,2,,Spot,2.0,,,Image 1,58.0,,,
ABpl,Intensity Mean,666.532,666.532,666.532,0.0,666.532,666.532,666.532,666.532,1,,Spot,2.0,,,Image 1,59.0,,,
ABpl,Intensity Mean,582.375,593.636,588.006,5.631,588.006,585.193,590.822,1176.011,2,,Spot,2.0,,,Image 1,60.0,,,
ABpl,Intensity Mean,500.618,652.494,576.556,75.938,576.556,538.531,614.469,1153.112,2,,Spot,2.0,,,Image 1,61.0,,,
ABpl,Intensity Mean,594.468,603.963,599.216,4.747,599.216,596.84,601.59,1198.431,2,,Spot,2.0,,,Image 1,62.0,,,
ABpl,Intensity Mean,578.653,629.333,603.993,25.34,603.993,591.312,616.656,1207.987,2,,Spot,2.0,,,Image 1,63.0,,,
ABpl,Intensity Mean,609.034,770.05,689.542,80.508,689.542,649.312,729.812,1379.084,2,,Spot,2.0,,,Image 1,64.0,,,
ABpl,Intensity Mean,538.812,707.632,623.222,84.41,623.222,581.031,665.469,1246.443,2,,Spot,2.0,,,Image 1,65.0,,,
ABpl,Intensity Mean,723.733,880.921,802.327,78.594,802.327,763.0,841.625,1604.654,2,,Spot,2.0,,,Image 1,66.0,,,
ABpl,Intensity Mean,572.167,807.675,689.921,117.754,689.921,631.062,748.812,1379.842,2,,Spot,2.0,,,Image 1,67.0,,,
ABpl,Intensity Mean,631.156,725.987,678.571,47.415,678.571,654.859,702.266,1357.142,2,,Spot,2.0,,,Image 1,68.0,,,
ABpl,Intensity Mean,572.043,586.067,579.055,7.012,579.055,575.549,582.561,1158.109,2,,Spot,2.0,,,Image 1,69.0,,,
ABpl,Intensity Mean,663.635,720.487,692.061,28.426,692.061,677.852,706.273,1384.122,2,,Spot,2.0,,,Image 1,70.0,,,
ABpl,Intensity Mean,581.961,831.827,706.894,124.933,706.894,644.406,769.344,1413.787,2,,Spot,2.0,,,Image 1,71.0,,,
ABpl,Intensity Mean,525.197,734.737,629.967,104.77,629.967,577.562,682.312,1259.935,2,,Spot,2.0,,,Image 1,72.0,,,
ABpl,Intensity Mean,749.474,749.474,749.474,0.0,749.474,749.474,749.474,749.474,1,,Spot,2.0,,,Image 1,73.0,,,
ABpl,Intensity Mean,590.319,634.779,612.549,22.23,612.549,601.438,623.656,1225.099,2,,Spot,2.0,,,Image 1,74.0,,,
ABpl,Intensity Mean,631.737,680.564,656.15,24.414,656.15,643.945,668.367,1312.301,2,,Spot,2.0,,,Image 1,75.0,,,
ABpl,Intensity Mean,535.467,630.571,583.019,47.552,583.019,559.25,606.812,1166.038,2,,Spot,2.0,,,Image 1,76.0,,,
ABpl,Intensity Mean,667.436,703.026,685.231,17.795,685.231,676.32,694.117,1370.462,2,,Spot,2.0,,,Image 1,77.0,,,
ABpl,Intensity Mean,584.77,699.641,642.206,57.435,642.206,613.5,670.938,1284.411,2,,Spot,2.0,,,Image 1,78.0,,,
ABpl,Intensity Mean,667.271,713.72,690.496,23.224,690.496,678.883,702.117,1380.991,2,,Spot,2.0,,,Image 1,79.0,,,
ABpl,Intensity Mean,568.616,728.425,648.521,79.904,648.521,608.531,688.469,1297.041,2,,Spot,2.0,,,Image 1,80.0,,,
ABpl,Intensity Mean,765.139,777.691,771.415,6.276,771.415,768.275,774.553,1542.831,2,,Spot,2.0,,,Image 1,81.0,,,
ABpl,Intensity Mean,638.169,855.295,746.732,108.563,746.732,692.469,801.031,1493.464,2,,Spot,2.0,,,Image 1,82.0,,,
ABpl,Intensity Mean,660.338,869.883,765.11,104.773,765.11,712.719,817.531,1530.221,2,,Spot,2.0,,,Image 1,83.0,,,
ABpl,Intensity Mean,534.307,918.338,726.322,192.016,726.322,630.375,822.375,1452.644,2,,Spot,2.0,,,Image 1,84.0,,,
ABpl,Intensity Mean,648.731,824.603,736.667,87.936,736.667,692.656,780.594,1473.333,2,,Spot,2.0,,,Image 1,85.0,,,
ABpl,Intensity Mean,689.671,976.462,833.066,143.395,833.066,761.312,904.688,1666.132,2,,Spot,2.0,,,Image 1,86.0,,,
ABpl,Intensity Mean,803.266,949.711,876.488,73.222,876.488,839.906,913.094,1752.976,2,,Spot,2.0,,,Image 1,87.0,,,
ABpl,Intensity Mean,691.342,928.646,809.994,118.652,809.994,750.656,869.344,1619.987,2,,Spot,2.0,,,Image 1,88.0,,,
ABpl,Intensity Mean,832.188,979.26,905.724,73.536,905.724,868.969,942.531,1811.447,2,,Spot,2.0,,,Image 1,89.0,,,
ABpl,Intensity Mean,824.304,966.938,895.621,71.317,895.621,859.969,931.281,1791.241,2,,Spot,2.0,,,Image 1,90.0,,,
ABpl,Intensity Mean,815.921,974.026,894.973,79.052,894.973,855.469,934.531,1789.947,2,,Spot,2.0,,,Image 1,91.0,,,
ABpl,Intensity Mean,885.846,911.217,898.532,12.686,898.532,892.191,904.871,1797.063,2,,Spot,2.0,,,Image 1,92.0,,,
ABpl,Intensity Mean,834.443,903.063,868.753,34.31,868.753,851.625,885.938,1737.506,2,,Spot,2.0,,,Image 1,93.0,,,
ABpl,Intensity Mean,905.785,958.643,932.214,26.429,932.214,919.008,945.43,1864.428,2,,Spot,2.0,,,Image 1,94.0,,,
ABpl,Intensity Mean,814.3,953.455,883.877,69.577,883.877,849.094,918.656,1767.755,2,,Spot,2.0,,,Image 1,95.0,,,
ABpl,Intensity Mean,788.231,902.909,845.57,57.339,845.57,816.891,874.234,1691.14,2,,Spot,2.0,,,Image 1,96.0,,,
ABpl,Intensity Mean,730.033,903.0,816.517,86.483,816.517,773.312,859.812,1633.033,2,,Spot,2.0,,,Image 1,97.0,,,
ABpl,Intensity Mean,760.721,866.886,813.804,53.082,813.804,787.266,840.359,1627.608,2,,Spot,2.0,,,Image 1,98.0,,,
ABpl,Intensity Mean,741.464,846.747,794.105,52.642,794.105,767.781,820.406,1588.211,2,,Spot,2.0,,,Image 1,99.0,,,
ABpl,Intensity Mean,661.58,832.812,747.196,85.616,747.196,704.375,790.0,1494.392,2,,Spot,2.0,,,Image 1,100.0,,,
ABpl,Intensity Mean,705.397,832.526,768.961,63.565,768.961,737.219,800.781,1537.922,2,,Spot,2.0,,,Image 1,101.0,,,
ABpl,Intensity Mean,699.487,770.795,735.141,35.654,735.141,717.297,752.953,1470.282,2,,Spot,2.0,,,Image 1,102.0,,,
ABpl,Intensity Mean,837.443,894.937,866.19,28.747,866.19,851.82,880.555,1732.38,2,,Spot,2.0,,,Image 1,103.0,,,
ABpl,Intensity Mean,819.308,873.74,846.524,27.216,846.524,832.906,860.125,1693.048,2,,Spot,2.0,,,Image 1,104.0,,,
ABpl,Intensity Mean,763.329,831.825,797.577,34.248,797.577,780.469,814.719,1595.154,2,,Spot,2.0,,,Image 1,105.0,,,
ABpl,Intensity Mean,731.279,796.525,763.902,32.623,763.902,747.594,780.219,1527.803,2,,Spot,2.0,,,Image 1,106.0,,,
ABpl,Intensity Mean,648.0,666.443,657.222,9.222,657.222,652.617,661.836,1314.443,2,,Spot,2.0,,,Image 1,107.0,,,
ABpl,Intensity Mean,732.538,822.808,777.673,45.135,777.673,755.094,800.219,1555.346,2,,Spot,2.0,,,Image 1,108.0,,,
ABpl,Intensity Mean,685.707,788.85,737.278,51.572,737.278,711.5,763.062,1474.557,2,,Spot,2.0,,,Image 1,109.0,,,
ABpl,Intensity Mean,650.513,848.936,749.724,99.212,749.724,700.156,799.344,1499.449,2,,Spot,2.0,,,Image 1,110.0,,,
ABpl,Intensity Mean,670.295,787.833,729.064,58.769,729.064,699.672,758.453,1458.128,2,,Spot,2.0,,,Image 1,111.0,,,
ABpl,Intensity Mean,701.187,785.87,743.528,42.342,743.528,722.328,764.672,1487.057,2,,Spot,2.0,,,Image 1,112.0,,,
ABpl,Intensity Mean,630.662,767.354,699.008,68.346,699.008,664.844,733.156,1398.017,2,,Spot,2.0,,,Image 1,113.0,,,
ABpl,Intensity Mean,730.975,850.141,790.558,59.583,790.558,760.766,820.359,1581.116,2,,Spot,2.0,,,Image 1,114.0,,,
ABpl,Intensity Mean,595.537,722.831,659.184,63.647,659.184,627.375,691.0,1318.368,2,,Spot,2.0,,,Image 1,115.0,,,
ABpl,Intensity Mean,626.593,690.684,658.639,32.046,658.639,642.609,674.641,1317.277,2,,Spot,2.0,,,Image 1,116.0,,,
ABpl,Intensity Mean,591.635,683.342,637.489,45.854,637.489,614.578,660.422,1274.977,2,,Spot,2.0,,,Image 1,117.0,,,
ABpl,Intensity Mean,657.743,740.808,699.275,41.532,699.275,678.484,720.016,1398.551,2,,Spot,2.0,,,Image 1,118.0,,,
ABpl,Intensity Mean,635.901,651.615,643.758,7.857,643.758,639.828,647.688,1287.517,2,,Spot,2.0,,,Image 1,119.0,,,
ABpl,Intensity Mean,726.925,765.603,746.264,19.339,746.264,736.594,755.938,1492.528,2,,Spot,2.0,,,Image 1,120.0,,,
ABpl,Intensity Mean,717.577,767.104,742.34,24.763,742.34,729.961,754.727,1484.681,2,,Spot,2.0,,,Image 1,121.0,,,
ABpl,Intensity Mean,733.688,788.896,761.292,27.604,761.292,747.5,775.094,1522.584,2,,Spot,2.0,,,Image 1,122.0,,,
ABpl,Intensity Mean,640.0,751.861,695.93,55.93,695.93,667.984,723.891,1391.861,2,,Spot,2.0,,,Image 1,123.0,,,
ABpl,Intensity Mean,782.654,785.829,784.241,1.588,784.241,783.447,785.035,1568.483,2,,Spot,2.0,,,Image 1,124.0,,,
ABpl,Intensity Mean,702.911,772.372,737.642,34.73,737.642,720.266,754.984,1475.283,2,,Spot,2.0,,,Image 1,125.0,,,
