Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Surfaces,Time
Position Y,-396.076,-378.435,-385.517,6.481,-383.778,-387.141,-382.156,-1542.067,4,µm,Surface,,,Position,,,35
Position Y,-394.836,-376.369,-384.915,6.566,-384.228,-386.984,-382.156,-1539.661,4,µm,Surface,,,Position,,,36
Position Y,-395.626,-376.192,-387.165,6.138,-386.897,-391.242,-385.238,-2322.988,6,µm,Surface,,,Position,,,37
Position Y,-395.4,-377.272,-386.013,6.418,-385.69,-388.238,-383.461,-1544.052,4,µm,Surface,,,Position,,,38
Position Y,-395.66,-377.064,-388.042,5.968,-386.373,-392.609,-385.984,-2716.296,7,µm,Surface,,,Position,,,39
Position Y,-397.106,-377.419,-388.957,7.336,-388.015,-396.57,-385.68,-1944.787,5,µm,Surface,,,Position,,,40
Position Y,-397.292,-377.668,-389.283,7.367,-388.665,-397.008,-385.773,-1946.416,5,µm,Surface,,,Position,,,41
Position Y,-397.538,-378.069,-389.344,8.292,-390.884,-397.176,-383.062,-1557.375,4,µm,Surface,,,Position,,,42
Position Y,-398.426,-378.018,-388.619,7.807,-385.331,-396.867,-384.461,-1943.097,5,µm,Surface,,,Position,,,43
Position Y,-399.334,-378.027,-389.326,7.34,-388.287,-395.461,-385.195,-2335.958,6,µm,Surface,,,Position,,,44
Position Y,-400.253,-378.198,-389.118,8.274,-386.209,-397.055,-383.867,-1945.59,5,µm,Surface,,,Position,,,45
Position Y,-401.319,-377.854,-389.521,7.995,-389.115,-395.336,-384.008,-2337.125,6,µm,Surface,,,Position,,,46
Position Y,-402.082,-388.829,-393.713,5.945,-390.227,-396.156,-389.531,-1181.138,3,µm,Surface,,,Position,,,47
Position Y,-402.189,-378.22,-390.16,8.496,-390.116,-393.77,-386.512,-1560.641,4,µm,Surface,,,Position,,,48
Position Y,-402.582,-389.901,-394.634,5.654,-391.419,-397,-390.66,-1183.903,3,µm,Surface,,,Position,,,49
Position Y,-402.744,-378.923,-390.865,8.446,-390.896,-394.527,-387.238,-1563.459,4,µm,Surface,,,Position,,,50
Position Y,-402.881,-378.542,-390.929,8.624,-391.147,-394.633,-387.445,-1563.718,4,µm,Surface,,,Position,,,51
Position Y,-402.869,-378.745,-390.836,8.545,-390.865,-394.43,-387.273,-1563.344,4,µm,Surface,,,Position,,,52
Position Y,-402.779,-378.29,-390.267,7.795,-391.492,-394.656,-385.008,-2731.868,7,µm,Surface,,,Position,,,53
Position Y,-402.631,-378.573,-389.01,7.684,-387.577,-393.406,-383.742,-2723.071,7,µm,Surface,,,Position,,,54
Position Y,-402.631,-379.17,-389.415,6.875,-387.407,-392.883,-386.383,-3504.739,9,µm,Surface,,,Position,,,55
Position Y,-396.383,-379.412,-388.011,5.424,-387.152,-392.598,-385.219,-3104.084,8,µm,Surface,,,Position,,,56
Position Y,-402.724,-379.61,-389.797,6.899,-387.514,-393.367,-386.445,-3508.171,9,µm,Surface,,,Position,,,57
Position Y,-402.726,-379.866,-389.648,7.038,-387.251,-393.305,-385.508,-3506.828,9,µm,Surface,,,Position,,,58
Position Y,-402.629,-379.501,-389.331,7.188,-386.746,-393.461,-384.773,-3503.978,9,µm,Surface,,,Position,,,59
Position Y,-402.743,-379.605,-389.268,7.311,-386.974,-393.602,-384.336,-3503.414,9,µm,Surface,,,Position,,,60
Position Y,-402.647,-379.9,-390.37,6.913,-389.847,-394.219,-385.918,-3122.957,8,µm,Surface,,,Position,,,61
Position Y,-402.586,-379.912,-390.188,6.873,-389.642,-393.871,-385.66,-3121.505,8,µm,Surface,,,Position,,,62
Position Y,-402.445,-380.078,-390.105,6.773,-389.167,-393.727,-385.777,-3120.84,8,µm,Surface,,,Position,,,63
Position Y,-402.159,-380.086,-390.012,6.762,-388.947,-393.738,-385.566,-3120.095,8,µm,Surface,,,Position,,,64
Position Y,-402.06,-380.55,-390.16,6.661,-389.274,-393.688,-385.535,-3121.278,8,µm,Surface,,,Position,,,65
Position Y,-402.139,-380.25,-390.78,6.892,-392.666,-394.586,-385.617,-2735.462,7,µm,Surface,,,Position,,,66
Position Y,-402.099,-380.757,-391.764,6.928,-392.761,-395.523,-387.508,-2350.582,6,µm,Surface,,,Position,,,67
Position Y,-402.006,-380.985,-391.807,6.786,-392.763,-395.438,-387.691,-2350.84,6,µm,Surface,,,Position,,,68
Position Y,-401.901,-381.485,-391.895,6.58,-392.685,-395.418,-387.883,-2351.371,6,µm,Surface,,,Position,,,69
Position Y,-401.764,-381.979,-392.029,6.377,-392.595,-395.531,-388.191,-2352.171,6,µm,Surface,,,Position,,,70
Position Y,-401.561,-382.728,-392.152,6.066,-392.425,-395.527,-388.512,-2352.914,6,µm,Surface,,,Position,,,71
Position Y,-401.548,-383.058,-392.211,6.001,-392.291,-395.688,-388.516,-2353.264,6,µm,Surface,,,Position,,,72
Position Y,-401.587,-382.918,-392.11,6.045,-391.862,-395.691,-388.555,-2352.659,6,µm,Surface,,,Position,,,73
Position Y,-401.491,-378.124,-388.894,7.519,-389.473,-393.051,-382.496,-3111.15,8,µm,Surface,,,Position,,,74
Position Y,-401.385,-378.011,-388.893,7.484,-389.386,-393.074,-382.516,-3111.141,8,µm,Surface,,,Position,,,75
Position Y,-401.343,-378.09,-388.964,7.486,-389.367,-393.426,-382.562,-3111.715,8,µm,Surface,,,Position,,,76
Position Y,-401.39,-378.43,-388.199,6.91,-387.131,-392.109,-382.984,-3881.993,10,µm,Surface,,,Position,,,77
Position Y,-401.387,-378.226,-388.286,7.318,-386.854,-392.695,-382.945,-3494.578,9,µm,Surface,,,Position,,,78
Position Y,-401.183,-378.127,-388.198,6.933,-387.448,-392.352,-382.891,-3881.976,10,µm,Surface,,,Position,,,79
Position Y,-401.106,-377.766,-389.102,6.855,-388.599,-392.93,-384.102,-3501.915,9,µm,Surface,,,Position,,,80
Position Y,-400.88,-377.616,-388.316,6.975,-388.003,-392.82,-382.969,-3883.157,10,µm,Surface,,,Position,,,81
Position Y,-400.499,-377.542,-389.196,6.81,-389.029,-393.336,-384.211,-3502.762,9,µm,Surface,,,Position,,,82
Position Y,-400.491,-377.589,-388.311,6.997,-388.319,-392.871,-383.012,-3883.107,10,µm,Surface,,,Position,,,83
Position Y,-400.463,-377.567,-388.314,7.033,-388.434,-392.973,-382.871,-3883.143,10,µm,Surface,,,Position,,,84
Position Y,-400.195,-377.686,-388.286,7.077,-388.581,-393.078,-382.582,-3882.862,10,µm,Surface,,,Position,,,85
Position Y,-400.292,-377.591,-388.313,7.123,-388.631,-393.07,-382.562,-3883.129,10,µm,Surface,,,Position,,,86
Position Y,-400.776,-377.44,-389.395,7.691,-389.074,-395.758,-382.852,-4283.35,11,µm,Surface,,,Position,,,87
Position Y,-400.035,-377.376,-388.319,7.195,-388.724,-393.32,-382.43,-3883.188,10,µm,Surface,,,Position,,,88
Position Y,-400.052,-377.274,-388.257,7.209,-388.636,-393.242,-382.516,-3882.566,10,µm,Surface,,,Position,,,89
Position Y,-400.004,-377.232,-388.252,7.227,-388.712,-393.309,-382.449,-3882.516,10,µm,Surface,,,Position,,,90
Position Y,-399.921,-377.293,-388.229,7.242,-388.6,-393.434,-382.445,-3882.291,10,µm,Surface,,,Position,,,91
Position Y,-399.902,-377.329,-388.266,7.276,-388.779,-393.66,-382.473,-3882.656,10,µm,Surface,,,Position,,,92
Position Y,-400.041,-377.224,-388.313,7.31,-388.875,-393.746,-382.469,-3883.129,10,µm,Surface,,,Position,,,93
Position Y,-400.033,-377.223,-388.319,7.337,-388.995,-393.859,-382.508,-3883.188,10,µm,Surface,,,Position,,,94
Position Y,-399.907,-377.352,-388.34,7.279,-389.03,-394,-382.566,-3883.397,10,µm,Surface,,,Position,,,95
Position Y,-399.979,-377.437,-388.435,7.297,-389.199,-394.133,-382.578,-3884.349,10,µm,Surface,,,Position,,,96
Position Y,-399.81,-377.378,-388.392,7.272,-389.126,-394.18,-382.543,-3883.92,10,µm,Surface,,,Position,,,97
Position Y,-399.706,-377.262,-388.382,7.304,-389.144,-394.277,-382.574,-3883.823,10,µm,Surface,,,Position,,,98
Position Y,-399.631,-377.182,-388.368,7.293,-389.116,-394.324,-382.531,-3883.679,10,µm,Surface,,,Position,,,99
Position Y,-399.638,-377.16,-388.356,7.318,-389.156,-394.434,-382.461,-3883.557,10,µm,Surface,,,Position,,,100
Position Y,-399.681,-377.254,-388.411,7.351,-389.277,-394.57,-382.508,-3884.109,10,µm,Surface,,,Position,,,101
Position Y,-399.732,-377.205,-388.446,7.369,-389.398,-394.641,-382.484,-3884.463,10,µm,Surface,,,Position,,,102
Position Y,-399.66,-377.122,-388.421,7.392,-389.374,-394.68,-382.484,-3884.211,10,µm,Surface,,,Position,,,103
Position Y,-399.697,-377.233,-388.408,7.394,-389.326,-394.629,-382.484,-3884.078,10,µm,Surface,,,Position,,,104
Position Y,-399.645,-377.383,-388.389,7.44,-389.335,-394.613,-382.43,-3883.89,10,µm,Surface,,,Position,,,105
Position Y,-399.706,-377.238,-388.407,7.484,-389.379,-394.711,-382.492,-3884.067,10,µm,Surface,,,Position,,,106
Position Y,-399.72,-377.31,-388.444,7.484,-389.362,-394.789,-382.52,-3884.441,10,µm,Surface,,,Position,,,107
Position Y,-399.775,-377.394,-389.539,7.186,-390.042,-396.414,-382.977,-3505.854,9,µm,Surface,,,Position,,,108
Position Y,-399.626,-377.411,-388.419,7.48,-389.39,-394.793,-382.363,-3884.191,10,µm,Surface,,,Position,,,109
Position Y,-399.636,-377.483,-389.508,7.148,-390.01,-396.305,-382.82,-3505.568,9,µm,Surface,,,Position,,,110
Position Y,-399.627,-377.502,-388.473,7.479,-389.552,-394.785,-382.461,-3884.735,10,µm,Surface,,,Position,,,111
Position Y,-399.63,-377.583,-389.542,7.142,-389.984,-396.367,-382.82,-3505.876,9,µm,Surface,,,Position,,,112
Position Y,-399.703,-377.554,-388.387,7.952,-389.971,-396.336,-382.289,-3495.482,9,µm,Surface,,,Position,,,113
Position Y,-399.765,-377.54,-388.485,7.543,-389.585,-394.82,-382.422,-3884.853,10,µm,Surface,,,Position,,,114
Position Y,-399.712,-377.5,-388.483,7.525,-389.658,-394.793,-382.391,-3884.826,10,µm,Surface,,,Position,,,115
Position Y,-399.69,-377.468,-388.454,7.525,-389.543,-394.84,-382.422,-3884.54,10,µm,Surface,,,Position,,,116
Position Y,-399.761,-382.467,-391.084,6.117,-390.095,-396.816,-387.535,-3128.675,8,µm,Surface,,,Position,,,117
Position Y,-399.718,-377.304,-388.478,7.532,-389.489,-394.863,-382.52,-3884.78,10,µm,Surface,,,Position,,,118
Position Y,-399.744,-377.246,-388.45,7.585,-389.554,-394.836,-382.504,-3884.5,10,µm,Surface,,,Position,,,119
Position Y,-399.683,-377.351,-388.446,7.56,-389.588,-394.793,-382.395,-3884.462,10,µm,Surface,,,Position,,,120
Position Y,-399.69,-377.219,-389.507,7.256,-389.964,-396.461,-382.68,-3505.565,9,µm,Surface,,,Position,,,121
Position Y,-399.613,-377.364,-389.492,7.207,-389.936,-396.414,-382.727,-3505.426,9,µm,Surface,,,Position,,,122
Position Y,-399.541,-377.461,-388.427,7.497,-389.482,-394.781,-382.41,-3884.269,10,µm,Surface,,,Position,,,123
Position Y,-399.528,-377.381,-389.499,7.173,-389.769,-396.383,-382.945,-3505.495,9,µm,Surface,,,Position,,,124
Position Y,-399.54,-377.396,-389.488,7.179,-389.718,-396.383,-382.914,-3505.394,9,µm,Surface,,,Position,,,125
Position Y,-399.59,-377.387,-389.499,7.197,-389.698,-396.398,-382.898,-3505.49,9,µm,Surface,,,Position,,,126
Position Y,-399.595,-377.433,-389.484,7.189,-389.636,-396.383,-382.898,-3505.355,9,µm,Surface,,,Position,,,127
Position Y,-399.624,-377.381,-389.48,7.208,-389.626,-396.367,-382.852,-3505.317,9,µm,Surface,,,Position,,,128
Position Y,-399.681,-377.459,-389.532,7.214,-389.591,-396.398,-382.867,-3505.787,9,µm,Surface,,,Position,,,129
Position Y,-399.698,-377.48,-389.517,7.222,-389.572,-396.352,-382.836,-3505.651,9,µm,Surface,,,Position,,,130
Position Y,-399.804,-382.268,-391.057,6.209,-389.785,-396.895,-387.723,-3128.456,8,µm,Surface,,,Position,,,131
Position Y,-399.786,-377.435,-389.53,7.257,-389.656,-396.43,-382.664,-3505.766,9,µm,Surface,,,Position,,,132
Position Y,-399.786,-377.549,-389.544,7.244,-389.618,-396.445,-382.664,-3505.894,9,µm,Surface,,,Position,,,133
Position Y,-399.704,-377.469,-389.531,7.25,-389.644,-396.492,-382.711,-3505.78,9,µm,Surface,,,Position,,,134
Position Y,-399.697,-382.206,-391.069,6.225,-389.91,-396.922,-387.727,-3128.549,8,µm,Surface,,,Position,,,135
Position Y,-399.772,-377.269,-389.56,7.295,-389.675,-396.43,-382.711,-3506.04,9,µm,Surface,,,Position,,,136
Position Y,-399.72,-377.282,-389.512,7.297,-389.626,-396.367,-382.617,-3505.61,9,µm,Surface,,,Position,,,137
Position Y,-399.754,-377.388,-389.531,7.275,-389.621,-396.352,-382.695,-3505.782,9,µm,Surface,,,Position,,,138
Position Y,-399.68,-377.366,-389.525,7.246,-389.549,-396.336,-382.711,-3505.723,9,µm,Surface,,,Position,,,139
Position Y,-399.754,-377.415,-389.586,7.251,-389.595,-396.414,-382.82,-3506.278,9,µm,Surface,,,Position,,,140
Position Y,-399.623,-377.409,-389.551,7.232,-389.532,-396.414,-382.836,-3505.958,9,µm,Surface,,,Position,,,141
Position Y,-399.702,-382.396,-391.095,6.176,-389.809,-396.922,-387.668,-3128.761,8,µm,Surface,,,Position,,,142
Position Y,-399.614,-377.497,-389.575,7.208,-389.54,-396.43,-382.961,-3506.175,9,µm,Surface,,,Position,,,143
Position Y,-399.667,-382.375,-391.098,6.19,-389.84,-396.965,-387.648,-3128.787,8,µm,Surface,,,Position,,,144
Position Y,-399.692,-377.64,-389.593,7.209,-389.594,-396.43,-382.898,-3506.333,9,µm,Surface,,,Position,,,145
Position Y,-399.707,-377.505,-389.558,7.233,-389.561,-396.445,-382.867,-3506.021,9,µm,Surface,,,Position,,,146
Position Y,-399.689,-377.433,-389.564,7.259,-389.599,-396.508,-382.852,-3506.073,9,µm,Surface,,,Position,,,147
Position Y,-399.673,-377.556,-389.585,7.231,-389.572,-396.492,-382.82,-3506.264,9,µm,Surface,,,Position,,,148
Position Y,-399.768,-382.409,-391.14,6.212,-389.916,-397.047,-387.609,-3129.121,8,µm,Surface,,,Position,,,149
Position Y,-399.761,-377.538,-389.613,7.256,-389.591,-396.57,-382.898,-3506.517,9,µm,Surface,,,Position,,,150
Position Y,-399.735,-382.413,-391.07,6.221,-389.865,-397.008,-387.336,-3128.558,8,µm,Surface,,,Position,,,151
Position Y,-399.837,-382.471,-391.152,6.227,-389.917,-397.059,-387.547,-3129.219,8,µm,Surface,,,Position,,,152
Position Y,-399.829,-382.485,-391.158,6.231,-389.944,-397.102,-387.453,-3129.261,8,µm,Surface,,,Position,,,153
Position Y,-399.87,-382.505,-391.165,6.232,-389.96,-397.098,-387.422,-3129.319,8,µm,Surface,,,Position,,,154
Position Y,-399.932,-382.442,-391.153,6.271,-389.976,-397.117,-387.32,-3129.227,8,µm,Surface,,,Position,,,155
Position Y,-399.95,-382.446,-391.163,6.26,-389.979,-397.086,-387.391,-3129.305,8,µm,Surface,,,Position,,,156
Position Y,-399.93,-382.511,-391.16,6.229,-389.945,-397.02,-387.48,-3129.284,8,µm,Surface,,,Position,,,157
Position Y,-399.967,-382.613,-391.177,6.234,-389.931,-397.082,-387.406,-3129.413,8,µm,Surface,,,Position,,,158
Position Y,-399.998,-382.636,-391.196,6.227,-389.896,-397.09,-387.5,-3129.566,8,µm,Surface,,,Position,,,159
Position Y,-399.924,-382.649,-391.166,6.195,-389.914,-397.059,-387.418,-3129.328,8,µm,Surface,,,Position,,,160
Position Y,-400.048,-382.65,-391.213,6.209,-389.922,-397.098,-387.52,-3129.706,8,µm,Surface,,,Position,,,161
Position Y,-400.059,-382.658,-391.216,6.213,-389.954,-397.082,-387.48,-3129.729,8,µm,Surface,,,Position,,,162
Position Y,-400.143,-382.672,-391.22,6.248,-389.934,-397.105,-387.41,-3129.757,8,µm,Surface,,,Position,,,163
Position Y,-400.109,-382.636,-391.189,6.248,-389.893,-397.07,-387.426,-3129.511,8,µm,Surface,,,Position,,,164
Position Y,-400.2,-382.666,-391.231,6.259,-389.913,-397.117,-387.461,-3129.844,8,µm,Surface,,,Position,,,165
Position Y,-400.136,-382.635,-391.171,6.242,-389.874,-397.004,-387.402,-3129.371,8,µm,Surface,,,Position,,,166
Position Y,-400.234,-377.973,-389.736,7.215,-389.5,-396.586,-383.023,-3507.627,9,µm,Surface,,,Position,,,167
Position Y,-400.167,-382.612,-391.157,6.26,-389.808,-397.07,-387.34,-3129.259,8,µm,Surface,,,Position,,,168
Position Y,-400.236,-382.683,-391.211,6.257,-389.832,-397.09,-387.426,-3129.688,8,µm,Surface,,,Position,,,169
Position Y,-400.227,-382.692,-391.206,6.246,-389.824,-397.066,-387.469,-3129.651,8,µm,Surface,,,Position,,,170
Position Y,-400.286,-382.705,-391.222,6.249,-389.889,-397.059,-387.406,-3129.775,8,µm,Surface,,,Position,,,171
Position Y,-400.232,-382.676,-391.173,6.254,-389.8,-397.012,-387.398,-3129.385,8,µm,Surface,,,Position,,,172
Position Y,-400.321,-382.747,-391.254,6.234,-389.897,-397.059,-387.512,-3130.033,8,µm,Surface,,,Position,,,173
Position Z,8811.728,8811.84,8811.783,0.056,8811.783,8811.756,8811.812,17623.566,2,µm,Surface,,,Position,,,1
Position Z,8811.755,8812.107,8811.932,0.176,8811.932,8811.843,8812.02,17623.863,2,µm,Surface,,,Position,,,2
Position Z,8812.91,8813.423,8813.166,0.256,8813.166,8813.038,8813.295,17626.332,2,µm,Surface,,,Position,,,3
Position Z,8812.671,8813.124,8812.897,0.227,8812.897,8812.784,8813.011,17625.795,2,µm,Surface,,,Position,,,4
Position Z,8811.177,8811.563,8811.37,0.193,8811.37,8811.273,8811.467,17622.74,2,µm,Surface,,,Position,,,5
Position Z,8808.562,8809.577,8809.07,0.507,8809.07,8808.816,8809.324,17618.141,2,µm,Surface,,,Position,,,6
Position Z,8807.584,8808.185,8807.885,0.3,8807.885,8807.734,8808.034,17615.77,2,µm,Surface,,,Position,,,7
Position Z,8808.518,8809.79,8809.154,0.636,8809.154,8808.836,8809.473,17618.309,2,µm,Surface,,,Position,,,8
Position Z,8809.704,8812.085,8810.895,1.19,8810.895,8810.299,8811.49,17621.789,2,µm,Surface,,,Position,,,9
Position Z,8810.92,8811.783,8811.352,0.432,8811.352,8811.136,8811.567,17622.703,2,µm,Surface,,,Position,,,10
Position Z,8810.697,8811.082,8810.89,0.192,8810.89,8810.793,8810.986,17621.779,2,µm,Surface,,,Position,,,11
Position Z,8811.299,8811.299,8811.299,0,8811.299,8811.299,8811.299,8811.299,1,µm,Surface,,,Position,,,12
Position Z,8811.808,8811.808,8811.808,0,8811.808,8811.808,8811.808,8811.808,1,µm,Surface,,,Position,,,13
Position Z,8811.87,8812.049,8811.959,0.089,8811.959,8811.915,8812.004,17623.918,2,µm,Surface,,,Position,,,15
Position Z,8812.499,8813.213,8812.855,0.357,8812.855,8812.678,8813.034,17625.711,2,µm,Surface,,,Position,,,16
Position Z,8811.631,8813.506,8812.589,0.666,8812.609,8812.303,8812.896,35250.355,4,µm,Surface,,,Position,,,17
Position Z,8811.093,8813.228,8811.756,0.872,8811.352,8811.109,8811.998,35247.023,4,µm,Surface,,,Position,,,18
Position Z,8811.197,8812.767,8812.002,0.599,8812.021,8811.578,8812.445,35248.008,4,µm,Surface,,,Position,,,19
Position Z,8811.229,8813.754,8812.528,0.898,8812.564,8812.138,8812.957,35250.113,4,µm,Surface,,,Position,,,20
Position Z,8812.202,8813.537,8812.752,0.56,8812.635,8812.234,8813.153,35251.008,4,µm,Surface,,,Position,,,21
Position Z,8812.461,8813.474,8812.745,0.421,8812.523,8812.499,8812.771,35250.98,4,µm,Surface,,,Position,,,22
Position Z,8812.445,8813.859,8813.075,0.52,8812.998,8812.734,8813.34,35252.301,4,µm,Surface,,,Position,,,23
Position Z,8812.322,8813.688,8812.839,0.548,8812.672,8812.375,8813.137,35251.355,4,µm,Surface,,,Position,,,24
Position Z,8812.406,8813.191,8812.719,0.289,8812.638,8812.567,8812.789,35250.875,4,µm,Surface,,,Position,,,25
Position Z,8812.117,8812.387,8812.252,0.135,8812.252,8812.185,8812.319,17624.504,2,µm,Surface,,,Position,,,26
Position Z,8811.588,8812.059,8811.823,0.235,8811.823,8811.705,8811.941,17623.646,2,µm,Surface,,,Position,,,27
Position Z,8810.139,8810.649,8810.395,0.255,8810.395,8810.267,8810.521,17620.789,2,µm,Surface,,,Position,,,28
Position Z,8808.231,8810.515,8809.461,0.954,8809.548,8808.688,8810.32,35237.844,4,µm,Surface,,,Position,,,29
Position Z,8807.768,8810.486,8809.387,1.169,8809.906,8808.838,8810.197,26428.16,3,µm,Surface,,,Position,,,30
Position Z,8807.969,8817.877,8811.254,3.884,8809.586,8809.004,8811.838,35245.016,4,µm,Surface,,,Position,,,31
Position Z,8807.669,8818.658,8810.986,4.467,8808.81,8808.16,8811.635,35243.945,4,µm,Surface,,,Position,,,32
Position Z,8806.719,8809.968,8808.851,1.256,8809.357,8808.659,8809.551,35235.402,4,µm,Surface,,,Position,,,33
Position Z,8806.646,8811.227,8809.495,1.523,8809.861,8809.689,8810.053,44047.477,5,µm,Surface,,,Position,,,34
Position Z,8806.944,8810.441,8809.097,1.331,8809.5,8808.562,8810.037,35236.387,4,µm,Surface,,,Position,,,35
Position Z,8806.875,8810.967,8809.012,1.598,8809.103,8807.835,8810.281,35236.047,4,µm,Surface,,,Position,,,36
Position Z,8806.838,8818.349,8812.257,4.564,8811.094,8808.582,8816.594,52873.539,6,µm,Surface,,,Position,,,37
Position Z,8806.778,8810.96,8809.148,1.754,8809.427,8807.811,8810.766,35236.594,4,µm,Surface,,,Position,,,38
Position Z,8806.784,8817.943,8810.642,3.266,8810.373,8808.918,8810.781,61674.492,7,µm,Surface,,,Position,,,39
Position Z,8806.997,8811.088,8809.354,1.522,8809.252,8808.549,8810.889,44046.773,5,µm,Surface,,,Position,,,40
Position Z,8807.128,8811.217,8809.342,1.619,8809.194,8808.08,8811.092,44046.711,5,µm,Surface,,,Position,,,41
Position Z,8807.104,8811.303,8809.494,1.614,8809.785,8808.519,8810.761,35237.977,4,µm,Surface,,,Position,,,42
Position Z,8807.194,8815.482,8810.793,2.748,8810.361,8809.371,8811.559,44053.965,5,µm,Surface,,,Position,,,43
Position Z,8806.98,8811.978,8809.149,1.72,8809.059,8807.71,8810.188,52854.898,6,µm,Surface,,,Position,,,44
Position Z,8807.459,8814.678,8810.684,2.498,8810.225,8809.014,8812.041,44053.414,5,µm,Surface,,,Position,,,45
Position Z,8806.456,8812.385,8808.99,1.943,8808.979,8807.506,8809.842,52853.941,6,µm,Surface,,,Position,,,46
Position Z,8806.498,8812.96,8809.318,2.701,8808.497,8807.498,8810.729,26427.955,3,µm,Surface,,,Position,,,47
Position Z,8806.403,8813.065,8809.03,2.478,8808.326,8807.518,8809.839,35236.121,4,µm,Surface,,,Position,,,48
Position Z,8806.449,8812.79,8809.009,2.729,8807.786,8807.119,8810.289,26427.025,3,µm,Surface,,,Position,,,49
Position Z,8806.424,8813.288,8808.942,2.607,8808.028,8807.341,8809.631,35235.77,4,µm,Surface,,,Position,,,50
Position Z,8806.122,8812.659,8808.729,2.415,8808.068,8807.333,8809.468,35234.918,4,µm,Surface,,,Position,,,51
Position Z,8806.09,8811.831,8808.562,2.073,8808.164,8807.501,8809.226,35234.25,4,µm,Surface,,,Position,,,52
Position Z,8806.078,8811.605,8808.795,1.8,8808.804,8807.568,8809.971,61661.562,7,µm,Surface,,,Position,,,53
Position Z,8806.198,8813.088,8809.761,2.017,8809.593,8808.879,8810.844,61668.324,7,µm,Surface,,,Position,,,54
Position Z,8806.349,8815.089,8810.247,2.625,8810.073,8808.895,8811.777,79292.227,9,µm,Surface,,,Position,,,55
Position Z,8806.275,8815.188,8810.312,2.867,8809.668,8808.357,8812.814,70482.492,8,µm,Surface,,,Position,,,56
Position Z,8806.231,8815.332,8810.368,2.749,8809.744,8808.637,8812.449,79293.32,9,µm,Surface,,,Position,,,57
Position Z,8806.328,8815.143,8810.499,2.772,8809.954,8808.934,8812.598,79294.492,9,µm,Surface,,,Position,,,58
Position Z,8806.475,8814.989,8810.465,2.807,8810.01,8808.973,8812.895,79294.18,9,µm,Surface,,,Position,,,59
Position Z,8806.62,8814.903,8810.423,2.779,8810.096,8808.754,8813.316,79293.812,9,µm,Surface,,,Position,,,60
Position Z,8806.554,8814.718,8810.44,2.953,8809.578,8808.385,8813.521,70483.523,8,µm,Surface,,,Position,,,61
Position Z,8806.454,8814.333,8810.365,2.925,8809.299,8808.405,8813.441,70482.922,8,µm,Surface,,,Position,,,62
Position Z,8806.397,8814.881,8810.311,3,8809.189,8808.16,8813.133,70482.484,8,µm,Surface,,,Position,,,63
Position Z,8806.379,8815.503,8810.264,3.072,8809.033,8808.096,8812.723,70482.109,8,µm,Surface,,,Position,,,64
Position Z,8806.389,8815.752,8810.113,3.28,8808.864,8807.59,8812.631,70480.906,8,µm,Surface,,,Position,,,65
Position Z,8806.438,8815.976,8810.607,3.239,8809.402,8808.234,8812.98,61674.25,7,µm,Surface,,,Position,,,66
Position Z,8806.364,8814.361,8809.691,2.645,8808.861,8808.055,8811.154,52858.148,6,µm,Surface,,,Position,,,67
Position Z,8806.498,8814.002,8809.64,2.537,8808.967,8807.868,8811.17,52857.836,6,µm,Surface,,,Position,,,68
Position Z,8806.583,8813.79,8809.449,2.442,8808.775,8807.689,8810.775,52856.691,6,µm,Surface,,,Position,,,69
Position Z,8806.427,8813.667,8809.305,2.39,8808.734,8807.645,8810.428,52855.832,6,µm,Surface,,,Position,,,70
Position Z,8806.513,8813.686,8809.31,2.389,8808.649,8807.655,8810.438,52855.855,6,µm,Surface,,,Position,,,71
Position Z,8806.584,8813.922,8809.4,2.421,8808.557,8807.915,8810.454,52856.406,6,µm,Surface,,,Position,,,72
Position Z,8806.56,8813.701,8809.322,2.353,8808.582,8807.831,8810.341,52855.93,6,µm,Surface,,,Position,,,73
Position Z,8806.614,8814.536,8810.596,2.99,8809.715,8808.367,8813.961,70484.766,8,µm,Surface,,,Position,,,74
Position Z,8806.656,8814.912,8810.695,3.163,8809.607,8808.287,8814.221,70485.562,8,µm,Surface,,,Position,,,75
Position Z,8806.717,8815.226,8810.836,3.229,8809.572,8808.458,8814.525,70486.688,8,µm,Surface,,,Position,,,76
Position Z,8806.792,8815.524,8810.412,3.152,8808.967,8808.105,8813.48,88104.117,10,µm,Surface,,,Position,,,77
Position Z,8806.74,8815.821,8810.743,3.251,8809.086,8808.774,8814.822,79296.688,9,µm,Surface,,,Position,,,78
Position Z,8806.711,8816.469,8810.514,3.315,8809.098,8808.037,8813.518,88105.141,10,µm,Surface,,,Position,,,79
Position Z,8806.791,8815.167,8809.983,2.729,8808.846,8808.168,8810.059,79289.852,9,µm,Surface,,,Position,,,80
Position Z,8806.88,8816.555,8810.661,3.188,8809.386,8808.457,8813.301,88106.609,10,µm,Surface,,,Position,,,81
Position Z,8806.873,8815.377,8810.052,2.757,8809.131,8808.223,8810.238,79290.469,9,µm,Surface,,,Position,,,82
Position Z,8806.816,8816.651,8810.663,3.295,8809.355,8808.236,8813.326,88106.625,10,µm,Surface,,,Position,,,83
Position Z,8806.862,8816.52,8810.629,3.226,8809.4,8808.277,8813.021,88106.289,10,µm,Surface,,,Position,,,84
