Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Surfaces,Time
Ellipticity (oblate),0.109,0.233,0.159,0.046,0.146,0.133,0.172,0.634,4,,Surface,,,,,,22
Ellipticity (oblate),0.071,0.163,0.136,0.038,0.155,0.133,0.159,0.545,4,,Surface,,,,,,23
Ellipticity (oblate),0.079,0.162,0.121,0.039,0.122,0.084,0.16,0.485,4,,Surface,,,,,,24
Ellipticity (oblate),0.076,0.313,0.172,0.087,0.149,0.13,0.19,0.686,4,,Surface,,,,,,25
Ellipticity (oblate),0.09,0.119,0.105,0.014,0.105,0.098,0.112,0.209,2,,Surface,,,,,,26
Ellipticity (oblate),0.075,0.134,0.105,0.03,0.105,0.09,0.119,0.209,2,,Surface,,,,,,27
Ellipticity (oblate),0.105,0.197,0.151,0.046,0.151,0.128,0.174,0.302,2,,Surface,,,,,,28
Ellipticity (oblate),0.08,0.677,0.385,0.264,0.391,0.146,0.631,1.54,4,,Surface,,,,,,29
Ellipticity (oblate),0.218,0.504,0.385,0.121,0.433,0.326,0.468,1.155,3,,Surface,,,,,,30
Ellipticity (oblate),0.167,0.319,0.225,0.057,0.207,0.191,0.24,0.9,4,,Surface,,,,,,31
Ellipticity (oblate),0.17,0.331,0.262,0.063,0.274,0.223,0.314,1.05,4,,Surface,,,,,,32
Ellipticity (oblate),0.127,0.411,0.249,0.118,0.228,0.141,0.336,0.995,4,,Surface,,,,,,33
Ellipticity (oblate),0.117,0.328,0.248,0.083,0.305,0.183,0.308,1.24,5,,Surface,,,,,,34
Ellipticity (oblate),0.124,0.482,0.309,0.13,0.314,0.237,0.386,1.234,4,,Surface,,,,,,35
Ellipticity (oblate),0.059,0.456,0.26,0.142,0.262,0.188,0.333,1.039,4,,Surface,,,,,,36
Ellipticity (oblate),0.119,0.44,0.282,0.117,0.276,0.192,0.381,1.691,6,,Surface,,,,,,37
Ellipticity (oblate),0.092,0.321,0.187,0.085,0.168,0.131,0.225,0.749,4,,Surface,,,,,,38
Ellipticity (oblate),0.103,0.424,0.273,0.108,0.249,0.214,0.354,1.913,7,,Surface,,,,,,39
Ellipticity (oblate),0.144,0.272,0.215,0.052,0.226,0.168,0.267,1.077,5,,Surface,,,,,,40
Ellipticity (oblate),0.143,0.283,0.222,0.052,0.237,0.185,0.264,1.111,5,,Surface,,,,,,41
Ellipticity (oblate),0.136,0.277,0.177,0.058,0.147,0.144,0.18,0.708,4,,Surface,,,,,,42
Ellipticity (oblate),0.144,0.553,0.264,0.151,0.187,0.162,0.272,1.318,5,,Surface,,,,,,43
Ellipticity (oblate),0.059,0.329,0.208,0.091,0.222,0.152,0.272,1.25,6,,Surface,,,,,,44
Ellipticity (oblate),0.084,0.57,0.231,0.175,0.188,0.11,0.206,1.157,5,,Surface,,,,,,45
Ellipticity (oblate),0.149,0.329,0.208,0.057,0.191,0.184,0.202,1.247,6,,Surface,,,,,,46
Ellipticity (oblate),0.169,0.378,0.265,0.086,0.247,0.208,0.313,0.794,3,,Surface,,,,,,47
Ellipticity (oblate),0.19,0.437,0.257,0.104,0.201,0.196,0.262,1.028,4,,Surface,,,,,,48
Ellipticity (oblate),0.119,0.397,0.222,0.124,0.151,0.135,0.274,0.667,3,,Surface,,,,,,49
Ellipticity (oblate),0.115,0.38,0.199,0.106,0.151,0.139,0.211,0.796,4,,Surface,,,,,,50
Ellipticity (oblate),0.103,0.542,0.233,0.179,0.144,0.133,0.244,0.933,4,,Surface,,,,,,51
Ellipticity (oblate),0.095,0.569,0.227,0.198,0.122,0.113,0.235,0.907,4,,Surface,,,,,,52
Ellipticity (oblate),0.085,0.593,0.371,0.23,0.521,0.119,0.58,2.596,7,,Surface,,,,,,53
Ellipticity (oblate),0.077,0.587,0.319,0.183,0.348,0.15,0.461,2.234,7,,Surface,,,,,,54
Ellipticity (oblate),0.084,0.529,0.308,0.137,0.35,0.223,0.376,2.773,9,,Surface,,,,,,55
Ellipticity (oblate),0.146,0.525,0.331,0.13,0.298,0.259,0.46,2.65,8,,Surface,,,,,,56
Ellipticity (oblate),0.057,0.493,0.314,0.143,0.298,0.232,0.469,2.827,9,,Surface,,,,,,57
Ellipticity (oblate),0.123,0.447,0.29,0.122,0.298,0.157,0.4,2.606,9,,Surface,,,,,,58
Ellipticity (oblate),0.149,0.415,0.284,0.104,0.286,0.187,0.399,2.557,9,,Surface,,,,,,59
Ellipticity (oblate),0.107,0.467,0.301,0.114,0.299,0.205,0.356,2.707,9,,Surface,,,,,,60
Ellipticity (oblate),0.144,0.404,0.275,0.095,0.287,0.18,0.364,2.203,8,,Surface,,,,,,61
Ellipticity (oblate),0.148,0.44,0.289,0.106,0.314,0.182,0.366,2.312,8,,Surface,,,,,,62
Ellipticity (oblate),0.103,0.414,0.253,0.103,0.235,0.188,0.325,2.023,8,,Surface,,,,,,63
Ellipticity (oblate),0.093,0.42,0.242,0.112,0.215,0.162,0.302,1.936,8,,Surface,,,,,,64
Ellipticity (oblate),0.11,0.376,0.25,0.082,0.25,0.191,0.311,2.003,8,,Surface,,,,,,65
Ellipticity (oblate),0.048,0.377,0.22,0.101,0.205,0.179,0.277,1.542,7,,Surface,,,,,,66
Ellipticity (oblate),0.095,0.344,0.215,0.084,0.186,0.177,0.276,1.291,6,,Surface,,,,,,67
Ellipticity (oblate),0.053,0.326,0.182,0.088,0.168,0.134,0.235,1.094,6,,Surface,,,,,,68
Ellipticity (oblate),0.101,0.303,0.189,0.064,0.189,0.149,0.209,1.133,6,,Surface,,,,,,69
Ellipticity (oblate),0.086,0.317,0.177,0.074,0.152,0.138,0.202,1.06,6,,Surface,,,,,,70
Ellipticity (oblate),0.063,0.292,0.202,0.083,0.224,0.145,0.271,1.209,6,,Surface,,,,,,71
Ellipticity (oblate),0.062,0.295,0.183,0.069,0.191,0.162,0.202,1.096,6,,Surface,,,,,,72
Ellipticity (oblate),0.116,0.359,0.205,0.089,0.175,0.131,0.26,1.23,6,,Surface,,,,,,73
Ellipticity (oblate),0.102,0.431,0.24,0.121,0.203,0.14,0.317,1.923,8,,Surface,,,,,,74
Ellipticity (oblate),0.1,0.413,0.217,0.098,0.187,0.151,0.265,1.735,8,,Surface,,,,,,75
Ellipticity (oblate),0.108,0.273,0.203,0.06,0.205,0.162,0.263,1.625,8,,Surface,,,,,,76
Ellipticity (oblate),0.106,0.482,0.261,0.12,0.255,0.159,0.292,2.614,10,,Surface,,,,,,77
Ellipticity (oblate),0.083,0.441,0.244,0.111,0.262,0.168,0.297,2.199,9,,Surface,,,,,,78
Ellipticity (oblate),0.074,0.396,0.241,0.103,0.277,0.143,0.305,2.415,10,,Surface,,,,,,79
Ellipticity (oblate),0.117,0.368,0.23,0.082,0.272,0.164,0.28,2.074,9,,Surface,,,,,,80
Ellipticity (oblate),0.091,0.423,0.254,0.114,0.287,0.143,0.347,2.544,10,,Surface,,,,,,81
Ellipticity (oblate),0.098,0.338,0.232,0.088,0.265,0.146,0.298,2.091,9,,Surface,,,,,,82
Ellipticity (oblate),0.094,0.341,0.242,0.091,0.264,0.154,0.328,2.422,10,,Surface,,,,,,83
Ellipticity (oblate),0.091,0.374,0.26,0.104,0.311,0.171,0.323,2.596,10,,Surface,,,,,,84
Ellipticity (oblate),0.083,0.337,0.221,0.088,0.256,0.132,0.286,2.207,10,,Surface,,,,,,85
Ellipticity (oblate),0.06,0.364,0.238,0.101,0.271,0.154,0.321,2.381,10,,Surface,,,,,,86
Ellipticity (oblate),0.076,0.466,0.267,0.128,0.313,0.138,0.347,2.936,11,,Surface,,,,,,87
Ellipticity (oblate),0.073,0.427,0.261,0.126,0.303,0.145,0.364,2.605,10,,Surface,,,,,,88
Ellipticity (oblate),0.053,0.454,0.239,0.121,0.243,0.132,0.336,2.393,10,,Surface,,,,,,89
Ellipticity (oblate),0.074,0.458,0.254,0.123,0.28,0.149,0.341,2.54,10,,Surface,,,,,,90
Ellipticity (oblate),0.087,0.429,0.246,0.114,0.298,0.126,0.316,2.463,10,,Surface,,,,,,91
Ellipticity (oblate),0.047,0.415,0.242,0.126,0.281,0.116,0.339,2.417,10,,Surface,,,,,,92
Ellipticity (oblate),0.064,0.365,0.233,0.108,0.243,0.136,0.335,2.333,10,,Surface,,,,,,93
Ellipticity (oblate),0.061,0.386,0.225,0.105,0.251,0.126,0.29,2.255,10,,Surface,,,,,,94
Ellipticity (oblate),0.103,0.333,0.223,0.082,0.24,0.152,0.288,2.235,10,,Surface,,,,,,95
Ellipticity (oblate),0.094,0.309,0.207,0.095,0.241,0.099,0.295,2.069,10,,Surface,,,,,,96
Ellipticity (oblate),0.073,0.358,0.211,0.104,0.213,0.112,0.294,2.108,10,,Surface,,,,,,97
Ellipticity (oblate),0.074,0.372,0.234,0.107,0.295,0.12,0.309,2.344,10,,Surface,,,,,,98
Ellipticity (oblate),0.098,0.333,0.227,0.103,0.275,0.105,0.325,2.266,10,,Surface,,,,,,99
Ellipticity (oblate),0.1,0.436,0.24,0.107,0.273,0.129,0.294,2.398,10,,Surface,,,,,,100
Ellipticity (oblate),0.081,0.421,0.243,0.116,0.277,0.128,0.327,2.434,10,,Surface,,,,,,101
Ellipticity (oblate),0.102,0.424,0.244,0.118,0.256,0.124,0.318,2.441,10,,Surface,,,,,,102
Ellipticity (oblate),0.092,0.431,0.231,0.113,0.209,0.128,0.32,2.306,10,,Surface,,,,,,103
Ellipticity (oblate),0.071,0.333,0.216,0.093,0.207,0.138,0.315,2.164,10,,Surface,,,,,,104
Ellipticity (oblate),0.078,0.309,0.216,0.076,0.249,0.146,0.28,2.162,10,,Surface,,,,,,105
Ellipticity (oblate),0.072,0.346,0.218,0.098,0.269,0.117,0.291,2.181,10,,Surface,,,,,,106
Ellipticity (oblate),0.09,0.32,0.209,0.076,0.217,0.142,0.262,2.092,10,,Surface,,,,,,107
Ellipticity (oblate),0.117,0.448,0.235,0.109,0.191,0.132,0.316,2.115,9,,Surface,,,,,,108
Ellipticity (oblate),0.111,0.447,0.223,0.105,0.211,0.135,0.277,2.226,10,,Surface,,,,,,109
Ellipticity (oblate),0.084,0.454,0.222,0.119,0.209,0.113,0.3,1.994,9,,Surface,,,,,,110
Ellipticity (oblate),0.101,0.479,0.244,0.121,0.217,0.135,0.316,2.441,10,,Surface,,,,,,111
Ellipticity (oblate),0.108,0.352,0.205,0.094,0.138,0.121,0.288,1.849,9,,Surface,,,,,,112
Ellipticity (oblate),0.089,0.49,0.257,0.13,0.264,0.132,0.357,2.315,9,,Surface,,,,,,113
Ellipticity (oblate),0.084,0.47,0.245,0.114,0.261,0.14,0.305,2.452,10,,Surface,,,,,,114
Ellipticity (oblate),0.103,0.463,0.232,0.111,0.232,0.132,0.27,2.321,10,,Surface,,,,,,115
Ellipticity (oblate),0.09,0.446,0.215,0.111,0.189,0.124,0.294,2.147,10,,Surface,,,,,,116
Ellipticity (oblate),0.088,0.315,0.18,0.08,0.155,0.113,0.249,1.441,8,,Surface,,,,,,117
Ellipticity (oblate),0.117,0.445,0.23,0.117,0.188,0.124,0.317,2.295,10,,Surface,,,,,,118
Ellipticity (oblate),0.101,0.4,0.233,0.101,0.213,0.157,0.326,2.33,10,,Surface,,,,,,119
Ellipticity (oblate),0.068,0.524,0.222,0.137,0.203,0.107,0.296,2.216,10,,Surface,,,,,,120
Ellipticity (oblate),0.073,0.508,0.229,0.128,0.193,0.13,0.302,2.064,9,,Surface,,,,,,121
Ellipticity (oblate),0.075,0.374,0.216,0.095,0.224,0.158,0.3,1.947,9,,Surface,,,,,,122
Ellipticity (oblate),0.081,0.461,0.228,0.113,0.227,0.141,0.292,2.285,10,,Surface,,,,,,123
Ellipticity (oblate),0.061,0.411,0.227,0.108,0.258,0.136,0.292,2.044,9,,Surface,,,,,,124
Ellipticity (oblate),0.096,0.397,0.223,0.093,0.197,0.171,0.286,2.01,9,,Surface,,,,,,125
Ellipticity (oblate),0.058,0.373,0.23,0.1,0.23,0.195,0.298,2.068,9,,Surface,,,,,,126
Ellipticity (oblate),0.083,0.385,0.226,0.098,0.225,0.176,0.288,2.032,9,,Surface,,,,,,127
Ellipticity (oblate),0.062,0.417,0.203,0.112,0.16,0.129,0.283,1.826,9,,Surface,,,,,,128
Ellipticity (oblate),0.087,0.452,0.214,0.113,0.175,0.147,0.296,1.93,9,,Surface,,,,,,129
Ellipticity (oblate),0.081,0.369,0.217,0.095,0.243,0.138,0.299,1.954,9,,Surface,,,,,,130
Ellipticity (oblate),0.072,0.324,0.186,0.086,0.173,0.111,0.243,1.484,8,,Surface,,,,,,131
Ellipticity (oblate),0.058,0.462,0.219,0.116,0.232,0.143,0.272,1.975,9,,Surface,,,,,,132
Ellipticity (oblate),0.082,0.419,0.239,0.094,0.231,0.184,0.289,2.148,9,,Surface,,,,,,133
Ellipticity (oblate),0.103,0.537,0.242,0.124,0.2,0.168,0.286,2.174,9,,Surface,,,,,,134
Ellipticity (oblate),0.079,0.329,0.206,0.079,0.21,0.152,0.257,1.646,8,,Surface,,,,,,135
Ellipticity (oblate),0.1,0.5,0.233,0.115,0.199,0.146,0.271,2.1,9,,Surface,,,,,,136
Ellipticity (oblate),0.076,0.455,0.232,0.106,0.239,0.182,0.282,2.085,9,,Surface,,,,,,137
Ellipticity (oblate),0.076,0.479,0.244,0.12,0.224,0.189,0.33,2.193,9,,Surface,,,,,,138
Ellipticity (oblate),0.1,0.589,0.252,0.138,0.242,0.171,0.283,2.269,9,,Surface,,,,,,139
Ellipticity (oblate),0.053,0.532,0.24,0.135,0.245,0.169,0.28,2.158,9,,Surface,,,,,,140
Ellipticity (oblate),0.105,0.556,0.261,0.125,0.249,0.17,0.292,2.353,9,,Surface,,,,,,141
Ellipticity (oblate),0.097,0.342,0.226,0.069,0.218,0.201,0.262,1.804,8,,Surface,,,,,,142
Ellipticity (oblate),0.085,0.597,0.271,0.143,0.238,0.194,0.296,2.441,9,,Surface,,,,,,143
Ellipticity (oblate),0.123,0.336,0.213,0.065,0.203,0.175,0.244,1.703,8,,Surface,,,,,,144
Ellipticity (oblate),0.124,0.657,0.277,0.15,0.236,0.215,0.308,2.494,9,,Surface,,,,,,145
Ellipticity (oblate),0.095,0.567,0.252,0.132,0.225,0.188,0.285,2.265,9,,Surface,,,,,,146
Ellipticity (oblate),0.122,0.566,0.263,0.127,0.218,0.209,0.323,2.363,9,,Surface,,,,,,147
Ellipticity (oblate),0.118,0.646,0.287,0.148,0.252,0.217,0.336,2.584,9,,Surface,,,,,,148
Ellipticity (oblate),0.077,0.353,0.241,0.094,0.261,0.202,0.309,1.927,8,,Surface,,,,,,149
Ellipticity (oblate),0.088,0.641,0.293,0.153,0.261,0.23,0.342,2.638,9,,Surface,,,,,,150
Ellipticity (oblate),0.107,0.353,0.257,0.082,0.28,0.218,0.319,2.053,8,,Surface,,,,,,151
Ellipticity (oblate),0.061,0.37,0.248,0.095,0.289,0.197,0.307,1.986,8,,Surface,,,,,,152
Ellipticity (oblate),0.078,0.37,0.222,0.088,0.218,0.167,0.281,1.779,8,,Surface,,,,,,153
Ellipticity (oblate),0.087,0.378,0.247,0.09,0.267,0.205,0.301,1.975,8,,Surface,,,,,,154
Ellipticity (oblate),0.103,0.396,0.259,0.097,0.258,0.193,0.338,2.074,8,,Surface,,,,,,155
Ellipticity (oblate),0.087,0.388,0.246,0.091,0.249,0.209,0.296,1.967,8,,Surface,,,,,,156
Ellipticity (oblate),0.091,0.359,0.241,0.085,0.253,0.204,0.286,1.926,8,,Surface,,,,,,157
Ellipticity (oblate),0.091,0.428,0.266,0.115,0.271,0.195,0.352,2.126,8,,Surface,,,,,,158
Ellipticity (oblate),0.091,0.4,0.243,0.093,0.243,0.201,0.285,1.941,8,,Surface,,,,,,159
Ellipticity (oblate),0.091,0.415,0.278,0.108,0.276,0.217,0.374,2.224,8,,Surface,,,,,,160
Ellipticity (oblate),0.085,0.399,0.241,0.101,0.222,0.198,0.295,1.93,8,,Surface,,,,,,161
Ellipticity (oblate),0.076,0.42,0.265,0.116,0.265,0.182,0.375,2.119,8,,Surface,,,,,,162
Ellipticity (oblate),0.118,0.395,0.248,0.093,0.216,0.197,0.293,1.984,8,,Surface,,,,,,163
Ellipticity (oblate),0.098,0.468,0.275,0.117,0.273,0.189,0.36,2.203,8,,Surface,,,,,,164
Ellipticity (oblate),0.133,0.435,0.286,0.106,0.272,0.216,0.375,2.286,8,,Surface,,,,,,165
Ellipticity (oblate),0.143,0.454,0.28,0.103,0.258,0.207,0.37,2.236,8,,Surface,,,,,,166
Ellipticity (oblate),0.095,0.484,0.288,0.12,0.276,0.213,0.385,2.592,9,,Surface,,,,,,167
Ellipticity (oblate),0.102,0.408,0.27,0.106,0.269,0.198,0.358,2.16,8,,Surface,,,,,,168
Ellipticity (oblate),0.075,0.399,0.262,0.105,0.287,0.206,0.323,2.097,8,,Surface,,,,,,169
Ellipticity (oblate),0.075,0.428,0.247,0.117,0.238,0.176,0.318,1.979,8,,Surface,,,,,,170
Ellipticity (oblate),0.068,0.443,0.251,0.12,0.243,0.174,0.327,2.005,8,,Surface,,,,,,171
Ellipticity (oblate),0.076,0.438,0.26,0.12,0.276,0.185,0.325,2.079,8,,Surface,,,,,,172
Ellipticity (oblate),0.063,0.452,0.278,0.127,0.303,0.203,0.37,2.222,8,,Surface,,,,,,173
Ellipticity (prolate),0.517,0.519,0.518,0.001,0.518,0.518,0.519,1.036,2,,Surface,,,,,,1
Ellipticity (prolate),0.167,0.169,0.168,0.001,0.168,0.168,0.168,0.336,2,,Surface,,,,,,2
Ellipticity (prolate),0.141,0.167,0.154,0.013,0.154,0.148,0.161,0.308,2,,Surface,,,,,,3
Ellipticity (prolate),0.121,0.129,0.125,0.004,0.125,0.123,0.127,0.25,2,,Surface,,,,,,4
Ellipticity (prolate),0.103,0.156,0.129,0.026,0.129,0.116,0.143,0.259,2,,Surface,,,,,,5
Ellipticity (prolate),0.118,0.153,0.135,0.018,0.135,0.126,0.144,0.271,2,,Surface,,,,,,6
Ellipticity (prolate),0.134,0.176,0.155,0.021,0.155,0.145,0.165,0.31,2,,Surface,,,,,,7
Ellipticity (prolate),0.125,0.237,0.181,0.056,0.181,0.153,0.209,0.362,2,,Surface,,,,,,8
Ellipticity (prolate),0.049,0.088,0.068,0.019,0.068,0.059,0.078,0.137,2,,Surface,,,,,,9
Ellipticity (prolate),0.081,0.185,0.133,0.052,0.133,0.107,0.159,0.266,2,,Surface,,,,,,10
Ellipticity (prolate),0.105,0.179,0.142,0.037,0.142,0.123,0.16,0.284,2,,Surface,,,,,,11
Ellipticity (prolate),0.116,0.116,0.116,0,0.116,0.116,0.116,0.116,1,,Surface,,,,,,12
Ellipticity (prolate),0.158,0.158,0.158,0,0.158,0.158,0.158,0.158,1,,Surface,,,,,,13
Ellipticity (prolate),0.225,0.264,0.245,0.019,0.245,0.235,0.254,0.49,2,,Surface,,,,,,15
Ellipticity (prolate),0.256,0.302,0.279,0.023,0.279,0.268,0.291,0.559,2,,Surface,,,,,,16
Ellipticity (prolate),0.134,0.621,0.291,0.195,0.205,0.154,0.342,1.165,4,,Surface,,,,,,17
Ellipticity (prolate),0.167,0.298,0.242,0.051,0.252,0.211,0.283,0.969,4,,Surface,,,,,,18
Ellipticity (prolate),0.134,0.354,0.235,0.088,0.225,0.159,0.301,0.938,4,,Surface,,,,,,19
Ellipticity (prolate),0.072,0.323,0.185,0.092,0.173,0.126,0.232,0.74,4,,Surface,,,,,,20
Ellipticity (prolate),0.15,0.319,0.256,0.064,0.278,0.236,0.298,1.024,4,,Surface,,,,,,21
Ellipticity (prolate),0.137,0.357,0.22,0.083,0.193,0.167,0.246,0.88,4,,Surface,,,,,,22
Ellipticity (prolate),0.114,0.224,0.179,0.042,0.189,0.156,0.212,0.716,4,,Surface,,,,,,23
Ellipticity (prolate),0.072,0.259,0.162,0.09,0.159,0.072,0.248,0.647,4,,Surface,,,,,,24
Ellipticity (prolate),0.089,0.186,0.141,0.035,0.145,0.129,0.157,0.565,4,,Surface,,,,,,25
Ellipticity (prolate),0.109,0.135,0.122,0.013,0.122,0.116,0.129,0.245,2,,Surface,,,,,,26
Ellipticity (prolate),0.063,0.102,0.083,0.02,0.083,0.073,0.093,0.165,2,,Surface,,,,,,27
Ellipticity (prolate),0.087,0.137,0.112,0.025,0.112,0.1,0.125,0.224,2,,Surface,,,,,,28
Ellipticity (prolate),0.105,0.252,0.18,0.054,0.182,0.148,0.214,0.719,4,,Surface,,,,,,29
Ellipticity (prolate),0.22,0.226,0.223,0.002,0.223,0.221,0.224,0.668,3,,Surface,,,,,,30
Ellipticity (prolate),0.16,0.269,0.226,0.044,0.238,0.201,0.263,0.905,4,,Surface,,,,,,31
Ellipticity (prolate),0.209,0.319,0.257,0.046,0.25,0.216,0.291,1.028,4,,Surface,,,,,,32
Ellipticity (prolate),0.155,0.39,0.226,0.096,0.18,0.16,0.246,0.904,4,,Surface,,,,,,33
Ellipticity (prolate),0.143,0.44,0.243,0.105,0.221,0.168,0.241,1.215,5,,Surface,,,,,,34
Ellipticity (prolate),0.14,0.255,0.173,0.047,0.149,0.146,0.175,0.692,4,,Surface,,,,,,35
Ellipticity (prolate),0.097,0.206,0.154,0.039,0.156,0.135,0.175,0.615,4,,Surface,,,,,,36
Ellipticity (prolate),0.095,0.697,0.284,0.213,0.174,0.146,0.362,1.702,6,,Surface,,,,,,37
Ellipticity (prolate),0.093,0.199,0.135,0.044,0.124,0.096,0.163,0.54,4,,Surface,,,,,,38
Ellipticity (prolate),0.109,0.734,0.283,0.21,0.176,0.152,0.33,1.982,7,,Surface,,,,,,39
Ellipticity (prolate),0.115,0.685,0.27,0.212,0.155,0.146,0.248,1.349,5,,Surface,,,,,,40
Ellipticity (prolate),0.124,0.668,0.265,0.204,0.197,0.134,0.204,1.327,5,,Surface,,,,,,41
Ellipticity (prolate),0.115,0.2,0.16,0.04,0.162,0.123,0.199,0.64,4,,Surface,,,,,,42
Ellipticity (prolate),0.138,0.252,0.187,0.043,0.188,0.142,0.211,0.933,5,,Surface,,,,,,43
Ellipticity (prolate),0.087,0.196,0.153,0.035,0.164,0.138,0.172,0.916,6,,Surface,,,,,,44
Ellipticity (prolate),0.079,0.239,0.15,0.056,0.152,0.103,0.176,0.748,5,,Surface,,,,,,45
Ellipticity (prolate),0.142,0.263,0.181,0.041,0.166,0.15,0.193,1.084,6,,Surface,,,,,,46
Ellipticity (prolate),0.158,0.186,0.173,0.012,0.175,0.166,0.181,0.519,3,,Surface,,,,,,47
Ellipticity (prolate),0.114,0.235,0.194,0.049,0.213,0.174,0.233,0.776,4,,Surface,,,,,,48
Ellipticity (prolate),0.09,0.219,0.162,0.054,0.177,0.133,0.198,0.485,3,,Surface,,,,,,49
Ellipticity (prolate),0.091,0.197,0.167,0.044,0.189,0.163,0.193,0.666,4,,Surface,,,,,,50
Ellipticity (prolate),0.08,0.221,0.157,0.057,0.163,0.113,0.207,0.628,4,,Surface,,,,,,51
Ellipticity (prolate),0.09,0.204,0.137,0.043,0.127,0.105,0.159,0.549,4,,Surface,,,,,,52
Ellipticity (prolate),0.046,0.316,0.205,0.094,0.235,0.141,0.279,1.438,7,,Surface,,,,,,53
Ellipticity (prolate),0.041,0.555,0.258,0.159,0.208,0.178,0.321,1.803,7,,Surface,,,,,,54
Ellipticity (prolate),0.117,0.536,0.292,0.168,0.189,0.139,0.49,2.629,9,,Surface,,,,,,55
Ellipticity (prolate),0.108,0.56,0.3,0.155,0.261,0.181,0.423,2.402,8,,Surface,,,,,,56
Ellipticity (prolate),0.08,0.546,0.291,0.151,0.253,0.21,0.32,2.622,9,,Surface,,,,,,57
Ellipticity (prolate),0.086,0.431,0.277,0.109,0.309,0.235,0.36,2.496,9,,Surface,,,,,,58
Ellipticity (prolate),0.117,0.394,0.265,0.097,0.259,0.199,0.348,2.384,9,,Surface,,,,,,59
Ellipticity (prolate),0.074,0.394,0.264,0.088,0.263,0.221,0.304,2.376,9,,Surface,,,,,,60
Ellipticity (prolate),0.101,0.45,0.26,0.101,0.242,0.195,0.321,2.079,8,,Surface,,,,,,61
Ellipticity (prolate),0.09,0.421,0.246,0.096,0.227,0.189,0.309,1.967,8,,Surface,,,,,,62
Ellipticity (prolate),0.097,0.459,0.22,0.108,0.177,0.15,0.27,1.757,8,,Surface,,,,,,63
Ellipticity (prolate),0.066,0.456,0.205,0.111,0.175,0.144,0.227,1.636,8,,Surface,,,,,,64
Ellipticity (prolate),0.07,0.392,0.235,0.092,0.216,0.2,0.291,1.881,8,,Surface,,,,,,65
Ellipticity (prolate),0.04,0.376,0.211,0.101,0.209,0.155,0.272,1.478,7,,Surface,,,,,,66
Ellipticity (prolate),0.054,0.301,0.189,0.078,0.18,0.165,0.24,1.135,6,,Surface,,,,,,67
Ellipticity (prolate),0.06,0.317,0.195,0.08,0.178,0.176,0.24,1.168,6,,Surface,,,,,,68
Ellipticity (prolate),0.072,0.294,0.19,0.083,0.2,0.122,0.258,1.139,6,,Surface,,,,,,69
Ellipticity (prolate),0.06,0.258,0.184,0.072,0.195,0.148,0.248,1.106,6,,Surface,,,,,,70
Ellipticity (prolate),0.044,0.277,0.183,0.08,0.2,0.136,0.245,1.097,6,,Surface,,,,,,71
Ellipticity (prolate),0.058,0.228,0.17,0.059,0.183,0.148,0.218,1.018,6,,Surface,,,,,,72
Ellipticity (prolate),0.078,0.268,0.176,0.066,0.165,0.137,0.232,1.058,6,,Surface,,,,,,73
Ellipticity (prolate),0.065,0.406,0.212,0.119,0.182,0.116,0.295,1.696,8,,Surface,,,,,,74
Ellipticity (prolate),0.066,0.503,0.231,0.133,0.217,0.141,0.29,1.852,8,,Surface,,,,,,75
Ellipticity (prolate),0.066,0.424,0.232,0.121,0.208,0.138,0.319,1.86,8,,Surface,,,,,,76
Ellipticity (prolate),0.107,0.405,0.254,0.103,0.262,0.156,0.336,2.539,10,,Surface,,,,,,77
Ellipticity (prolate),0.101,0.426,0.249,0.122,0.233,0.145,0.386,2.243,9,,Surface,,,,,,78
Ellipticity (prolate),0.083,0.581,0.281,0.164,0.25,0.128,0.422,2.81,10,,Surface,,,,,,79
Ellipticity (prolate),0.095,0.607,0.253,0.152,0.245,0.124,0.329,2.281,9,,Surface,,,,,,80
Ellipticity (prolate),0.081,0.612,0.239,0.158,0.19,0.115,0.28,2.395,10,,Surface,,,,,,81
Ellipticity (prolate),0.06,0.617,0.239,0.154,0.234,0.129,0.275,2.15,9,,Surface,,,,,,82
Ellipticity (prolate),0.092,0.554,0.27,0.153,0.251,0.145,0.285,2.703,10,,Surface,,,,,,83
Ellipticity (prolate),0.087,0.54,0.266,0.134,0.275,0.153,0.287,2.659,10,,Surface,,,,,,84
Ellipticity (prolate),0.083,0.511,0.23,0.131,0.231,0.121,0.258,2.302,10,,Surface,,,,,,85
Ellipticity (prolate),0.048,0.453,0.224,0.13,0.204,0.127,0.254,2.241,10,,Surface,,,,,,86
Ellipticity (prolate),0.09,0.464,0.241,0.131,0.234,0.124,0.335,2.648,11,,Surface,,,,,,87
Ellipticity (prolate),0.072,0.449,0.214,0.112,0.199,0.125,0.244,2.142,10,,Surface,,,,,,88
Ellipticity (prolate),0.06,0.468,0.21,0.125,0.209,0.109,0.253,2.1,10,,Surface,,,,,,89
Ellipticity (prolate),0.065,0.457,0.228,0.117,0.217,0.162,0.262,2.279,10,,Surface,,,,,,90
Ellipticity (prolate),0.067,0.444,0.229,0.11,0.226,0.147,0.284,2.292,10,,Surface,,,,,,91
Ellipticity (prolate),0.04,0.468,0.21,0.117,0.194,0.132,0.237,2.097,10,,Surface,,,,,,92
Ellipticity (prolate),0.081,0.432,0.21,0.105,0.203,0.124,0.28,2.099,10,,Surface,,,,,,93
