nucleus,Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,Unnamed: 17,Class,Unnamed: 18
AB,Intensity Max,333.0,333.0,333.0,0.0,333.0,333.0,333.0,333.0,1,,Surface,1.0,,Image 1,,1.0,,,
AB,Intensity Max,278.0,278.0,278.0,0.0,278.0,278.0,278.0,278.0,1,,Surface,1.0,,Image 1,,2.0,,,
P1,Intensity Max,287.0,287.0,287.0,0.0,287.0,287.0,287.0,287.0,1,,Surface,1.0,,Image 1,,1.0,,,
P1,Intensity Max,302.0,302.0,302.0,0.0,302.0,302.0,302.0,302.0,1,,Surface,1.0,,Image 1,,2.0,,,
P1,Intensity Max,284.0,284.0,284.0,0.0,284.0,284.0,284.0,284.0,1,,Surface,1.0,,Image 1,,3.0,,,
P1,Intensity Max,304.0,304.0,304.0,0.0,304.0,304.0,304.0,304.0,1,,Surface,1.0,,Image 1,,4.0,,,
ABa,Intensity Max,346.0,346.0,346.0,0.0,346.0,346.0,346.0,346.0,1,,Surface,1.0,,Image 1,,10.0,,,
ABa,Intensity Max,328.0,328.0,328.0,0.0,328.0,328.0,328.0,328.0,1,,Surface,1.0,,Image 1,,11.0,,,
ABa,Intensity Max,317.0,317.0,317.0,0.0,317.0,317.0,317.0,317.0,1,,Surface,1.0,,Image 1,,12.0,,,
ABa,Intensity Max,632.0,632.0,632.0,0.0,632.0,632.0,632.0,632.0,1,,Surface,1.0,,Image 1,,13.0,,,
ABa,Intensity Max,1391.0,1391.0,1391.0,0.0,1391.0,1391.0,1391.0,1391.0,1,,Surface,1.0,,Image 1,,14.0,,,
ABa,Intensity Max,1371.0,1371.0,1371.0,0.0,1371.0,1371.0,1371.0,1371.0,1,,Surface,1.0,,Image 1,,15.0,,,
ABa,Intensity Max,1693.0,1693.0,1693.0,0.0,1693.0,1693.0,1693.0,1693.0,1,,Surface,1.0,,Image 1,,16.0,,,
ABp,Intensity Max,258.0,258.0,258.0,0.0,258.0,258.0,258.0,258.0,1,,Surface,1.0,,Image 1,,9.0,,,
ABp,Intensity Max,303.0,303.0,303.0,0.0,303.0,303.0,303.0,303.0,1,,Surface,1.0,,Image 1,,10.0,,,
ABp,Intensity Max,273.0,273.0,273.0,0.0,273.0,273.0,273.0,273.0,1,,Surface,1.0,,Image 1,,11.0,,,
ABp,Intensity Max,416.0,416.0,416.0,0.0,416.0,416.0,416.0,416.0,1,,Surface,1.0,,Image 1,,12.0,,,
ABp,Intensity Max,980.0,980.0,980.0,0.0,980.0,980.0,980.0,980.0,1,,Surface,1.0,,Image 1,,13.0,,,
ABp,Intensity Max,1437.0,1437.0,1437.0,0.0,1437.0,1437.0,1437.0,1437.0,1,,Surface,1.0,,Image 1,,14.0,,,
ABp,Intensity Max,1414.0,1414.0,1414.0,0.0,1414.0,1414.0,1414.0,1414.0,1,,Surface,1.0,,Image 1,,15.0,,,
ABp,Intensity Max,926.0,926.0,926.0,0.0,926.0,926.0,926.0,926.0,1,,Surface,1.0,,Image 1,,16.0,,,
EMS,Intensity Max,212.0,216.0,214.0,2.0,214.0,213.002,215.002,428.0,2,,Surface,1.0,,Image 1,,13.0,,,
EMS,Intensity Max,285.0,285.0,285.0,0.0,285.0,285.0,285.0,570.0,2,,Surface,1.0,,Image 1,,14.0,,,
EMS,Intensity Max,290.0,290.0,290.0,0.0,290.0,290.0,290.0,580.0,2,,Surface,1.0,,Image 1,,15.0,,,
EMS,Intensity Max,314.0,314.0,314.0,0.0,314.0,314.0,314.0,628.0,2,,Surface,1.0,,Image 1,,16.0,,,
EMS,Intensity Max,402.0,402.0,402.0,0.0,402.0,402.0,402.0,804.0,2,,Surface,1.0,,Image 1,,17.0,,,
EMS,Intensity Max,813.0,813.0,813.0,0.0,813.0,813.0,813.0,1626.0,2,,Surface,1.0,,Image 1,,18.0,,,
EMS,Intensity Max,1323.0,1323.0,1323.0,0.0,1323.0,1323.0,1323.0,2646.0,2,,Surface,1.0,,Image 1,,19.0,,,
EMS,Intensity Max,2170.0,2170.0,2170.0,0.0,2170.0,2170.0,2170.0,4340.0,2,,Surface,1.0,,Image 1,,20.0,,,
EMS,Intensity Max,1761.0,1761.0,1761.0,0.0,1761.0,1761.0,1761.0,3522.0,2,,Surface,1.0,,Image 1,,21.0,,,
EMS,Intensity Max,1471.0,1471.0,1471.0,0.0,1471.0,1471.0,1471.0,1471.0,1,,Surface,1.0,,Image 1,,22.0,,,
EMS,Intensity Max,839.0,839.0,839.0,0.0,839.0,839.0,839.0,839.0,1,,Surface,1.0,,Image 1,,23.0,,,
P2,Intensity Max,136.0,136.0,136.0,0.0,136.0,136.0,136.0,136.0,1,,Surface,1.0,,Image 1,,13.0,,,
P2,Intensity Max,230.0,230.0,230.0,0.0,230.0,230.0,230.0,230.0,1,,Surface,1.0,,Image 1,,14.0,,,
P2,Intensity Max,322.0,322.0,322.0,0.0,322.0,322.0,322.0,322.0,1,,Surface,1.0,,Image 1,,15.0,,,
P2,Intensity Max,239.0,239.0,239.0,0.0,239.0,239.0,239.0,239.0,1,,Surface,1.0,,Image 1,,16.0,,,
P2,Intensity Max,240.0,240.0,240.0,0.0,240.0,240.0,240.0,240.0,1,,Surface,1.0,,Image 1,,17.0,,,
P2,Intensity Max,464.0,464.0,464.0,0.0,464.0,464.0,464.0,464.0,1,,Surface,1.0,,Image 1,,18.0,,,
P2,Intensity Max,476.0,476.0,476.0,0.0,476.0,476.0,476.0,476.0,1,,Surface,1.0,,Image 1,,19.0,,,
P2,Intensity Max,519.0,519.0,519.0,0.0,519.0,519.0,519.0,519.0,1,,Surface,1.0,,Image 1,,20.0,,,
P2,Intensity Max,736.0,736.0,736.0,0.0,736.0,736.0,736.0,736.0,1,,Surface,1.0,,Image 1,,21.0,,,
P2,Intensity Max,1144.0,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0,1,,Surface,1.0,,Image 1,,22.0,,,
P2,Intensity Max,1205.0,1205.0,1205.0,0.0,1205.0,1205.0,1205.0,1205.0,1,,Surface,1.0,,Image 1,,23.0,,,
P2,Intensity Max,1110.0,1110.0,1110.0,0.0,1110.0,1110.0,1110.0,1110.0,1,,Surface,1.0,,Image 1,,24.0,,,
P2,Intensity Max,1029.0,1029.0,1029.0,0.0,1029.0,1029.0,1029.0,1029.0,1,,Surface,1.0,,Image 1,,25.0,,,
P2,Intensity Max,1383.0,1383.0,1383.0,0.0,1383.0,1383.0,1383.0,1383.0,1,,Surface,1.0,,Image 1,,26.0,,,
P2,Intensity Max,1684.0,1684.0,1684.0,0.0,1684.0,1684.0,1684.0,1684.0,1,,Surface,1.0,,Image 1,,27.0,,,
P2,Intensity Max,1389.0,1389.0,1389.0,0.0,1389.0,1389.0,1389.0,1389.0,1,,Surface,1.0,,Image 1,,28.0,,,
P2,Intensity Max,1614.0,1614.0,1614.0,0.0,1614.0,1614.0,1614.0,1614.0,1,,Surface,1.0,,Image 1,,29.0,,,
P2,Intensity Max,2172.0,2172.0,2172.0,0.0,2172.0,2172.0,2172.0,2172.0,1,,Surface,1.0,,Image 1,,30.0,,,
P2,Intensity Max,1314.0,1314.0,1314.0,0.0,1314.0,1314.0,1314.0,1314.0,1,,Surface,1.0,,Image 1,,31.0,,,
ABal,Intensity Max,308.0,308.0,308.0,0.0,308.0,308.0,308.0,308.0,1,,Surface,1.0,,Image 1,,24.0,,,
ABal,Intensity Max,326.0,326.0,326.0,0.0,326.0,326.0,326.0,326.0,1,,Surface,1.0,,Image 1,,25.0,,,
ABal,Intensity Max,261.0,261.0,261.0,0.0,261.0,261.0,261.0,261.0,1,,Surface,1.0,,Image 1,,26.0,,,
ABal,Intensity Max,313.0,313.0,313.0,0.0,313.0,313.0,313.0,313.0,1,,Surface,1.0,,Image 1,,27.0,,,
ABal,Intensity Max,588.0,588.0,588.0,0.0,588.0,588.0,588.0,588.0,1,,Surface,1.0,,Image 1,,28.0,,,
ABal,Intensity Max,712.0,712.0,712.0,0.0,712.0,712.0,712.0,1424.0,2,,Surface,1.0,,Image 1,,29.0,,,
ABal,Intensity Max,1014.0,1014.0,1014.0,0.0,1014.0,1014.0,1014.0,1014.0,1,,Surface,1.0,,Image 1,,30.0,,,
ABal,Intensity Max,642.0,642.0,642.0,0.0,642.0,642.0,642.0,1284.0,2,,Surface,1.0,,Image 1,,31.0,,,
ABal,Intensity Max,649.0,649.0,649.0,0.0,649.0,649.0,649.0,1298.0,2,,Surface,1.0,,Image 1,,32.0,,,
ABal,Intensity Max,495.0,495.0,495.0,0.0,495.0,495.0,495.0,990.0,2,,Surface,1.0,,Image 1,,33.0,,,
ABal,Intensity Max,395.0,395.0,395.0,0.0,395.0,395.0,395.0,790.0,2,,Surface,1.0,,Image 1,,34.0,,,
ABpl,Intensity Max,247.0,247.0,247.0,0.0,247.0,247.0,247.0,247.0,1,,Surface,1.0,,Image 1,,25.0,,,
ABpl,Intensity Max,1033.0,1033.0,1033.0,0.0,1033.0,1033.0,1033.0,1033.0,1,,Surface,1.0,,Image 1,,26.0,,,
ABpl,Intensity Max,871.0,871.0,871.0,0.0,871.0,871.0,871.0,871.0,1,,Surface,1.0,,Image 1,,27.0,,,
ABpl,Intensity Max,588.0,588.0,588.0,0.0,588.0,588.0,588.0,588.0,1,,Surface,1.0,,Image 1,,28.0,,,
ABpl,Intensity Max,708.0,708.0,708.0,0.0,708.0,708.0,708.0,708.0,1,,Surface,1.0,,Image 1,,29.0,,,
ABpl,Intensity Max,1393.0,1393.0,1393.0,0.0,1393.0,1393.0,1393.0,1393.0,1,,Surface,1.0,,Image 1,,30.0,,,
ABpl,Intensity Max,2942.0,2942.0,2942.0,0.0,2942.0,2942.0,2942.0,2942.0,1,,Surface,1.0,,Image 1,,31.0,,,
ABpl,Intensity Max,2857.0,2857.0,2857.0,0.0,2857.0,2857.0,2857.0,2857.0,1,,Surface,1.0,,Image 1,,32.0,,,
ABpl,Intensity Max,2804.0,2804.0,2804.0,0.0,2804.0,2804.0,2804.0,2804.0,1,,Surface,1.0,,Image 1,,33.0,,,
ABpl,Intensity Max,2493.0,2493.0,2493.0,0.0,2493.0,2493.0,2493.0,2493.0,1,,Surface,1.0,,Image 1,,34.0,,,
ABpl,Intensity Max,1537.0,1537.0,1537.0,0.0,1537.0,1537.0,1537.0,1537.0,1,,Surface,1.0,,Image 1,,35.0,,,
ABar,Intensity Max,227.0,227.0,227.0,0.0,227.0,227.0,227.0,227.0,1,,Surface,1.0,,Image 1,,25.0,,,
ABar,Intensity Max,224.0,224.0,224.0,0.0,224.0,224.0,224.0,224.0,1,,Surface,1.0,,Image 1,,26.0,,,
ABar,Intensity Max,198.0,198.0,198.0,0.0,198.0,198.0,198.0,198.0,1,,Surface,1.0,,Image 1,,27.0,,,
ABar,Intensity Max,189.0,189.0,189.0,0.0,189.0,189.0,189.0,189.0,1,,Surface,1.0,,Image 1,,28.0,,,
ABar,Intensity Max,254.0,254.0,254.0,0.0,254.0,254.0,254.0,254.0,1,,Surface,1.0,,Image 1,,29.0,,,
ABar,Intensity Max,262.0,354.0,308.0,46.0,308.0,285.031,331.031,616.0,2,,Surface,1.0,,Image 1,,30.0,,,
ABar,Intensity Max,303.0,380.0,341.5,38.5,341.5,322.281,360.781,683.0,2,,Surface,1.0,,Image 1,,31.0,,,
ABar,Intensity Max,357.0,357.0,357.0,0.0,357.0,357.0,357.0,714.0,2,,Surface,1.0,,Image 1,,32.0,,,
ABar,Intensity Max,441.0,441.0,441.0,0.0,441.0,441.0,441.0,882.0,2,,Surface,1.0,,Image 1,,33.0,,,
ABar,Intensity Max,354.0,354.0,354.0,0.0,354.0,354.0,354.0,708.0,2,,Surface,1.0,,Image 1,,34.0,,,
ABpr,Intensity Max,204.0,204.0,204.0,0.0,204.0,204.0,204.0,204.0,1,,Surface,1.0,,Image 1,,26.0,,,
ABpr,Intensity Max,285.0,285.0,285.0,0.0,285.0,285.0,285.0,285.0,1,,Surface,1.0,,Image 1,,27.0,,,
ABpr,Intensity Max,218.0,218.0,218.0,0.0,218.0,218.0,218.0,218.0,1,,Surface,1.0,,Image 1,,29.0,,,
ABpr,Intensity Max,254.0,254.0,254.0,0.0,254.0,254.0,254.0,254.0,1,,Surface,1.0,,Image 1,,30.0,,,
ABpr,Intensity Max,388.0,388.0,388.0,0.0,388.0,388.0,388.0,388.0,1,,Surface,1.0,,Image 1,,31.0,,,
ABpr,Intensity Max,327.0,327.0,327.0,0.0,327.0,327.0,327.0,327.0,1,,Surface,1.0,,Image 1,,32.0,,,
ABpr,Intensity Max,308.0,308.0,308.0,0.0,308.0,308.0,308.0,308.0,1,,Surface,1.0,,Image 1,,33.0,,,
ABpr,Intensity Max,300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,1,,Surface,1.0,,Image 1,,34.0,,,
ABpr,Intensity Max,368.0,368.0,368.0,0.0,368.0,368.0,368.0,368.0,1,,Surface,1.0,,Image 1,,35.0,,,
MS,Intensity Max,180.0,180.0,180.0,0.0,180.0,180.0,180.0,180.0,1,,Surface,1.0,,Image 1,,32.0,,,
MS,Intensity Max,322.0,322.0,322.0,0.0,322.0,322.0,322.0,322.0,1,,Surface,1.0,,Image 1,,33.0,,,
MS,Intensity Max,298.0,298.0,298.0,0.0,298.0,298.0,298.0,298.0,1,,Surface,1.0,,Image 1,,34.0,,,
MS,Intensity Max,263.0,263.0,263.0,0.0,263.0,263.0,263.0,263.0,1,,Surface,1.0,,Image 1,,35.0,,,
E,Intensity Max,253.0,253.0,253.0,0.0,253.0,253.0,253.0,253.0,1,,Surface,1.0,,Image 1,,32.0,,,
E,Intensity Max,706.0,706.0,706.0,0.0,706.0,706.0,706.0,706.0,1,,Surface,1.0,,Image 1,,33.0,,,
E,Intensity Max,345.0,345.0,345.0,0.0,345.0,345.0,345.0,345.0,1,,Surface,1.0,,Image 1,,34.0,,,
E,Intensity Max,313.0,313.0,313.0,0.0,313.0,313.0,313.0,313.0,1,,Surface,1.0,,Image 1,,35.0,,,
